assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_001590655.1	NZ_CP014645.1	2705870	1197760	0.0834458250967776	-0.0775272800224841	-1493.535167153018	10198.44463712259	2903890
GCF_001988935.1	NZ_CP014201.1	2208190	630500	0.0789492858962939	-0.0713724042807115	-6017.4219167275205	5256.075383062224	3068152
GCF_002025085.1	NZ_CP020016.1	2502090	964810	0.0793151870900065	-0.0766521049496394	-3950.9837560403735	7832.662903898998	2960737
GCF_002076955.1	NZ_CP020464.1	167180	1682460	0.0785114596147691	-0.0832742011119641	-1209.2828441083464	10692.992569029751	2884966
GCF_002158925.1	NZ_CP021426.1	1376760	2932280	0.0762082579586506	-0.0752212309644082	-10862.757540507637	991.6050560459108	3047840
GCF_002286235.1	NZ_CP017063.1	2971560	1391800	0.0825280000719176	-0.0773060567008126	-718.8460610978262	11493.683127653903	2972590
GCF_002960215.1	NZ_CP019305.1	130	1463940	0.0822515588796265	-0.0774564551951272	-12.154582274090991	12040.163193781436	2990071
GCF_003433395.1	NZ_CP022109.1	130	1463940	0.0822523524076899	-0.0774580837759826	-12.154582274090997	12040.279377039036	2990082
GCF_004010975.1	NZ_CP025428.1	3007140	1450130	0.0778720160197486	-0.076133222396584	-559.280901611791	11294.813158256771	3007503
GCF_006151905.1	NZ_CP040780.1	504620	1903030	0.081961826606185	-0.0784359780012799	-4266.818654824049	7195.8531425220535	2941522
GCF_008727835.1	NZ_CP044228.1	1466700	3006100	0.0763010096115871	-0.0780888268116623	-11561.016403968644	184.77335896288176	3022021
GCF_008831425.1	NZ_CP044506.1	3006640	1453120	0.0788275266687716	-0.0762432306190522	-389.8838472865784	11458.234726063203	3006715
GCF_009429065.1	NZ_CP045531.1	2210920	604340	0.0791329009762536	-0.0724431306418052	-6664.788261908076	4973.877963957075	3064363
GCF_009720565.1	NZ_CP046267.1	130	1462750	0.0822358297429595	-0.0773695256455683	-12.154582274090997	12028.074683287536	2989570
GCF_013167115.1	NZ_CP053619.1	268320	1677480	0.082702977770366	-0.0787000236230637	-2232.0084618718606	9422.17304517107	2923663
GCF_015377485.1	NZ_CP045586.1	3016460	1447500	0.0795014384549452	-0.07742839198945	-638.0293964057395	11510.185830927248	3016822
GCF_016599675.1	NZ_CP067042.1	2924040	1411740	0.0824353818135451	-0.078776690155747	-272.48141234989697	11640.996586252795	2924491
GCF_016653515.1	NZ_CP067365.1	130	1542060	0.0806975347448551	-0.0724361678013171	-12.15458227409099	12443.094815911649	3172945
GCF_017795605.1	NZ_CP051227.1	567740	2124950	0.0761532320687023	-0.0779588431426724	-4112.173111333657	7746.491134858739	3007472
GCF_018141205.1	NZ_CP073317.1	2654930	1097700	0.0784781037573831	-0.0758507001738452	-3214.531144826132	8597.176624088564	2935174
GCF_018228745.1	NZ_CP073711.1	130	1464330	0.082166905212563	-0.0773760144708897	-12.154582274091002	12030.97187385926	2991149
GCF_018286375.1	NZ_CP073915.1	2654880	1097670	0.0785179143267585	-0.0759005317710677	-3215.6510778858456	8603.660217796081	2935123
GCF_900636875.1	NZ_LR134322.1	130	1464230	0.0821601071462068	-0.0773732026998578	-12.15458227409099	12029.154899911971	2991048
GCF_900636965.1	NZ_LR134331.1	130	1462750	0.0820707416765343	-0.077472447649304	-12.15458227409099	12003.92857251609	2988387
GCF_902381635.1	NZ_LR698954.1	3009700	1453610	0.0777179449297753	-0.0759537802947292	-519.5186404149406	11299.580447154123	3010111
