assembly_accession	start	end	orientation
GCF_001590655.1	611888	613457	+
GCF_001988935.1	1046226	1047795	-
GCF_001988935.1	1706007	1707576	-
GCF_001988935.1	2533608	2535177	+
GCF_001988935.1	3016465	3018034	+
GCF_001988935.1	3036503	3038072	+
GCF_002025085.1	344068	345637	+
GCF_002076955.1	579709	581278	+
GCF_002076955.1	1247822	1249391	+
GCF_002076955.1	2281821	2283390	-
GCF_002076955.1	2301964	2303533	-
GCF_002076955.1	2775731	2777300	-
GCF_002158925.1	536852	538421	-
GCF_002158925.1	556893	558462	-
GCF_002158925.1	1070929	1072498	-
GCF_002158925.1	1818992	1820561	+
GCF_002158925.1	2458814	2460383	+
GCF_002286235.1	268455	270024	+
GCF_002286235.1	759063	760632	+
GCF_002286235.1	779092	780661	+
GCF_002286235.1	1803645	1805214	-
GCF_002286235.1	2471032	2472601	-
GCF_002960215.1	297160	298729	+
GCF_002960215.1	813309	814878	+
GCF_002960215.1	833333	834902	+
GCF_002960215.1	1897137	1898706	-
GCF_002960215.1	2566002	2567571	-
GCF_003433395.1	297160	298729	+
GCF_003433395.1	813309	814878	+
GCF_003433395.1	833333	834902	+
GCF_003433395.1	1897144	1898713	-
GCF_003433395.1	2566013	2567582	-
GCF_004010975.1	307648	309217	+
GCF_004010975.1	823267	824836	+
GCF_004010975.1	843308	844877	+
GCF_004010975.1	1926266	1927835	-
GCF_004010975.1	2566211	2567780	-
GCF_006151905.1	57682	59251	-
GCF_006151905.1	773398	774967	+
GCF_006151905.1	1266990	1268559	+
GCF_006151905.1	1287019	1288588	+
GCF_006151905.1	2311288	2312857	-
GCF_008727835.1	638020	639589	-
GCF_008727835.1	658060	659629	-
GCF_008727835.1	1161687	1163256	-
GCF_008727835.1	1954292	1955861	+
GCF_008727835.1	2612803	2614372	+
GCF_008831425.1	307648	309217	+
GCF_008831425.1	821618	823187	+
GCF_008831425.1	841659	843228	+
GCF_008831425.1	1925476	1927045	-
GCF_008831425.1	2565423	2566992	-
GCF_009429065.1	1025568	1027137	-
GCF_009429065.1	1681310	1682879	-
GCF_009429065.1	2508980	2510549	+
GCF_009429065.1	2969114	2970683	+
GCF_009429065.1	2989155	2990724	+
GCF_009720565.1	297160	298729	+
GCF_009720565.1	812117	813686	+
GCF_009720565.1	832141	833710	+
GCF_009720565.1	1895948	1897517	-
GCF_009720565.1	2565370	2566939	-
GCF_013167115.1	543176	544745	+
GCF_013167115.1	1016944	1018513	+
GCF_013167115.1	1037093	1038662	+
GCF_013167115.1	2108874	2110443	-
GCF_013167115.1	2777664	2779233	-
GCF_015377485.1	374129	375698	+
GCF_015377485.1	847057	848626	+
GCF_015377485.1	867096	868666	+
GCF_015377485.1	1913209	1914778	-
GCF_015377485.1	2581403	2582972	-
GCF_016599675.1	277429	278998	+
GCF_016599675.1	751197	752766	+
GCF_016599675.1	771346	772915	+
GCF_016599675.1	1843900	1845469	-
GCF_016599675.1	2512871	2514440	-
GCF_016653515.1	298989	300558	+
GCF_016653515.1	841158	842727	+
GCF_016653515.1	861182	862751	+
GCF_016653515.1	1984707	1986276	-
GCF_016653515.1	2728929	2730498	-
GCF_017795605.1	261038	262607	-
GCF_017795605.1	1009967	1011536	+
GCF_017795605.1	1649904	1651473	+
GCF_017795605.1	2732854	2734423	-
GCF_017795605.1	2752892	2754461	-
GCF_018141205.1	24797	26366	+
GCF_018141205.1	468218	469786	+
GCF_018141205.1	488247	489815	+
GCF_018141205.1	1571148	1572717	-
GCF_018141205.1	2211056	2212624	-
GCF_018228745.1	297160	298729	+
GCF_018228745.1	812117	813686	+
GCF_018228745.1	832141	833710	+
GCF_018228745.1	1897526	1899095	-
GCF_018228745.1	2566948	2568517	-
GCF_018286375.1	24782	26351	+
GCF_018286375.1	468195	469763	+
GCF_018286375.1	488224	489792	+
GCF_018286375.1	1571110	1572679	-
GCF_018286375.1	2211007	2212575	-
GCF_900636875.1	297160	298729	+
GCF_900636875.1	812117	813686	+
GCF_900636875.1	832141	833710	+
GCF_900636875.1	1897426	1898995	-
GCF_900636875.1	2566848	2568417	-
GCF_900636965.1	297160	298729	+
GCF_900636965.1	813309	814878	+
GCF_900636965.1	833333	834902	+
GCF_900636965.1	1895948	1897517	-
GCF_900636965.1	2564178	2565747	-
GCF_902381635.1	307749	309318	+
GCF_902381635.1	823242	824811	+
GCF_902381635.1	843283	844852	+
GCF_902381635.1	1929405	1930974	-
GCF_902381635.1	2568480	2570049	-
