assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000742715.1	PRJNA224116	SAMN02786782			na		1718	1718	Corynebacterium glutamicum	strain=ATCC 21831		latest	Complete Genome	Major	Full	2014/08/21	ASM74271v1	KAIST	GCA_000742715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/715/GCF_000742715.1_ASM74271v1	./data/refseq/bacteria/GCF_000742715.1/GCF_000742715.1_ASM74271v1_assembly_stats.txt
GCF_000742735.1	PRJNA224116	SAMN02786783			na		1718	1718	Corynebacterium glutamicum	strain=AR1		latest	Complete Genome	Major	Full	2014/08/21	ASM74273v1	KAIST	GCA_000742735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/735/GCF_000742735.1_ASM74273v1	./data/refseq/bacteria/GCF_000742735.1/GCF_000742735.1_ASM74273v1_assembly_stats.txt
GCF_000828015.1	PRJNA224116	SAMN03273898			na		1718	1718	Corynebacterium glutamicum	strain=B253		latest	Complete Genome	Major	Full	2015/01/20	ASM82801v1	Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences	GCA_000828015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/015/GCF_000828015.1_ASM82801v1	./data/refseq/bacteria/GCF_000828015.1/GCF_000828015.1_ASM82801v1_assembly_stats.txt
GCF_001447865.2	PRJNA224116	SAMN03839052			na		1718	1718	Corynebacterium glutamicum	strain=CP		latest	Complete Genome	Major	Full	2017/01/06	ASM144786v2	Tianjin university of science and technology, Metabolic Engineering Laboratory, College of Biotechnology	GCA_001447865.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/865/GCF_001447865.2_ASM144786v2	./data/refseq/bacteria/GCF_001447865.2/GCF_001447865.2_ASM144786v2_assembly_stats.txt
GCF_001518935.2	PRJNA224116	SAMN04158500			na		1718	1718	Corynebacterium glutamicum	strain=USDA-ARS-USMARC-56828		latest	Complete Genome	Major	Full	2016/02/17	ASM151893v2	USDA-ARS-USMARC	GCA_001518935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/935/GCF_001518935.2_ASM151893v2	./data/refseq/bacteria/GCF_001518935.2/GCF_001518935.2_ASM151893v2_assembly_stats.txt
GCF_001643035.1	PRJNA224116	SAMN04581265			na		1718	1718	Corynebacterium glutamicum	strain=YI		latest	Complete Genome	Major	Full	2016/05/13	ASM164303v1	Tianjin university of science and technology	GCA_001643035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/035/GCF_001643035.1_ASM164303v1	./data/refseq/bacteria/GCF_001643035.1/GCF_001643035.1_ASM164303v1_assembly_stats.txt
GCF_001687645.1	PRJNA224116	SAMN04331495			na		1718	1718	Corynebacterium glutamicum	strain=ATCC 13869		latest	Complete Genome	Major	Full	2016/07/20	ASM168764v1	Shanghai Institutes for Biological Sciences (SIBS) of Chinese Academy of Sciences (CAS)	GCA_001687645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/645/GCF_001687645.1_ASM168764v1	./data/refseq/bacteria/GCF_001687645.1/GCF_001687645.1_ASM168764v1_assembly_stats.txt
GCF_001936195.1	PRJNA224116	SAMN06052514			na		1718	1718	Corynebacterium glutamicum	strain=XV		latest	Complete Genome	Major	Full	2017/01/05	ASM193619v1	Tianjin university of science and technology	GCA_001936195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/195/GCF_001936195.1_ASM193619v1	./data/refseq/bacteria/GCF_001936195.1/GCF_001936195.1_ASM193619v1_assembly_stats.txt
GCF_002163915.1	PRJNA224116	SAMN06689708			na		1718	1718	Corynebacterium glutamicum	strain=TQ2223		latest	Complete Genome	Major	Full	2017/06/02	ASM216391v1	Tianjin university of science and technology	GCA_002163915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/915/GCF_002163915.1_ASM216391v1	./data/refseq/bacteria/GCF_002163915.1/GCF_002163915.1_ASM216391v1_assembly_stats.txt
GCF_002220135.1	PRJNA224116	SAMN07337837			na		1718	1718	Corynebacterium glutamicum	strain=WM001		latest	Complete Genome	Major	Full	2017/07/17	ASM222013v1	State key lab of food science and technology, Jiangnan University	GCA_002220135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/135/GCF_002220135.1_ASM222013v1	./data/refseq/bacteria/GCF_002220135.1/GCF_002220135.1_ASM222013v1_assembly_stats.txt
GCF_002277975.1	PRJNA224116	SAMN05908976			na		1718	1718	Corynebacterium glutamicum	strain=C1		latest	Complete Genome	Major	Full	2017/08/30	ASM227797v1	Bielefeld University	GCA_002277975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/277/975/GCF_002277975.1_ASM227797v1	./data/refseq/bacteria/GCF_002277975.1/GCF_002277975.1_ASM227797v1_assembly_stats.txt
GCF_002355675.1	PRJNA224116	SAMD00051291			na		1718	1718	Corynebacterium glutamicum	strain=AJ1511		latest	Complete Genome	Major	Full	2017/06/17	ASM235567v1	AJINOMOTO Co., Inc.	GCA_002355675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/675/GCF_002355675.1_ASM235567v1	./data/refseq/bacteria/GCF_002355675.1/GCF_002355675.1_ASM235567v1_assembly_stats.txt
GCF_002847405.1	PRJNA224116	SAMN08211503			na	assembly from type material	1718	1718	Corynebacterium glutamicum	strain=Corynebacterium glutamicum ATCC 13032		latest	Complete Genome	Major	Full	2017/12/27	ASM284740v1	The catholic university of korea	GCA_002847405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/405/GCF_002847405.1_ASM284740v1	./data/refseq/bacteria/GCF_002847405.1/GCF_002847405.1_ASM284740v1_assembly_stats.txt
