assembly_accession	start	end	orientation
GCF_000597965.1	613797	615348	-
GCF_000597965.1	619009	620560	-
GCF_000597965.1	663328	664879	-
GCF_000597965.1	1687046	1688597	+
GCF_000597965.1	1802133	1803684	+
GCF_000597965.1	1975263	1976814	+
GCF_000626615.2	150813	152364	+
GCF_000626615.2	267303	268854	+
GCF_000626615.2	402441	403992	+
GCF_000626615.2	1804978	1806529	-
GCF_000626615.2	1810190	1811741	-
GCF_000626615.2	1853820	1855371	-
GCF_000695215.1	488644	490195	+
GCF_000695215.1	533022	534573	+
GCF_000695215.1	538356	539907	+
GCF_000695215.1	1965241	1966792	-
GCF_000695215.1	2156512	2158063	-
GCF_000695215.1	2269699	2271250	-
GCF_000695875.1	512785	514336	+
GCF_000695875.1	557064	558615	+
GCF_000695875.1	2001867	2003418	-
GCF_000695875.1	2179862	2181413	-
GCF_000695875.1	2296172	2297723	-
GCF_000746505.1	531311	532862	+
GCF_000746505.1	575696	577247	+
GCF_000746505.1	580908	582459	+
GCF_000746505.1	2082558	2084109	-
GCF_000746505.1	2262553	2264104	-
GCF_000746505.1	2379103	2380654	-
GCF_000756205.1	464908	466459	+
GCF_000756205.1	508971	510522	+
GCF_000756205.1	514304	515855	+
GCF_000756205.1	1947958	1949509	-
GCF_000756205.1	2094645	2096196	-
GCF_000756205.1	2209340	2210891	-
GCF_000772025.1	458811	460362	+
GCF_000772025.1	502874	504425	+
GCF_000772025.1	508208	509759	+
GCF_000772025.1	2011831	2013383	-
GCF_000772025.1	2202882	2204433	-
GCF_000772025.1	2319442	2320993	-
GCF_000815045.1	512893	514444	+
GCF_000815045.1	556522	558073	+
GCF_000815045.1	2001170	2002721	-
GCF_000815045.1	2179469	2181020	-
GCF_000815045.1	2296023	2297574	-
GCF_000815085.1	512893	514444	+
GCF_000815085.1	556522	558073	+
GCF_000815085.1	2001170	2002721	-
GCF_000815085.1	2179478	2181029	-
GCF_000815085.1	2296032	2297583	-
GCF_000815125.1	512893	514444	+
GCF_000815125.1	556522	558073	+
GCF_000815125.1	2001170	2002721	-
GCF_000815125.1	2179463	2181014	-
GCF_000815125.1	2296017	2297568	-
GCF_000815165.1	512892	514443	+
GCF_000815165.1	556521	558072	+
GCF_000815165.1	2001169	2002720	-
