assembly_accession	start	end	orientation
GCF_000759575.2	37506	39018	+
GCF_000759575.2	393907	395419	+
GCF_000759575.2	768482	769994	+
GCF_001314285.1	37504	39016	+
GCF_001314285.1	395544	397056	+
GCF_001314285.1	699682	701194	+
GCF_001412295.1	37545	39057	+
GCF_001412295.1	393317	394829	+
GCF_001412295.1	696521	698033	+
GCF_001432345.1	542	2057	+
GCF_001432345.1	351321	352836	+
GCF_001432345.1	654880	656395	+
GCF_001506185.1	642038	643550	+
GCF_001506205.1	380016	381528	+
GCF_001506225.1	1570186	1571698	+
GCF_001506245.1	709923	711435	+
GCF_001506265.1	1666796	1668308	+
GCF_001506285.1	1564640	1566152	+
GCF_001506305.1	634994	636506	+
GCF_001506345.1	1655658	1657170	+
GCF_001506385.1	403261	404773	+
GCF_001506425.1	57780	59292	+
GCF_001506445.1	641386	642898	+
GCF_001506465.1	1639846	1641358	+
GCF_001506485.1	345034	346546	+
GCF_001506505.1	1621749	1623261	+
GCF_001506525.1	380552	382064	+
GCF_001506545.1	490	2002	+
GCF_001506585.1	400705	402217	+
GCF_001506625.1	655578	657090	+
GCF_001506685.1	1673961	1675473	-
GCF_001506705.1	480	1992	+
GCF_001506745.1	343115	344627	+
GCF_001506765.1	422453	423965	+
GCF_001506805.1	562657	564169	+
GCF_001506825.1	1625622	1627134	-
GCF_001506845.1	400926	402438	+
GCF_001506865.1	1572784	1574296	+
GCF_001506885.1	1631244	1632756	+
GCF_001506945.1	186114	187626	+
GCF_001506965.1	480	1992	+
GCF_001506985.1	1625410	1626922	+
GCF_001507005.1	1635512	1637024	+
GCF_001507025.1	1566272	1567784	+
GCF_001507045.1	304515	306027	+
GCF_001507065.1	385555	387067	+
GCF_001507085.1	1615028	1616540	+
GCF_001507125.1	570106	571618	+
GCF_001507145.1	441295	442807	+
GCF_001507165.1	627898	629410	+
GCF_001507185.1	402096	403608	+
GCF_001507205.1	1572862	1574374	+
GCF_001507225.1	1566307	1567819	+
GCF_001507245.1	1615342	1616854	+
GCF_001507265.1	638091	639603	+
GCF_001563565.1	37385	38897	+
GCF_001563565.1	391990	393502	+
GCF_001563565.1	695920	697432	+
GCF_001587015.1	37336	38848	+
GCF_001587015.1	387787	389299	+
GCF_001587015.1	744583	746095	+
GCF_001587035.1	184924	186436	+
GCF_001587035.1	542883	544395	+
GCF_001587035.1	857163	858675	+
GCF_001865395.1	168015	169527	+
GCF_001865395.1	632175	633687	+
GCF_001865395.1	924925	926437	+
GCF_001865415.1	456	1968	+
GCF_001865415.1	358657	360169	+
GCF_001865415.1	703267	704779	+
GCF_001870105.1	521	2033	+
GCF_001870105.1	353137	354649	+
GCF_001870105.1	695011	696523	+
GCF_001951235.1	39250	40762	+
GCF_001951235.1	465879	467391	+
GCF_001951235.1	769968	771480	+
GCF_001951255.1	37545	39057	+
GCF_001951255.1	399590	401102	+
GCF_001951255.1	695208	696720	+
GCF_001951275.1	37545	39057	+
GCF_001951275.1	399589	401101	+
GCF_001951275.1	695208	696720	+
GCF_001951295.1	39267	40779	+
GCF_001951295.1	394330	395842	+
GCF_001951295.1	696406	697918	+
GCF_001951315.1	39267	40779	+
GCF_001951315.1	394331	395843	+
GCF_001951315.1	696410	697922	+
GCF_001951335.1	39267	40779	+
GCF_001951335.1	394330	395842	+
GCF_001951335.1	696409	697921	+
GCF_002024325.1	37534	39049	+
GCF_002024325.1	401906	403421	+
GCF_002024325.1	696757	698272	+
GCF_002101355.1	37380	38892	+
GCF_002101355.1	398678	400190	+
GCF_002101355.1	702034	703546	+
GCF_002209045.1	37413	38925	+
GCF_002209045.1	388717	390229	+
GCF_002209045.1	694725	696237	+
GCF_002214785.1	37546	39061	+
GCF_002214785.1	401083	402598	+
GCF_002214785.1	694870	696385	+
GCF_002224325.1	39250	40762	+
GCF_002224325.1	394126	395638	+
GCF_002224325.1	696418	697930	+
GCF_002224385.1	39157	40669	+
GCF_002224385.1	395769	397280	+
GCF_002224385.1	692913	694425	+
GCF_002234455.1	37532	39044	+
GCF_002234455.1	383738	385250	+
GCF_002234455.1	717249	718761	+
GCF_002407125.1	312803	314315	+
GCF_002407125.1	1339718	1341230	+
GCF_002407125.1	1701561	1703073	+
GCF_002587105.1	232476	233988	-
