assembly_accession	start	end	orientation
GCF_001704215.1	685996	687527	+
GCF_001704215.1	2378638	2380169	-
GCF_001704215.1	3119922	3121453	-
GCF_002859845.1	683868	685398	+
GCF_002859845.1	2372583	2374113	-
GCF_002859845.1	3116102	3117632	-
GCF_002859865.1	686697	688228	+
GCF_002859865.1	2374629	2376160	-
GCF_002859865.1	3118227	3119758	-
GCF_002859885.1	686754	688285	+
GCF_002859885.1	2382627	2384158	-
GCF_002859885.1	3126486	3128017	-
GCF_002859905.1	687746	689277	+
GCF_002859905.1	2383625	2385156	-
GCF_002859905.1	3126163	3127694	-
GCF_002859945.1	686713	688244	+
GCF_002859945.1	2381540	2383071	-
GCF_002859945.1	3125131	3126662	-
GCF_002859985.1	683847	685377	+
GCF_002859985.1	2378416	2379946	-
GCF_002859985.1	3121656	3123186	-
GCF_002860025.1	685989	687520	+
GCF_002860025.1	2373094	2374625	-
GCF_002860025.1	3114335	3115866	-
GCF_003184445.1	685960	687491	+
GCF_003184445.1	2380887	2382418	-
GCF_003184445.1	3123219	3124750	-
GCF_003186245.1	686742	688273	+
GCF_003186245.1	2381356	2382887	-
GCF_003186245.1	3124827	3126358	-
GCF_004634545.1	685948	687479	+
GCF_004634545.1	1221916	1223447	+
GCF_004634545.1	3125484	3127015	-
GCF_009625815.1	685953	687484	+
GCF_009625815.1	2381821	2383352	-
GCF_009625815.1	3123087	3124617	-
GCF_009625855.1	685953	687484	+
GCF_009625855.1	2381822	2383353	-
GCF_009625855.1	3123099	3124630	-
GCF_009626095.1	685925	687456	+
GCF_009626095.1	2380517	2382048	-
GCF_009626095.1	3121796	3123327	-
GCF_009626475.1	685940	687471	+
GCF_009626475.1	2381809	2383340	-
GCF_009626475.1	3123083	3124614	-
GCF_009626575.1	685925	687456	+
GCF_009626575.1	2380715	2382246	-
GCF_009626575.1	3121506	3123036	-
GCF_009626815.1	685924	687455	+
GCF_009626815.1	2378562	2380093	-
GCF_009626815.1	3119865	3121395	-
GCF_009626895.1	685995	687526	+
GCF_009626895.1	2381928	2383458	-
GCF_009626895.1	3123208	3124739	-
GCF_009626915.1	685967	687498	+
GCF_009626915.1	2381857	2383388	-
GCF_009626915.1	3123141	3124672	-
GCF_009626935.1	685974	687505	+
GCF_009626935.1	2381842	2383373	-
GCF_009626935.1	3123125	3124656	-
GCF_009626955.1	686016	687546	+
GCF_009626955.1	2381906	2383437	-
GCF_009626955.1	3123188	3124719	-
GCF_009626995.1	685982	687511	+
GCF_009626995.1	2381863	2383393	-
GCF_009626995.1	3124196	3125727	-
GCF_009627015.1	685996	687527	+
GCF_009627015.1	2380653	2382184	-
GCF_009627015.1	3121936	3123467	-
GCF_009627035.1	685953	687484	+
GCF_009627035.1	2382059	2383590	-
GCF_009627035.1	3123339	3124870	-
GCF_009627075.1	685969	687499	+
GCF_009627075.1	2381852	2383383	-
GCF_009627075.1	3123131	3124662	-
GCF_009627095.1	686007	687538	+
GCF_009627095.1	2381880	2383409	-
GCF_009627095.1	3123156	3124687	-
GCF_009627115.1	685947	687478	+
GCF_009627115.1	2378866	2380397	-
GCF_009627115.1	3120150	3121681	-
GCF_009627135.1	685982	687513	+
GCF_009627135.1	2381879	2383410	-
GCF_009627135.1	3123162	3124693	-
GCF_009627155.1	685974	687505	+
GCF_009627155.1	2381866	2383397	-
GCF_009627155.1	3123154	3124685	-
GCF_009627175.1	686010	687541	+
GCF_009627175.1	2382171	2383702	-
GCF_009627175.1	3123457	3124988	-
GCF_009627195.1	686025	687556	+
GCF_009627195.1	2381921	2383452	-
GCF_009627195.1	3123204	3124735	-
GCF_009627215.1	685968	687499	+
GCF_009627215.1	2378874	2380405	-
GCF_009627215.1	3120157	3121688	-
GCF_009627275.1	685983	687514	+
GCF_009627275.1	2381882	2383413	-
GCF_009627275.1	3123164	3124695	-
GCF_009627295.1	686003	687534	+
GCF_009627295.1	2381902	2383433	-
GCF_009627295.1	3123184	3124715	-
GCF_009627375.1	1266621	1268152	+
GCF_009627375.1	2962517	2964048	-
GCF_009627375.1	3123167	3124698	-
GCF_009627395.1	685993	687524	+
GCF_009627395.1	2381887	2383418	-
GCF_009627395.1	3123171	3124702	-
GCF_009627415.1	685989	687520	+
GCF_009627415.1	2381880	2383411	-
GCF_009627415.1	3123162	3124691	-
GCF_009627435.1	685954	687485	+
GCF_009627435.1	2382901	2384432	-
GCF_009627435.1	3124184	3125715	-
GCF_009627455.1	685987	687518	+
GCF_009627455.1	2381604	2383133	-
GCF_009627455.1	3122156	3123687	-
GCF_009627475.1	685989	687520	+
GCF_009627475.1	2382927	2384458	-
GCF_009627475.1	3124212	3125743	-
GCF_009627515.1	685990	687521	+
GCF_009627515.1	2379779	2381310	-
GCF_009627515.1	3121061	3122592	-
GCF_009627535.1	685969	687500	+
GCF_009627535.1	1223253	1224784	+
GCF_009627535.1	3125768	3127299	-
GCF_009627575.1	685982	687513	+
