assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_001704215.1	PRJNA224116	SAMN05333720			na		35814	35814	Bordetella holmesii	strain=H903		latest	Complete Genome	Major	Full	2016/08/12	ASM170421v1	Centers for Disease Control and Prevention	GCA_001704215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/215/GCF_001704215.1_ASM170421v1	./data/refseq/bacteria/GCF_001704215.1/GCF_001704215.1_ASM170421v1_assembly_stats.txt
GCF_002859845.1	PRJNA224116	SAMN06124594			na		35814	35814	Bordetella holmesii	strain=F613	F613	latest	Complete Genome	Major	Full	2018/01/04	ASM285984v1	Centers for Disease Control and Prevention	GCA_002859845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/845/GCF_002859845.1_ASM285984v1	./data/refseq/bacteria/GCF_002859845.1/GCF_002859845.1_ASM285984v1_assembly_stats.txt
GCF_002859865.1	PRJNA224116	SAMN06124596			na		35814	35814	Bordetella holmesii	strain=F616	F616	latest	Complete Genome	Major	Full	2018/01/04	ASM285986v1	Centers for Disease Control and Prevention	GCA_002859865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/865/GCF_002859865.1_ASM285986v1	./data/refseq/bacteria/GCF_002859865.1/GCF_002859865.1_ASM285986v1_assembly_stats.txt
GCF_002859885.1	PRJNA224116	SAMN06124598			na		35814	35814	Bordetella holmesii	strain=F621	F621	latest	Complete Genome	Major	Full	2018/01/04	ASM285988v1	Centers for Disease Control and Prevention	GCA_002859885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/885/GCF_002859885.1_ASM285988v1	./data/refseq/bacteria/GCF_002859885.1/GCF_002859885.1_ASM285988v1_assembly_stats.txt
GCF_002859905.1	PRJNA224116	SAMN06124597			na		35814	35814	Bordetella holmesii	strain=F617	F617	latest	Complete Genome	Major	Full	2018/01/04	ASM285990v1	Centers for Disease Control and Prevention	GCA_002859905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/905/GCF_002859905.1_ASM285990v1	./data/refseq/bacteria/GCF_002859905.1/GCF_002859905.1_ASM285990v1_assembly_stats.txt
GCF_002859945.1	PRJNA224116	SAMN06124599			na		35814	35814	Bordetella holmesii	strain=F626	F626	latest	Complete Genome	Major	Full	2018/01/04	ASM285994v1	Centers for Disease Control and Prevention	GCA_002859945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/945/GCF_002859945.1_ASM285994v1	./data/refseq/bacteria/GCF_002859945.1/GCF_002859945.1_ASM285994v1_assembly_stats.txt
GCF_002859985.1	PRJNA224116	SAMN06124595			na		35814	35814	Bordetella holmesii	strain=F615	F615	latest	Complete Genome	Major	Full	2018/01/04	ASM285998v1	Centers for Disease Control and Prevention	GCA_002859985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/985/GCF_002859985.1_ASM285998v1	./data/refseq/bacteria/GCF_002859985.1/GCF_002859985.1_ASM285998v1_assembly_stats.txt
GCF_002860025.1	PRJNA224116	SAMN06124601			na		35814	35814	Bordetella holmesii	strain=H785	H785	latest	Complete Genome	Major	Full	2018/01/04	ASM286002v1	Centers for Disease Control and Prevention	GCA_002860025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/025/GCF_002860025.1_ASM286002v1	./data/refseq/bacteria/GCF_002860025.1/GCF_002860025.1_ASM286002v1_assembly_stats.txt
GCF_003184445.1	PRJNA224116	SAMN06688242			na		35814	35814	Bordetella holmesii	strain=F028		latest	Complete Genome	Major	Full	2018/06/04	ASM318444v1	Centers for Disease Control and Prevention	GCA_003184445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/445/GCF_003184445.1_ASM318444v1	./data/refseq/bacteria/GCF_003184445.1/GCF_003184445.1_ASM318444v1_assembly_stats.txt
GCF_003186245.1	PRJNA224116	SAMN06688236			na		35814	35814	Bordetella holmesii	strain=C690		latest	Complete Genome	Major	Full	2018/06/05	ASM318624v1	Centers for Disease Control and Prevention	GCA_003186245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/186/245/GCF_003186245.1_ASM318624v1	./data/refseq/bacteria/GCF_003186245.1/GCF_003186245.1_ASM318624v1_assembly_stats.txt
