assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000635895.2	PRJNA224116	SAMN02693464			na		1396	1396	Bacillus cereus	strain=A1		latest	Complete Genome	Major	Full	2016/05/17	ASM63589v2	Beijing University of Chemical Technology	GCA_000635895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/895/GCF_000635895.2_ASM63589v2	./data/refseq/bacteria/GCF_000635895.2/GCF_000635895.2_ASM63589v2_assembly_stats.txt
GCF_000789315.1	PRJNA224116	SAMN03121921			na		1396	1396	Bacillus cereus	strain=03BB87		latest	Complete Genome	Major	Full	2014/12/04	ASM78931v1	Los Alamos National Laboratory	GCA_000789315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/789/315/GCF_000789315.1_ASM78931v1	./data/refseq/bacteria/GCF_000789315.1/GCF_000789315.1_ASM78931v1_assembly_stats.txt
GCF_000832525.1	PRJNA224116	SAMN03010436			na		1396	1396	Bacillus cereus	strain=FM1		latest	Complete Genome	Major	Full	2015/02/05	ASM83252v1	Los Alamos National Laboratory	GCA_000832525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/525/GCF_000832525.1_ASM83252v1	./data/refseq/bacteria/GCF_000832525.1/GCF_000832525.1_ASM83252v1_assembly_stats.txt
GCF_000832765.1	PRJNA224116	SAMN03085852			na		1396	1396	Bacillus cereus	strain=3a		latest	Complete Genome	Major	Full	2015/02/05	ASM83276v1	Los Alamos National Laboratory	GCA_000832765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/765/GCF_000832765.1_ASM83276v1	./data/refseq/bacteria/GCF_000832765.1/GCF_000832765.1_ASM83276v1_assembly_stats.txt
GCF_000835185.1	PRJNA224116	SAMN03092702			na		1396	1396	Bacillus cereus	strain=S2-8		latest	Complete Genome	Major	Full	2015/02/10	ASM83518v1	Los Alamos National Laboratory	GCA_000835185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/185/GCF_000835185.1_ASM83518v1	./data/refseq/bacteria/GCF_000835185.1/GCF_000835185.1_ASM83518v1_assembly_stats.txt
GCF_000978375.1	PRJNA224116	SAMN03140101			na		1396	1396	Bacillus cereus	strain=FORC_005		latest	Complete Genome	Major	Full	2015/04/22	ASM97837v1	Food-borne Pathogen Omics Research Center, FORC	GCA_000978375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/978/375/GCF_000978375.1_ASM97837v1	./data/refseq/bacteria/GCF_000978375.1/GCF_000978375.1_ASM97837v1_assembly_stats.txt
GCF_001277915.1	PRJNA224116	SAMN03785549			na		1396	1396	Bacillus cereus	strain=NJ-W		latest	Complete Genome	Major	Full	2015/09/02	ASM127791v1	BioInformatics Center	GCA_001277915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/915/GCF_001277915.1_ASM127791v1	./data/refseq/bacteria/GCF_001277915.1/GCF_001277915.1_ASM127791v1_assembly_stats.txt
GCF_001518875.1	PRJNA224116	SAMN03451612			na		1396	1396	Bacillus cereus	strain=FORC_013		latest	Complete Genome	Major	Full	2016/01/20	ASM151887v1	Seoul National University	GCA_001518875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/875/GCF_001518875.1_ASM151887v1	./data/refseq/bacteria/GCF_001518875.1/GCF_001518875.1_ASM151887v1_assembly_stats.txt
GCF_001635915.1	PRJNA224116	SAMN03457169			na		1396	1396	Bacillus cereus	strain=CMCC P0021		latest	Complete Genome	Major	Full	2016/05/02	ASM163591v1	National Institutes for Food and Drug Control	GCA_001635915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/915/GCF_001635915.1_ASM163591v1	./data/refseq/bacteria/GCF_001635915.1/GCF_001635915.1_ASM163591v1_assembly_stats.txt
GCF_001635955.1	PRJNA224116	SAMN03457174			na		1396	1396	Bacillus cereus	strain=CMCC P0011		latest	Complete Genome	Major	Full	2016/05/02	ASM163595v1	National Institutes for Food and Drug Control	GCA_001635955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/955/GCF_001635955.1_ASM163595v1	./data/refseq/bacteria/GCF_001635955.1/GCF_001635955.1_ASM163595v1_assembly_stats.txt
GCF_001635995.1	PRJNA224116	SAMN03457175			na		1396	1396	Bacillus cereus	strain=HN001		latest	Complete Genome	Major	Full	2016/05/02	ASM163599v1	National Institutes for Food and Drug Control	GCA_001635995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/995/GCF_001635995.1_ASM163599v1	./data/refseq/bacteria/GCF_001635995.1/GCF_001635995.1_ASM163599v1_assembly_stats.txt
GCF_001721145.1	PRJNA224116	SAMN04046553			na		1396	1396	Bacillus cereus	strain=FORC_024		latest	Complete Genome	Major	Full	2016/09/07	ASM172114v1	FOOD-borne Pathogen Omics Research Center, FORC	GCA_001721145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/145/GCF_001721145.1_ASM172114v1	./data/refseq/bacteria/GCF_001721145.1/GCF_001721145.1_ASM172114v1_assembly_stats.txt
GCF_001880305.1	PRJNA224116	SAMN04924832			na		1396	1396	Bacillus cereus	strain=AR156		latest	Complete Genome	Major	Full	2016/11/17	ASM188030v1	Nanjing Agricultural University	GCA_001880305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/880/305/GCF_001880305.1_ASM188030v1	./data/refseq/bacteria/GCF_001880305.1/GCF_001880305.1_ASM188030v1_assembly_stats.txt
GCF_001941885.1	PRJNA224116	SAMN05442525			na		1396	1396	Bacillus cereus	strain=ISSFR-9F		latest	Complete Genome	Major	Full	2017/01/10	ASM194188v1	NBACC	GCA_001941885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/885/GCF_001941885.1_ASM194188v1	./data/refseq/bacteria/GCF_001941885.1/GCF_001941885.1_ASM194188v1_assembly_stats.txt
GCF_001941905.1	PRJNA224116	SAMN05442524			na		1396	1396	Bacillus cereus	strain=ISSFR-3F		latest	Complete Genome	Major	Full	2017/01/10	ASM194190v1	NBACC	GCA_001941905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/905/GCF_001941905.1_ASM194190v1	./data/refseq/bacteria/GCF_001941905.1/GCF_001941905.1_ASM194190v1_assembly_stats.txt
GCF_001941925.1	PRJNA224116	SAMN05442529			na		1396	1396	Bacillus cereus	strain=JEM-2		latest	Complete Genome	Major	Full	2017/01/10	ASM194192v1	NBACC	GCA_001941925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/925/GCF_001941925.1_ASM194192v1	./data/refseq/bacteria/GCF_001941925.1/GCF_001941925.1_ASM194192v1_assembly_stats.txt
