assembly_accession	start	end	orientation
GCF_000635895.2	57014	58565	+
GCF_000635895.2	4084680	4086231	-
GCF_000635895.2	4697181	4698732	+
GCF_000635895.2	4716924	4718475	+
GCF_000635895.2	4770212	4771763	+
GCF_000635895.2	4775922	4777473	+
GCF_000635895.2	4839129	4840680	+
GCF_000635895.2	4928693	4930244	+
GCF_000635895.2	4949266	4950817	+
GCF_000635895.2	4956535	4958086	+
GCF_000635895.2	4966948	4968499	+
GCF_000635895.2	4979203	4980754	+
GCF_000635895.2	4986352	4987903	+
GCF_000635895.2	5202596	5204147	+
GCF_000789315.1	484040	485590	+
GCF_000789315.1	4642905	4644458	-
GCF_000789315.1	4875277	4876829	-
GCF_000789315.1	5086124	5087675	-
GCF_000789315.1	5094688	5096239	-
GCF_000789315.1	5107230	5108781	-
GCF_000789315.1	5114473	5116024	-
GCF_000789315.1	5134997	5136548	-
GCF_000789315.1	5236408	5237959	-
GCF_000789315.1	5299481	5301030	-
GCF_000789315.1	5305185	5306734	-
GCF_000789315.1	5358683	5360235	-
GCF_000789315.1	5378457	5380008	-
GCF_000832525.1	270578	272129	+
GCF_000832525.1	4245674	4247226	-
GCF_000832525.1	4478580	4480131	-
GCF_000832525.1	4687374	4688925	-
GCF_000832525.1	4694614	4696165	-
GCF_000832525.1	4703180	4704731	-
GCF_000832525.1	4715724	4717275	-
GCF_000832525.1	4722909	4724459	-
GCF_000832525.1	4743438	4744987	-
GCF_000832525.1	4844327	4845878	-
GCF_000832525.1	4907400	4908951	-
GCF_000832525.1	4913116	4914667	-
GCF_000832525.1	4966390	4967941	-
GCF_000832525.1	4985926	4987477	-
GCF_000832765.1	2880171	2881722	-
GCF_000832765.1	3126116	3127667	-
GCF_000832765.1	3334171	3335721	-
GCF_000832765.1	3341572	3343123	-
GCF_000832765.1	3351574	3353125	-
GCF_000832765.1	3358766	3360317	-
GCF_000832765.1	3379284	3380834	-
GCF_000832765.1	3489157	3490708	-
GCF_000832765.1	3552227	3553778	-
GCF_000832765.1	3557940	3559490	-
GCF_000832765.1	3611263	3612814	-
GCF_000832765.1	3631060	3632611	-
GCF_000832765.1	4196593	4198146	+
GCF_000835185.1	3425183	3426734	-
GCF_000835185.1	3671128	3672679	-
GCF_000835185.1	3879182	3880732	-
GCF_000835185.1	3886357	3887908	-
GCF_000835185.1	3896359	3897910	-
GCF_000835185.1	3903551	3905101	-
GCF_000835185.1	3924068	3925618	-
GCF_000835185.1	4033942	4035493	-
GCF_000835185.1	4097011	4098562	-
GCF_000835185.1	4102724	4104274	-
GCF_000835185.1	4156047	4157598	-
GCF_000835185.1	4175844	4177395	-
GCF_000835185.1	4741416	4742967	+
GCF_000978375.1	8908	10459	+
