assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_001047225.1	NZ_CP012026.1	1697150	545890	0.0593375315792061	-0.0551554288249567	-3354.0882207365216	3009.273545788685	2232367
GCF_001047255.1	NZ_CP012027.1	1461240	325300	0.0637054713823916	-0.0521839426438553	-3914.25449581903	2022.7634524545413	2168698
GCF_001047275.1	NZ_CP012028.1	959510	2086860	0.0655082070514165	-0.0502337993263777	-4768.112769379344	2616.969656314008	2173235
GCF_001661085.1	NZ_CP016015.1	1962300	794440	0.0632309551895454	-0.0518738804304318	-877.7961668214745	5180.353722374935	2218818
GCF_001661115.1	NZ_CP016016.1	1630	1043890	0.0520182627367918	-0.0209242201611955	0.1409836065573769	5932.420479526885	2228373
GCF_001661135.1	NZ_CP016017.1	1959770	808060	0.059680942484357	-0.0557822782104589	-1543.2059134505723	4881.307123830385	2220340
GCF_002073535.2	NZ_CP020415.2	2132790	1081060	0.0521464325313988	-0.0643050867926631	-1357.5265210185596	5405.646173869684	2212454
GCF_002073615.2	NZ_CP020418.2	370210	1529310	0.0644174300087496	-0.0496881428599982	-2024.424091834972	5442.216688677041	2232444
GCF_002073655.2	NZ_CP020419.2	277540	1404020	0.048459623555932	-0.0645590552641716	-1483.0472873889892	3975.843531350721	2189300
GCF_003571445.1	NZ_CP019466.1	1940	1044880	0.0520468157961446	-0.0209563175215807	0.1828793774319065	5944.336629620522	2229240
GCF_003855175.1	NZ_CP034016.1	1957450	808610	0.0598498483594826	-0.0557604925285608	-1559.02012904436	4846.973046900406	2217429
GCF_003855195.1	NZ_CP034022.1	1962300	794780	0.0636469298353894	-0.0517712318205848	-814.5453338239575	5229.862081687182	2218771
GCF_003855235.1	NZ_CP034028.1	1957530	808580	0.059857586906953	-0.055752518611838	-1558.0786391743973	4847.614336393559	2217528
GCF_003855295.1	NZ_CP034024.1	1963920	797830	0.063681232911948	-0.0516381859815318	-802.7451749400283	5230.292060381993	2232230
GCF_003855355.1	NZ_CP034026.1	1967130	811890	0.0598155000909514	-0.0552066664115516	-1503.7116061853433	4873.990240860121	2232677
GCF_003855375.1	NZ_CP034030.1	1940130	880150	0.0618782620168529	-0.0528416828693724	-353.6905680304158	5260.964016313703	2228346
GCF_003855415.1	NZ_CP034018.1	1957990	809910	0.0598397960375094	-0.055727525156762	-1545.1062177011956	4852.866374966537	2217835
GCF_003855435.1	NZ_CP034032.1	1958820	796030	0.0639603091909297	-0.0512606311780534	-744.5811274871297	5215.96591166804	2218440
GCF_004001105.1	NZ_AP018377.1	1955070	806790	0.0598696954841074	-0.0548439787253287	-1448.320010925313	4849.311280958109	2218551
GCF_004001165.1	NZ_AP018381.1	1951690	806800	0.0598986089586013	-0.0549711500736488	-1442.5995634645649	4850.999786978338	2215151
GCF_004001185.1	NZ_AP018385.1	1953660	806760	0.0599637628857579	-0.0547467219094493	-1439.1154260752892	4852.377437013244	2216138
GCF_004332535.2	NZ_CP032398.2	1960960	795830	0.0634840544993359	-0.0517132233339621	-805.7454445845657	5232.097876117226	2221669
GCF_004332555.2	NZ_CP032429.2	1962330	809750	0.0598612198122782	-0.0552107969867431	-1457.2722202374423	4906.220708108584	2220306
GCF_007107165.1	NZ_CP041585.1	2207610	1149100	0.0535373668636546	-0.0595551779276093	-111.73621263141604	6263.663677051135	2215121
GCF_007107365.1	NZ_CP041586.1	1922980	778200	0.0600142932050725	-0.0549769967601128	-1598.4923745066951	4695.171149845488	2185626
GCF_008065015.2	NZ_AP019853.2	1948000	806050	0.0597629843012741	-0.0551357384091968	-1452.9072353618749	4848.659752123434	2214955
GCF_011058635.1	NZ_CP043812.1	1979230	808730	0.0587435932270769	-0.0563644218392389	-1748.0983130388977	4849.3667906915125	2218679
GCF_011058655.1	NZ_CP043816.1	1976240	815700	0.0633296089543533	-0.0518830663776464	-639.1653558441308	5395.278874240068	2218831
GCF_011058675.1	NZ_CP043871.1	1978970	807750	0.0588853382335868	-0.0562257319350667	-1728.6892176909612	4868.325879292656	2218879
GCF_013030055.1	NZ_AP023067.1	1953850	783860	0.0562292534609081	-0.0602506976451362	-2722.289518274284	4326.991197859453	2209464
GCF_013030075.1	NZ_AP023069.1	1876510	845700	0.0621928141775613	-0.053469945979627	-407.3587090417861	5105.116051368556	2167602
GCF_013030095.1	NZ_AP023071.1	1995000	806670	0.051284895563885	-0.0653958376568513	-3836.0431631889337	3935.1450860608106	2250559
GCF_013030115.1	NZ_AP023073.1	1951900	781910	0.0563152084534475	-0.0602241912261711	-2733.523917076075	4312.655549165773	2208809
GCF_013030135.1	NZ_AP023075.1	1876070	846050	0.0623386603311452	-0.0535075033482918	-387.9576864035965	5123.436761514092	2167195
GCF_014700555.1	NZ_CP050505.1	1951360	806730	0.0599126721219366	-0.0549158458709179	-1428.9294479031862	4856.915102072872	2215157
GCF_014844815.1	NZ_CP061484.1	1888330	773970	0.0613470897003483	-0.0562799995990634	-1499.550220715372	4772.073975610044	2150148
GCF_014844855.1	NZ_CP061492.1	1890070	774700	0.0612918119934599	-0.0561806198116188	-1475.980517662696	4790.243416928924	2152289
GCF_014844875.1	NZ_CP061486.1	1891250	774970	0.0617607490042195	-0.055809508123863	-1428.5226662430628	4801.393110672526	2153514
GCF_014844895.1	NZ_CP061487.1	1889300	774230	0.0615107138638918	-0.0563369712694609	-1498.1949235525844	4783.780031946607	2151426
GCF_014844915.1	NZ_CP061488.1	1891020	774940	0.0617610868615176	-0.0557426400752635	-1415.5998950183073	4805.732697324255	2153173
GCF_014844935.1	NZ_CP061489.1	1885970	772360	0.0613867137146842	-0.05637243632678	-1511.4692117574991	4766.2256925842685	2147640
GCF_014844955.1	NZ_CP061490.1	1890650	774710	0.0616084264374001	-0.0559728726530658	-1450.0541339152917	4796.1906540947375	2152607
GCF_014844975.1	NZ_CP061491.1	1888890	775070	0.0614094222370177	-0.0560863935180839	-1443.6388383489473	4817.915407815057	2153658
GCF_015509285.1	NZ_AP024155.1	1876620	845370	0.0623651039305633	-0.0535188980479569	-395.26388947717646	5124.511321000226	2167741
GCF_016775785.1	NZ_CP068761.1	1907840	778530	0.0606740388232182	-0.0554793302500166	-1501.099378567408	4764.244623911427	2171354
GCF_016802315.1	NZ_CP048893.1	1951210	806800	0.059865557040877	-0.0550630832803369	-1451.4795408980467	4850.001662034935	2214660
GCF_016802335.1	NZ_CP048896.1	1950270	807660	0.0596432194055898	-0.0551105344104738	-1432.843136476491	4873.811934663977	2219936
GCF_016802355.1	NZ_CP048899.1	1952690	807510	0.0600765138279173	-0.0550226925219541	-1432.1882626717152	4868.912523610596	2217337
GCF_016802385.1	NZ_CP048902.1	1951210	806800	0.0598796821591694	-0.0550669900808084	-1451.5375094987412	4850.395986392292	2214666
GCF_016802405.1	NZ_CP048905.1	1952740	807520	0.060083646949715	-0.055073379907333	-1436.42415890189	4870.694207139288	2217377
GCF_016802425.1	NZ_CP048911.1	1950260	807540	0.0598772482542273	-0.0551033398119448	-1433.8756192725498	4871.87656353494	2217364
GCF_016802445.1	NZ_CP048908.1	1952740	807550	0.0601149985904694	-0.0550805845642377	-1434.6184818554948	4873.162331517249	2217387
GCF_016803895.1	NZ_CP045728.1	1814170	760950	0.0575974487177002	-0.0540866558595285	-966.4391945600836	4730.083592699656	2069529
GCF_900087615.2	NZ_LT591904.1	1886830	839140	0.0655887471601177	-0.050287321864888	0.1561461794019932	5440.838063882044	2178344
GCF_900087625.2	NZ_LT592146.1	1905710	770620	0.0628815051289	-0.0525195503543909	-1032.5265972370848	4928.923109369689	2169062
GCF_900087635.2	NZ_LT591897.1	2020280	808020	0.0590717962370977	-0.0526390470808417	-1488.360942174231	4892.869688354083	2292467
GCF_900087645.2	NZ_LT592163.1	1931130	877890	0.0614957211011391	-0.0533745910870018	-405.21625399386346	5216.432415833634	2222386
GCF_900087685.2	NZ_LT592161.1	1780	1044710	0.0520198637673678	-0.0209437522835617	0.1561461794019932	5939.272228673917	2228980
GCF_900087715.2	NZ_LT592153.1	1938120	863060	0.0651429543156856	-0.049780137789018	0.1561461794019933	5541.925406512084	2229351
GCF_900087725.2	NZ_LT591910.1	1884160	841210	0.0653696781394648	-0.0497427104698932	0.1561461794019933	5435.111662537795	2172826
GCF_900087735.2	NZ_LT592157.1	1883000	848940	0.0624389778580941	-0.0536755749494156	-401.2032276053314	5149.185279678952	2173861
GCF_900087785.2	NZ_LT591898.1	1878510	840290	0.0652955285943229	-0.0498110252498325	0.1561461794019935	5423.17855398234	2167361
GCF_900087795.2	NZ_LT592150.1	1930280	861150	0.0646734513634996	-0.0495094320906104	0.1533333333333333	5485.382934839053	2221284
GCF_900087815.2	NZ_LT592155.1	1880020	837100	0.0654295557835431	-0.0501014574183873	0.1561461794019934	5413.753816906879	2171112
GCF_900087865.2	NZ_LT591908.1	1878800	847150	0.0622037761812043	-0.0535696571614914	-410.45884196638457	5116.065189847686	2169846
GCF_900087905.2	NZ_LT592159.1	1943020	879860	0.061774473479616	-0.0530403117145307	-378.5955396833517	5260.445711294407	2234269
GCF_900186915.1	NZ_LT906472.1	1630	1041820	0.0520419479284152	-0.0208419351883452	0.140983606557377	5932.608742916274	2226638
GCF_900186935.1	NZ_LT906437.1	1883900	848080	0.0627542024546973	-0.0535318301834849	-383.69130421845273	5170.837197146123	2172222
GCF_900411635.1	NZ_LS999565.1	2173160	1135760	0.0276602196191244	-0.0612880783759869	-3211.8135701475526	3152.417140320188	2174841
GCF_900637245.1	NZ_LR134358.1	1875640	735940	0.0539793777660822	-0.0624650133235616	-3377.113161364915	3742.032454210534	2190946
GCF_000006845.1	NC_002946.2	1891590	774550	0.0613688361417488	-0.0562682780069246	-1504.0689569253304	4781.931678128612	2153922
