assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_001598635.1	NZ_CP014949.1	1895230	504010	0.1085836835115015	-0.1027023215668121	-8514.670245297986	5773.4906163400165	2803429
GCF_001878735.2	NZ_CP018004.1	2687120	1312360	0.1061345839534667	-0.1045970858546606	-388.0790415380177	14034.098243462078	2693039
GCF_001886675.1	NZ_CP018102.1	47450	1367110	0.1068867356357904	-0.1006598795543974	-349.30710056846794	13756.122120774316	2668255
GCF_001931845.1	NZ_CP015998.1	1935950	608220	0.1080669595416188	-0.1021827745536469	-6757.822023833111	6809.297491344199	2711602
GCF_001989555.1	NZ_CP019512.1	3076370	1518400	0.1062008469136789	-0.1114740111310157	-873.793982249908	16514.2687713997	3111017
GCF_002140075.1	NZ_CP021161.1	47600	1485530	0.1128169869089054	-0.1058863134201073	-359.5172129785252	15862.786634617278	2893365
GCF_002163735.1	NZ_CP015883.1	1240	1463380	0.1053136043677149	-0.1042666050928364	0.0341463414634148	15402.903561282876	2873100
GCF_002289045.2	NZ_CP029612.1	3125400	1520050	0.1107761295945084	-0.1103434521554054	-813.0892941881391	16900.90847616473	3132715
GCF_002355755.1	NZ_AP017623.1	2910	1343190	0.1096357444101938	-0.1034707528019431	0.0384615384615384	14698.029136362406	2704865
GCF_003030425.1	NZ_CP028285.1	49550	1568440	0.0987652609470058	-0.1100017579373631	-565.2696398878367	14436.106548238024	2928142
GCF_003345275.1	NZ_CP031027.1	3030940	1477940	0.1084237634701206	-0.1108812037661991	-818.8050922925767	16422.40695940474	3065679
GCF_003812665.1	NZ_CP033787.1	980650	2452830	0.1056186126137036	-0.108209468076978	-10390.017123439164	5159.049728241032	2963654
GCF_003966385.1	NZ_AP018538.1	2910	1406180	0.1095430944757811	-0.1021635696145382	0.0341463414634147	15375.767211894614	2893216
GCF_003966405.1	NZ_AP018543.1	2910	1403220	0.1097588571248007	-0.1021714982171352	0.0341463414634145	15373.702092694644	2890148
GCF_004006595.1	NZ_CP025021.1	2880	1373250	0.1103278657205598	-0.1023112400477467	0.0294117647058822	15122.233440222812	2741190
GCF_004332015.1	NZ_CP028720.1	1031100	2544980	0.1070041904136087	-0.1122024352963254	-11504.82697210457	4694.334459843568	2997828
GCF_004332035.1	NZ_CP028724.1	1408980	19630	0.1063982779285044	-0.1038773247207437	-14252.553603269656	179.667615284241	2758818
GCF_005158025.1	NZ_CP028835.1	72260	1565340	0.1115320362016654	-0.105122352753441	-708.2098010150509	15944.566958140276	2934454
GCF_005484525.1	NZ_CP039434.1	2850	1356770	0.108421840498736	-0.1021716139759312	0.0691244239631335	14682.251916658875	2696714
GCF_005979285.1	NZ_CP030042.1	6090	1496340	0.1049596326690465	-0.10665238815338	0.1022727272727272	15682.938184470231	2825273
GCF_005979305.1	NZ_CP030045.1	1110	1427220	0.1096972561642017	-0.1041371552811614	0.0404040404040402	15648.533823125286	2813589
GCF_006349345.1	NZ_CP040898.1	2876410	1494240	0.0905915339553132	-0.1083435144004523	-1395.969322257267	13619.830778071297	2881081
GCF_006494835.1	NZ_CP039296.1	3232920	1550650	0.1093118038385788	-0.106773178876146	-946.7654890884668	17057.14162015789	3238854
GCF_006494855.1	NZ_CP039548.1	3212470	1550650	0.10931963193853	-0.1090786191414661	-1111.3023749353445	17057.324045442452	3218315
GCF_006494875.1	NZ_CP039549.1	3195650	1550650	0.1093183410564192	-0.1086289644372494	-853.9555461552376	17057.324045442452	3201501
