assembly_accession	start	end	orientation
GCF_000026605.1	18036	19589	+
GCF_000026605.1	83633	85186	+
GCF_000026605.1	286664	288217	+
GCF_000026605.1	338123	339676	+
GCF_000026605.1	480906	482459	+
GCF_009676645.1	18036	19589	+
GCF_009676645.1	82507	84060	+
GCF_009676645.1	1722289	1723842	-
GCF_009676645.1	1869892	1871445	-
GCF_009676645.1	1951561	1953114	-
GCF_009676645.1	1957689	1959242	-
GCF_009676685.2	18036	19589	+
GCF_009676685.2	82507	84060	+
GCF_009676685.2	1721800	1723353	-
GCF_009676685.2	1869403	1870956	-
GCF_009676685.2	1951071	1952624	-
GCF_009676685.2	1957199	1958752	-
GCF_009676725.1	18036	19589	+
GCF_009676725.1	89216	90769	+
GCF_009676725.1	1654934	1656487	-
GCF_009676725.1	1801887	1803440	-
GCF_009676725.1	1807829	1809382	-
GCF_009676725.1	1859129	1860682	-
GCF_015689355.1	19454	21007	+
GCF_015689355.1	89918	91471	+
GCF_015689355.1	1644482	1646035	-
GCF_015689355.1	1788094	1789647	-
GCF_015689355.1	1838060	1839613	-
GCF_015689355.1	1844172	1845725	-
GCF_015689375.1	18035	19588	+
GCF_015689375.1	83615	85163	+
GCF_015689375.1	301629	303182	+
GCF_015689375.1	307574	309127	+
GCF_015689375.1	451073	452626	+
GCF_015689375.1	1856104	1857657	-
GCF_015689395.1	18031	19579	+
GCF_015689395.1	88837	90385	+
GCF_015689395.1	1689747	1691295	-
GCF_015689395.1	1833361	1834909	-
GCF_015689395.1	1883038	1884586	-
GCF_015689395.1	1888994	1890542	-
GCF_015689415.1	18035	19588	+
GCF_015689415.1	82110	83663	+
GCF_015689415.1	303970	305523	+
GCF_015689415.1	352394	353947	+
GCF_015689415.1	358356	359909	+
GCF_015689415.1	502221	503769	+
GCF_015689435.1	18036	19584	+
GCF_015689435.1	88255	89803	+
GCF_015689435.1	1618172	1619720	-
GCF_015689435.1	1761917	1763465	-
GCF_015689435.1	1810034	1811582	-
GCF_015689435.1	1816142	1817690	-
GCF_015689455.1	18033	19581	+
GCF_015689455.1	88437	89985	+
GCF_015689455.1	232141	233689	+
GCF_015689455.1	238413	239961	+
GCF_015689455.1	287136	288684	+
GCF_015689455.1	432263	433811	+
GCF_015767555.1	18039	19587	+
GCF_015767555.1	85807	87355	+
GCF_015767555.1	1706185	1707733	-
GCF_015767555.1	1849965	1851513	-
GCF_015767555.1	1901223	1902771	-
GCF_015767555.1	1907186	1908734	-
GCF_018140535.1	19459	21012	+
GCF_018140535.1	89920	91473	+
GCF_018140535.1	1678376	1679929	-
GCF_018140535.1	1863170	1864723	-
GCF_018140535.1	1913136	1914689	-
GCF_018140535.1	1919246	1920799	-
GCF_900474805.1	18033	19581	+
GCF_900474805.1	86533	88081	+
GCF_900474805.1	1743092	1744640	-
GCF_900474805.1	1886862	1888410	-
GCF_900474805.1	1936713	1938261	-
GCF_900474805.1	1942843	1944391	-
GCF_900474875.1	18035	19588	+
GCF_900474875.1	87339	88892	+
GCF_900474875.1	1691899	1693452	-
GCF_900474875.1	1840406	1841959	-
GCF_900474875.1	1888824	1890377	-
GCF_900475125.1	18035	19583	+
GCF_900475125.1	88151	89699	+
GCF_900475125.1	1632183	1633731	-
GCF_900475125.1	1776095	1777643	-
GCF_900475125.1	1825108	1826656	-
GCF_900475125.1	1831048	1832596	-
GCF_900475295.1	18036	19589	+
GCF_900475295.1	88340	89893	+
GCF_900475295.1	1632144	1633697	-
GCF_900475295.1	1779137	1780690	-
GCF_900475295.1	1785080	1786633	-
GCF_900475295.1	1834956	1836509	-
GCF_900636805.1	173501	175054	+
GCF_900636805.1	1871049	1872602	-
GCF_900636805.1	1943093	1944646	-
GCF_900636805.1	2220812	2222365	+
GCF_900636805.1	2270465	2272018	+
GCF_900636805.1	2276408	2277961	+
GCF_018604585.1	373975	375528	-
GCF_018604585.1	443562	445115	-
GCF_018604585.1	740312	741865	+
GCF_018604585.1	746437	747990	+
GCF_018604585.1	796442	797995	+
GCF_018604585.1	973908	975461	+
GCF_018604605.1	61670	63223	+
GCF_018604605.1	67796	69349	+
GCF_018604605.1	117801	119354	+
GCF_018604605.1	295271	296824	+
