assembly_accession	start	end	orientation
GCF_000765415.1	235188	236730	+
GCF_000765415.1	2150439	2151981	-
GCF_000765415.1	2402019	2403561	-
GCF_000765415.1	2499243	2500786	-
GCF_000765415.1	2576743	2578285	+
GCF_000765415.1	2748825	2750367	+
GCF_000765415.1	2826430	2827972	+
GCF_000765415.1	2831974	2833516	+
GCF_000765415.1	2837518	2839060	+
GCF_001854425.1	253418	254960	+
GCF_001854425.1	2154079	2155621	-
GCF_001854425.1	2407942	2409484	-
GCF_001854425.1	2413408	2414950	-
GCF_001854425.1	2509319	2510861	-
GCF_001854425.1	2586809	2588351	+
GCF_001854425.1	2766954	2768496	+
GCF_001854425.1	2844791	2846333	+
GCF_001887395.1	53816	55359	+
GCF_001887395.1	151047	152589	+
GCF_001887395.1	156513	158055	+
GCF_001887395.1	162257	163799	+
GCF_001887395.1	334163	335705	+
GCF_001887395.1	411787	413329	+
GCF_001887395.1	772700	774242	+
GCF_001887395.1	2720566	2722108	-
GCF_001887395.1	2972512	2974054	-
GCF_001887415.1	3567	5108	-
GCF_001887415.1	100772	102314	-
GCF_001887415.1	195302	196844	+
GCF_001887415.1	201022	202564	+
GCF_001887415.1	358658	360200	+
GCF_001887415.1	436263	437805	+
GCF_001887415.1	441807	443349	+
GCF_001887415.1	775694	777236	+
GCF_001887415.1	2687647	2689189	-
GCF_001887415.1	2939593	2941135	-
GCF_001887415.1	2945059	2946601	-
GCF_001887435.1	53814	55357	+
GCF_001887435.1	151045	152587	+
GCF_001887435.1	322859	324401	+
GCF_001887435.1	400464	402006	+
GCF_001887435.1	406008	407550	+
GCF_001887435.1	767195	768737	+
GCF_001887435.1	2717735	2719277	-
GCF_001887435.1	2969571	2971113	-
GCF_001887455.1	53816	55359	+
GCF_001887455.1	151047	152589	+
GCF_001887455.1	322869	324411	+
GCF_001887455.1	400474	402016	+
GCF_001887455.1	406018	407560	+
GCF_001887455.1	767212	768754	+
GCF_001887455.1	2717762	2719304	-
GCF_001887455.1	2969618	2971159	-
GCF_001887455.1	2975329	2976871	-
GCF_001887475.1	2670	4212	+
GCF_001887475.1	336538	338080	+
GCF_001887475.1	2259893	2261435	-
GCF_001887475.1	2545837	2547379	-
GCF_001887475.1	2551302	2552844	-
GCF_001887475.1	2648567	2650110	-
GCF_001887475.1	2726063	2727605	+
GCF_001887475.1	2731784	2733326	+
GCF_001887475.1	2889415	2890957	+
GCF_001887475.1	2967020	2968562	+
GCF_001887495.1	1161949	1163491	-
GCF_001887495.1	1522973	1524515	-
GCF_001887495.1	1600578	1602120	-
GCF_001887495.1	1784576	1786118	-
GCF_001887495.1	1790296	1791838	-
GCF_001887495.1	1867795	1869338	+
GCF_001887495.1	1965026	1966568	+
GCF_001887495.1	1970492	1972034	+
GCF_001887495.1	2222345	2223887	+
GCF_001887515.1	72342	73885	+
GCF_001887515.1	169561	171102	+
GCF_001887515.1	175021	176563	+
GCF_001887515.1	332655	334197	+
GCF_001887515.1	410260	411802	+
GCF_001887515.1	744048	745590	+
GCF_001887515.1	2705816	2707358	-
GCF_001887515.1	2957732	2959273	-
GCF_001887615.1	88849	90392	+
GCF_001887615.1	186079	187621	+
GCF_001887615.1	191537	193079	+
GCF_001887615.1	196996	198537	+
GCF_001887615.1	371829	373372	+
GCF_001887615.1	449350	450892	+
GCF_001887615.1	782874	784416	+
GCF_001887615.1	2732884	2734426	-
GCF_001887615.1	2984803	2986345	-
GCF_001887635.1	75605	77148	+
GCF_001887635.1	172836	174378	+
GCF_001887635.1	178302	179844	+
GCF_001887635.1	430245	431787	+
GCF_001887635.1	2355992	2357534	-
GCF_001887635.1	2689861	2691403	-
GCF_001887635.1	2695405	2696947	-
GCF_001887635.1	2773010	2774552	-
GCF_001887635.1	2931906	2933448	-
GCF_001887635.1	2937593	2939133	-
GCF_001887655.1	53815	55357	+
GCF_001887655.1	151051	152593	+
GCF_001887655.1	156517	158059	+
GCF_001887655.1	328423	329965	+
GCF_001887655.1	406028	407570	+
GCF_001887655.1	411572	413114	+
GCF_001887655.1	807999	809541	+
GCF_001887655.1	2680437	2681979	-
GCF_001887655.1	2932299	2933841	-
GCF_001887655.1	2938018	2939560	-
GCF_002073335.2	1778482	1780024	-
GCF_002073335.2	2139681	2141223	-
GCF_002073335.2	2145225	2146767	-
GCF_002073335.2	2222830	2224372	-
GCF_002073335.2	2396173	2397715	-
GCF_002073335.2	2473672	2475215	+
GCF_002073335.2	2570909	2572451	+
GCF_002073335.2	2576375	2577917	+
GCF_002073335.2	2828236	2829778	+
GCF_002313025.1	46439	47981	+
GCF_002313025.1	146040	147582	+
GCF_002313025.1	151490	153032	+
GCF_002313025.1	412233	413775	+
GCF_002313025.1	2274158	2275700	-
GCF_002313025.1	2693798	2695340	-
GCF_002313025.1	2771839	2773381	-
GCF_002313025.1	2969182	2970724	-
GCF_002313025.1	2974903	2976445	-
GCF_002749635.1	53817	55359	+
GCF_002749635.1	151053	152595	+
GCF_002749635.1	322880	324422	+
GCF_002749635.1	400485	402028	+
GCF_002749635.1	761512	763054	+
GCF_002749635.1	2711303	2712845	-
GCF_002749635.1	2963166	2964708	-
GCF_002749635.1	2968887	2970430	-
GCF_003063785.1	46405	47948	+
GCF_003063785.1	143642	145184	+
GCF_003063785.1	149108	150650	+
GCF_003063785.1	400969	402511	+
GCF_003063785.1	2321174	2322716	-
GCF_003063785.1	2682374	2683916	-
GCF_003063785.1	2687918	2689460	-
GCF_003063785.1	2693462	2695004	-
GCF_003063785.1	2771067	2772609	-
GCF_003063785.1	2944410	2945952	-
GCF_003063885.1	46359	47901	+
GCF_003063885.1	143690	145232	+
GCF_003063885.1	149118	150660	+
GCF_003063885.1	404721	406263	+
GCF_003063885.1	2324646	2326188	-
GCF_003063885.1	2658088	2659630	-
GCF_003063885.1	2663535	2665077	-
GCF_003063885.1	2741422	2742964	-
GCF_003063885.1	2918615	2920157	-
GCF_003063885.1	2924298	2925840	-
GCF_003591575.1	47749	49297	+
GCF_003591575.1	145124	146672	+
GCF_003591575.1	150572	152124	+
GCF_003591575.1	421128	422680	+
GCF_003591575.1	2344108	2345656	-
GCF_003591575.1	2680009	2681561	-
GCF_003591575.1	2685536	2687088	-
GCF_003591575.1	2763667	2765215	-
GCF_003591575.1	2976529	2978081	-
GCF_003591575.1	2982235	2983783	-
GCF_003719755.1	46405	47948	+
GCF_003719755.1	143642	145184	+
GCF_003719755.1	149107	150649	+
GCF_003719755.1	400968	402510	+
GCF_003719755.1	2328634	2330176	-
GCF_003719755.1	2788925	2790467	-
GCF_003719755.1	2794469	2796011	-
GCF_003719755.1	2872074	2873616	-
GCF_003719755.1	3044155	3045697	-
GCF_004117115.1	32937	34479	+
GCF_004117115.1	218110	219652	+
GCF_004117115.1	296098	297639	+
GCF_004117115.1	301651	303193	+
GCF_004117115.1	685330	686872	+
GCF_004117115.1	2495792	2497334	-
GCF_004117115.1	2756791	2758333	-
GCF_004117115.1	2762317	2763859	-
GCF_004117115.1	2916777	2918319	-
GCF_004328575.1	183717	185259	-
GCF_004328575.1	519452	520994	-
GCF_004328575.1	524997	526539	-
GCF_004328575.1	603014	604556	-
GCF_004328575.1	777023	778565	-
GCF_004328575.1	782745	784287	-
GCF_004328575.1	860207	861749	+
GCF_004328575.1	957507	959049	+
GCF_004328575.1	962974	964516	+
GCF_004328575.1	1216111	1217653	+
GCF_008369605.1	243	1795	+
GCF_008369605.1	96179	97731	+
GCF_008369605.1	101705	103257	+
GCF_008369605.1	354827	356379	+
GCF_008369605.1	2222909	2224457	-
GCF_008369605.1	2574317	2575865	-
GCF_008369605.1	2674014	2675566	-
GCF_008369605.1	2679466	2681014	-
GCF_008369605.1	2865633	2867185	-
GCF_008369605.1	2871335	2872887	-
GCF_008369625.1	341657	343209	-
GCF_008369625.1	742719	744271	-
GCF_008369625.1	748226	749778	-
GCF_008369625.1	825942	827494	-
GCF_008369625.1	1024052	1025604	-
GCF_008369625.1	1029560	1031112	-
GCF_008369625.1	1107181	1108729	+
GCF_008369625.1	1260752	1262300	+
GCF_008369625.1	1522429	1523981	+
GCF_009762895.1	265189	266731	-
GCF_009762895.1	270635	272177	-
GCF_009762895.1	348419	349961	-
GCF_009762895.1	526884	528426	-
GCF_009762895.1	532586	534128	-
GCF_009762895.1	611475	613017	+
GCF_009762895.1	730993	732535	+
GCF_009762895.1	736501	738043	+
GCF_009762895.1	995059	996601	+
GCF_009762895.1	3027625	3029167	-
GCF_009762915.1	1744745	1746287	-
GCF_009762915.1	1999243	2000784	-
GCF_009762915.1	2004707	2006249	-
GCF_009762915.1	2101150	2102692	-
GCF_009762915.1	2178656	2180198	+
GCF_009762915.1	2184376	2185918	+
GCF_009762915.1	2356795	2358337	+
GCF_009762915.1	2362339	2363881	+
GCF_009762915.1	2440426	2441968	+
GCF_009762915.1	2772343	2773885	+
GCF_009762945.1	45983	47525	+
GCF_009762945.1	168163	169705	+
GCF_009762945.1	173707	175249	+
GCF_009762945.1	433625	435167	+
GCF_009762945.1	2393622	2395164	-
GCF_009762945.1	2751877	2753419	-
GCF_009762945.1	2757305	2758847	-
GCF_009762945.1	2835060	2836602	-
GCF_009762945.1	3013481	3015023	-
GCF_009762945.1	3019183	3020725	-
GCF_009762965.1	1093343	1094885	-
GCF_009762965.1	1349157	1350699	-
GCF_009762965.1	1354583	1356125	-
GCF_009762965.1	1450569	1452111	-
GCF_009762965.1	1532340	1533882	+
GCF_009762965.1	1538061	1539603	+
GCF_009762965.1	1682447	1683989	+
GCF_009762965.1	1772411	1773953	+
GCF_009762965.1	1777955	1779497	+
GCF_009762965.1	2140854	2142396	+
GCF_009762985.1	1626259	1627801	-
GCF_009762985.1	1960117	1961659	-
GCF_009762985.1	1965662	1967204	-
GCF_009762985.1	2043268	2044810	-
GCF_009762985.1	2200904	2202446	-
GCF_009762985.1	2206625	2208167	-
GCF_009762985.1	2284119	2285662	+
GCF_009762985.1	2381384	2382926	+
GCF_009762985.1	2386850	2388392	+
