assembly_accession	start	end	orientation
GCF_000755825.1	770224	771754	+
GCF_000755825.1	977515	979045	+
GCF_000755825.1	3246952	3248482	-
GCF_000755825.1	1047934	1049464	+
GCF_000756105.1	1692706	1694236	-
GCF_000756105.1	1902124	1903654	-
GCF_000756105.1	3502542	3504072	+
GCF_000756105.1	2073618	2075148	-
GCF_000756125.1	435728	437258	-
GCF_000756125.1	1993841	1995371	+
GCF_000756125.1	2249449	2250982	+
GCF_000756125.1	2147676	2149206	-
GCF_000756145.1	191859	193389	+
GCF_000756145.1	447466	448996	+
GCF_000756145.1	2618382	2619912	-
GCF_000756145.1	405222	406752	-
GCF_000756165.1	964077	965607	-
GCF_000756165.1	2579871	2581401	+
GCF_000756165.1	2789517	2791047	+
GCF_000756165.1	1758132	1759662	-
GCF_000757015.2	830287	831817	+
GCF_000757015.2	1035527	1037057	+
GCF_000757015.2	3256843	3258373	-
GCF_000757015.2	1292129	1293659	-
GCF_000763555.1	1294155	1295685	+
GCF_000763555.1	3634253	3635783	-
GCF_000763555.1	3879359	3880889	-
GCF_000763555.1	2321642	2323172	+
GCF_000770565.1	1739804	1741334	-
GCF_000770565.1	3343436	3344966	+
GCF_000770565.1	3552780	3554310	+
GCF_000770565.1	670912	672442	-
GCF_000953095.1	1378363	1379893	+
GCF_000953095.1	3583324	3584854	-
GCF_000953095.1	3825538	3827068	-
GCF_000953095.1	492617	494147	+
GCF_000954175.1	1324995	1326525	+
GCF_000954175.1	3524841	3526371	-
GCF_000954175.1	3744258	3745788	-
GCF_000954175.1	411703	413233	+
GCF_000959305.1	2057370	2058900	-
GCF_000959305.1	2264752	2266282	-
GCF_000959305.1	3789456	3790986	+
GCF_000959305.1	1870913	1872443	+
GCF_001277875.1	1418155	1419685	+
GCF_001277875.1	3583457	3584987	-
GCF_001277875.1	3790424	3791954	-
GCF_001277875.1	487232	488762	+
GCF_001277895.1	1418438	1419968	+
GCF_001277895.1	3583794	3585324	-
GCF_001277895.1	3790761	3792291	-
GCF_001277895.1	487228	488758	+
GCF_001277975.1	682405	683935	+
GCF_001277975.1	901591	903121	+
GCF_001277975.1	3103134	3104664	-
GCF_001277975.1	322557	324087	-
GCF_001318245.1	60304	61834	+
GCF_001318245.1	2315490	2317020	-
GCF_001318245.1	2565912	2567442	-
GCF_001318245.1	2195962	2197492	+
GCF_001885195.1	311023	312557	+
GCF_001885195.1	528960	530494	+
GCF_001885195.1	2736204	2737738	-
GCF_001885195.1	1776028	1777562	-
GCF_001887555.1	303907	305437	+
GCF_001887555.1	515059	516589	+
GCF_001887555.1	2801240	2802770	-
GCF_001887555.1	495724	497254	+
GCF_001887575.1	303841	305371	+
GCF_001887575.1	514994	516524	+
GCF_001887575.1	2801159	2802689	-
GCF_001887575.1	495724	497254	+
GCF_001974745.1	275579	277108	-
GCF_001974745.1	1848919	1850449	+
GCF_001974745.1	2051895	2053422	+
GCF_001974745.1	2334778	2336305	+
GCF_001975065.1	275609	277139	-
GCF_001975065.1	1833756	1835284	+
GCF_001975065.1	2036729	2038255	+
GCF_001975065.1	2334551	2336079	+
GCF_001975085.1	273054	274583	-
GCF_001975085.1	1870086	1871615	+
GCF_001975085.1	2089699	2091229	+
GCF_001975085.1	2304530	2306060	+
GCF_001975105.1	273033	274561	-
GCF_001975105.1	1870053	1871581	+
GCF_001975105.1	2089660	2091190	+
GCF_001975105.1	2304478	2306006	+
GCF_001975125.1	275606	277136	-
GCF_001975125.1	1846583	1848111	+
GCF_001975125.1	2067965	2069495	+
GCF_001975125.1	2450082	2451612	+
GCF_001975145.1	275608	277137	-
GCF_001975145.1	1846696	1848226	+
GCF_001975145.1	2068080	2069609	+
GCF_001975145.1	2450024	2451554	+
GCF_002110925.1	2529456	2530986	+
GCF_002110925.1	1256695	1258225	+
GCF_002110925.1	1469946	1471476	+
GCF_002110925.1	3715946	3717475	-
GCF_002110965.1	1464334	1465864	-
GCF_002110965.1	3129376	3130906	+
GCF_002110965.1	3368696	3370226	+
GCF_002110965.1	490712	492243	+
GCF_002110985.1	621180	622709	-
GCF_002110985.1	2254023	2255553	+
GCF_002110985.1	2503870	2505399	+
GCF_002110985.1	1316414	1317944	-
GCF_002111005.1	669731	671261	+
GCF_002111005.1	580801	582331	+
GCF_002111005.1	796228	797758	+
GCF_002111005.1	3004838	3006368	-
GCF_002111025.1	2050305	2051839	-
GCF_002111025.1	3681983	3683517	+
GCF_002111025.1	3931853	3933387	+
GCF_002111025.1	3183599	3185133	+
GCF_002111045.1	1636137	1637666	-
GCF_002111045.1	1846558	1848088	-
GCF_002111045.1	3477830	3479359	+
GCF_002111045.1	118321	119851	-
GCF_002111065.1	1590012	1591542	+
GCF_002111065.1	27125	28655	-
GCF_002111065.1	1639009	1640539	+
GCF_002111065.1	1857030	1858560	+
GCF_002111085.1	154982	156512	-
GCF_002111085.1	1820996	1822526	+
GCF_002111085.1	2033050	2034580	+
GCF_002111085.1	2216147	2217677	+
GCF_002111105.1	1865	3398	-
GCF_002111105.1	208401	209935	-
GCF_002111105.1	1912473	1914007	+
GCF_002111105.1	225157	226691	-
GCF_002111145.1	136252	137782	-
GCF_002111145.1	377174	378704	-
GCF_002111145.1	1955403	1956933	+
GCF_002111145.1	946983	948513	+
GCF_002111165.1	1858490	1860020	-
GCF_002111165.1	2099846	2101376	-
GCF_002111165.1	3731549	3733079	+
GCF_002111165.1	539587	541117	+
GCF_002111185.1	412600	414130	-
GCF_002111185.1	658312	659842	-
GCF_002111185.1	3638256	3639786	-
GCF_002111185.1	1273051	1274581	+
GCF_002111205.1	2106336	2107866	+
GCF_002111205.1	1345871	1347401	-
GCF_002111205.1	3049933	3051463	+
GCF_002111205.1	3256472	3258002	+
GCF_002111225.1	1711079	1712612	-
GCF_002111225.1	1918474	1920008	-
GCF_002111225.1	3511443	3512972	+
GCF_002111225.1	1537044	1538575	+
GCF_002111245.1	886635	888165	-
GCF_002111245.1	1187485	1189015	+
GCF_002111245.1	1402909	1404438	+
GCF_002111245.1	3611522	3613051	-
GCF_002111265.1	869689	871219	-
GCF_002111265.1	1119555	1121085	-
GCF_002111265.1	2751164	2752694	+
GCF_002111265.1	2822933	2824462	+
GCF_002111285.1	1737174	1738704	-
GCF_002111285.1	1997927	1999457	-
GCF_002111285.1	3541325	3542855	+
GCF_002111285.1	1160747	1162277	+
GCF_002111305.1	562661	564191	-
GCF_002111305.1	781096	782626	-
GCF_002111305.1	2472704	2474234	+
GCF_002111305.1	971548	973078	-
GCF_002111325.1	2158204	2159734	-
GCF_002111325.1	2393701	2395231	-
GCF_002111325.1	3969521	3971051	+
GCF_002111325.1	764052	765582	+
GCF_002111345.1	317932	319462	-
GCF_002111345.1	1453721	1455251	+
GCF_002111345.1	3667783	3669313	-
GCF_002111345.1	3880496	3882026	-
GCF_002111365.1	1375804	1377334	+
GCF_002111365.1	776411	777941	-
GCF_002111365.1	983249	984779	-
GCF_002111365.1	2622071	2623601	+
GCF_002111385.1	1956930	1958460	-
GCF_002111385.1	1373765	1375295	+
GCF_002111385.1	3656225	3657755	-
GCF_002111385.1	3861189	3862719	-
GCF_002843645.1	334622	336152	+
GCF_002843645.1	544277	545807	+
GCF_002843645.1	2738343	2739873	-
GCF_002843645.1	334163	335693	+
GCF_002860065.1	1640134	1641664	-
GCF_002860065.1	3234418	3235948	+
GCF_002860065.1	3488749	3490279	+
GCF_002860065.1	1415863	1417393	+
GCF_003445415.1	564417	565948	-
GCF_003445415.1	2078383	2079913	+
GCF_003445415.1	2300391	2301922	+
GCF_003445415.1	2295432	2296963	+
GCF_003546995.3	235855	237385	+
GCF_003546995.3	471061	472591	+
GCF_003546995.3	2735221	2736751	-
GCF_003546995.3	90850	92380	-
GCF_003547015.1	1331100	1332630	+
GCF_003547015.1	3572243	3573773	-
GCF_003547015.1	3846450	3847980	-
GCF_003547015.1	485687	487217	+
GCF_003547035.1	1308771	1310301	+
GCF_003547035.1	3490079	3491609	-
GCF_003547035.1	3731791	3733321	-
GCF_003547035.1	485347	486877	+
GCF_003547055.1	1335947	1337477	+
GCF_003547055.1	3538790	3540320	-
GCF_003547055.1	3759436	3760966	-
GCF_003547055.1	485408	486938	+
GCF_003606245.1	1042301	1043831	+
GCF_003606245.1	3283648	3285178	-
GCF_003606245.1	3490709	3492239	-
GCF_003606245.1	714590	716120	+
GCF_003798245.1	904955	906485	+
GCF_003798245.1	3203143	3204673	-
GCF_003798245.1	3409953	3411483	-
GCF_003798245.1	2153632	2155161	-
GCF_003798265.1	627720	629254	-
GCF_003798265.1	835024	836558	-
GCF_003798265.1	2399580	2401114	+
GCF_003798265.1	1609823	1611357	-
GCF_003798365.1	3170467	3171997	-
GCF_003798365.1	527317	528847	+
GCF_003798365.1	2767716	2769246	-
GCF_003798365.1	2992911	2994440	-
GCF_003852635.1	2004752	2006281	-
GCF_003852635.1	2212654	2214184	-
GCF_003852635.1	3774513	3776042	+
GCF_003852635.1	480300	481830	-
GCF_004323015.1	1301238	1302768	+
GCF_004323015.1	3445438	3446968	-
GCF_004323015.1	3646635	3648165	-
GCF_004323015.1	466466	467996	+
GCF_004323035.1	1298311	1299841	+
GCF_004323035.1	3442247	3443777	-
GCF_004323035.1	3643194	3644724	-
GCF_004323035.1	475770	477300	+
GCF_004348055.1	1275369	1276899	+
GCF_004348055.1	3433258	3434788	-
GCF_004348055.1	3634287	3635817	-
GCF_004348055.1	482667	484197	+
GCF_004348075.1	1254390	1255924	+
GCF_004348075.1	3428926	3430460	-
GCF_004348075.1	3629755	3631289	-
GCF_004348075.1	475166	476700	+
GCF_004367665.1	1272206	1273736	+
GCF_004367665.1	3416504	3418034	-
GCF_004367665.1	3617480	3619010	-
GCF_004367665.1	475698	477228	+
GCF_004367685.1	1291286	1292816	+
GCF_004367685.1	3448085	3449615	-
GCF_004367685.1	3649205	3650735	-
GCF_004367685.1	476614	478144	+
GCF_004367705.1	1273902	1275436	+
GCF_004367705.1	3430059	3431593	-
GCF_004367705.1	3631336	3632870	-
GCF_004367705.1	475079	476613	+
GCF_004367725.1	1273198	1274732	+
GCF_004367725.1	3417407	3418941	-
GCF_004367725.1	3618396	3619930	-
