assembly_accession	start	end	orientation
GCF_000730425.1	3188625	3190161	-
GCF_000730425.1	3996516	3998052	+
GCF_000730425.1	4704540	4706076	+
GCF_000730425.1	4916438	4917974	+
GCF_000730425.1	5114745	5116281	+
GCF_000730425.1	6059406	6060942	+
GCF_001307155.1	1353661	1355197	-
GCF_001307155.1	1565774	1567310	-
GCF_001307155.1	2428154	2429690	+
GCF_001307155.1	3219326	3220861	+
GCF_001307155.1	4260350	4261886	+
GCF_001307155.1	6389940	6391476	-
GCF_001307275.1	1778915	1780451	-
GCF_001307275.1	2470378	2471914	-
GCF_001307275.1	3299156	3300692	+
GCF_001307275.1	3662093	3663629	+
GCF_001307275.1	4670688	4672224	+
GCF_001623525.1	4040401	4041937	-
GCF_001623525.1	4713457	4714993	-
GCF_001623525.1	5594483	5596018	+
GCF_001623525.1	5969801	5971337	+
GCF_001623525.1	6903444	6904980	+
GCF_001747385.1	1078806	1080342	+
GCF_001747385.1	3429066	3430602	-
GCF_001747385.1	3914382	3915918	-
GCF_001747385.1	4266184	4267720	-
GCF_001747385.1	5007497	5009033	+
GCF_001747385.1	5683082	5684618	+
GCF_002865505.1	224325	225861	+
GCF_002865505.1	891022	892558	+
GCF_002865505.1	4564190	4565726	-
GCF_002865505.1	5594967	5596503	-
GCF_002865505.1	5981062	5982598	-
GCF_003055645.1	120338	121874	+
GCF_003055645.1	815165	816701	+
GCF_003055645.1	2597081	2598617	+
GCF_003055645.1	4217194	4218730	-
GCF_003055645.1	5194691	5196227	-
GCF_003055645.1	5532168	5533704	-
GCF_003352875.1	680101	681637	+
GCF_003410335.1	3501968	3503504	-
GCF_003410335.1	4488516	4490052	-
GCF_003410335.1	4864471	4866007	-
GCF_003410335.1	5722192	5723728	+
GCF_003410335.1	6383687	6385223	+
GCF_003612935.1	121792	123328	+
GCF_003612935.1	768123	769659	+
GCF_003612935.1	2121199	2122735	+
GCF_003612935.1	5771852	5773388	-
GCF_003612935.1	6146684	6148220	-
GCF_003626995.1	117641	119177	+
GCF_003626995.1	730160	731696	+
GCF_003626995.1	907567	909103	+
GCF_003626995.1	2178163	2179699	+
GCF_003626995.1	5387287	5388823	-
GCF_004683905.1	119970	121506	+
GCF_004683905.1	806577	808113	+
GCF_004683905.1	2729981	2731517	+
GCF_004683905.1	4123085	4124621	-
GCF_004683905.1	5114274	5115810	-
GCF_004683905.1	5453687	5455223	-
GCF_010448615.1	352877	354413	+
GCF_010448615.1	1042541	1044077	+
GCF_010448615.1	2850399	2851935	+
GCF_010448615.1	4673972	4675508	-
GCF_010448615.1	5632834	5634370	-
GCF_010448615.1	5971609	5973145	-
GCF_010668965.1	2419496	2421032	-
GCF_010668965.1	3074030	3075565	-
GCF_010668965.1	3929967	3931503	+
GCF_010668965.1	4292230	4293766	+
