assembly_accession	start	end	orientation
GCF_000599625.1	470605	472146	+
GCF_000599625.1	1160856	1162397	+
GCF_000599625.1	3681278	3682819	-
GCF_000599625.1	4480396	4481937	-
GCF_000599625.1	4612115	4613656	-
GCF_000599625.1	4709729	4711272	-
GCF_000599625.1	4715030	4716571	+
GCF_000599625.1	4730510	4732051	+
GCF_000599645.1	121180	122721	-
GCF_000599645.1	155675	157218	+
GCF_000599645.1	559495	561036	+
GCF_000599645.1	565486	567027	+
GCF_000599645.1	1252395	1253936	+
GCF_000599645.1	4545473	4547014	-
GCF_000599645.1	4586928	4588469	-
GCF_000599645.1	4718647	4720188	-
GCF_000599645.1	4812088	4813635	-
GCF_000599645.1	4816103	4817644	-
GCF_000599665.1	143935	145476	+
GCF_000599665.1	184256	185797	+
GCF_000599665.1	851841	853382	+
GCF_000599665.1	3581452	3582995	-
GCF_000599665.1	4318488	4320029	-
GCF_000599665.1	4857982	4859523	+
GCF_000599665.1	4954003	4955544	+
GCF_000599665.1	5027822	5029363	+
GCF_000599685.1	145800	147347	+
GCF_000599685.1	187199	188740	+
GCF_000599685.1	859383	860924	+
GCF_000599685.1	3575224	3576765	-
GCF_000599685.1	4311321	4312862	-
GCF_000599685.1	4851042	4852583	+
GCF_000599685.1	4947062	4948603	+
GCF_000599685.1	4986914	4988454	-
GCF_000599705.1	148	1706	+
GCF_000599705.1	149239	150778	+
GCF_000599705.1	192375	193916	+
GCF_000599705.1	858965	860507	+
GCF_000599705.1	3516165	3517696	-
GCF_000599705.1	4241575	4243107	-
GCF_000599705.1	4245744	4247285	-
GCF_000599705.1	4794943	4796484	+
GCF_000599705.1	4898201	4899742	+
GCF_000599705.1	5062900	5064441	-
GCF_000784925.1	231638	233179	+
GCF_000784925.1	3053382	3054923	-
GCF_000784925.1	3891535	3893076	-
GCF_000784925.1	4459984	4461525	+
GCF_000784925.1	4570758	4572299	+
GCF_000784925.1	4719740	4721281	+
GCF_000784925.1	4759918	4761459	+
GCF_000801165.1	63197	64738	+
GCF_000801165.1	155048	156589	+
GCF_000801165.1	290085	291626	+
GCF_000801165.1	331554	333095	+
GCF_000801165.1	991634	993175	+
GCF_000801165.1	3658315	3659856	-
GCF_000801165.1	4378695	4380236	-
GCF_000801185.2	63195	64736	+
GCF_000801185.2	160523	162064	+
GCF_000801185.2	297571	299112	+
GCF_000801185.2	338032	339573	+
GCF_000801185.2	1006811	1008352	+
GCF_000801185.2	3625865	3627406	-
GCF_000801185.2	4439206	4440747	-
GCF_000814145.2	228040	229581	+
GCF_000814145.2	2805577	2807118	-
GCF_000814145.2	3467622	3469163	-
