assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000599625.1	NZ_CP007390.1	500	2333160	0.0338821297236716	-0.0243804829040091	-0.5990340374744069	7902.953752232799	4807977
GCF_000599645.1	NZ_CP007391.1	500	2433820	0.0327695482238848	-0.0256960531176766	-0.5990340374744051	7973.28659211859	4875682
GCF_000599665.1	NZ_CP007392.1	4842600	2364860	0.0327472724075196	-0.0356948029380212	-1143.5486977300775	7702.114852558999	5054509
GCF_000599685.1	NZ_CP007393.1	4835660	2358000	0.0314735655606073	-0.035771009849738	-1151.4106997413626	7712.848773812891	4998910
GCF_000599705.1	NZ_CP007394.1	4779560	2309530	0.0313312049832173	-0.0350224012275438	-860.4804675205366	7791.577150010414	5090442
GCF_000784925.1	NZ_CP009859.1	4444150	1716450	0.0328325022457299	-0.035415455396449	-3829.675083838837	5830.602695823766	5310511
GCF_000801165.1	NZ_CP009104.1	47330	2419810	0.0381824301975288	-0.0346415760346435	-170.86171685884966	8887.855683820808	4827630
GCF_000801185.2	NZ_CP009106.2	4884040	2361890	0.0338200900660561	-0.0348278680054259	-795.0891254212451	7989.025541322569	4884464
GCF_000814145.2	NZ_CP010371.1	3972730	1575500	0.0331624716172061	-0.0352042202515012	-3097.1415350998086	5342.132051332715	4761012
GCF_000819645.1	NZ_CP010315.1	4236950	1662750	0.0334019771773701	-0.0368528061926015	-3560.1263936706696	5926.547841392033	5017219
GCF_000830035.1	NZ_CP010585.1	3815200	1507990	0.0319367689145153	-0.0328732098833675	-2535.278718911026	5050.827253252802	4557511
GCF_000833145.1	NZ_CP010816.1	3783940	1477200	0.031591599334741	-0.0328854903694093	-2695.081241353931	4890.7647611408	4528118
GCF_000833635.2	NZ_CP011124.1	946830	3321600	0.0330467763813067	-0.0324718014598355	-3235.0268345725667	4612.830831294642	4502758
GCF_000931565.1	NZ_CP010876.1	4202190	1683900	0.0342814503718772	-0.0345162559701956	-2760.570270395662	5931.632420185474	5010884
GCF_000952955.1	NZ_LM995446.1	3869240	1506280	0.0322587814184684	-0.0332492017615079	-2920.9235371135783	4944.964592349526	4585620
GCF_000953515.1	NZ_LM993812.1	3654170	1522430	0.0316328199529011	-0.0337664901668926	-2187.75132439882	5010.392696394259	4584860
GCF_000967155.2	NZ_HF572917.1	4502920	1764910	0.0349206035880248	-0.0358255279517101	-3113.3447875012635	6697.270172161228	5277676
GCF_000971615.1	NZ_CP011018.1	3316900	909610	0.0329992823111047	-0.0371948788740006	-5921.891194537285	3034.289656080128	4885378
GCF_000987875.1	NZ_CP007594.1	4348140	1671180	0.035756030457792	-0.0346998729747016	-3289.612340966982	5999.41732974366	5153435
GCF_000988355.1	NZ_CP011320.1	3923210	1550490	0.0320822680986846	-0.032954526741283	-2717.447004292488	5101.743614489228	4633461
GCF_000988385.1	NZ_CP011321.1	3906170	1549870	0.0313886067581711	-0.0324362664785017	-2632.7218928113234	5019.470361275322	4610881
GCF_000988425.1	NZ_CP011322.1	3906190	1544950	0.0312140149769998	-0.0324086544785866	-2632.9779123007725	5019.491517842141	4605135
GCF_000988465.1	NZ_CP011324.1	3906170	1549870	0.031105445452249	-0.0324373041526337	-2632.782920627066	5019.653840615289	4605301
GCF_001007915.1	NZ_CP011416.1	2151670	4553530	0.0341099349301474	-0.0389246571526454	-8271.297885211196	-0.1959459459459458	4947515
GCF_001021595.1	NZ_CP007275.1	3266030	712360	0.0373580221503091	-0.0372378913092647	-6452.662438535057	3057.987848751138	5002781
GCF_001039415.1	NZ_CP011938.1	3793830	1507460	0.0321179233355858	-0.0327822131802183	-2441.5447005247183	5053.704611430559	4501450
GCF_001043215.1	NZ_CP011495.1	502310	2804610	0.0330538651903545	-0.0329630071470071	-1592.0639566960997	6017.931575903026	4678046
GCF_001183645.1	NZ_CP012125.1	3905080	1534650	0.0320456543684383	-0.0332211153596832	-2907.4034147035813	4967.435670990189	4614223
GCF_001183665.1	NZ_CP012126.1	3903180	1534650	0.0320430014495547	-0.0331303008532519	-2878.901010826182	4968.1204303262575	4612363
GCF_001183685.1	NZ_CP012127.1	3900370	1532040	0.0319613208603139	-0.0331418235694533	-2908.388684210419	4940.697099674732	4609522
GCF_001276585.2	NZ_CP011113.2	3882690	1513570	0.0321502629173137	-0.0331586170744602	-2895.099179669619	4960.583340080162	4587291
GCF_001280325.1	NZ_CP012635.1	5005380	2447710	0.0360426270373104	-0.0363145831715615	-475.8171908708616	8812.261326616255	5048243
GCF_001280345.1	NZ_CP012625.1	5101230	2576310	0.0358510019890903	-0.037074090583421	-127.73010801481608	9233.193949352262	5142799
GCF_001280385.1	NZ_CP012633.1	640	2501140	0.0355410831289302	-0.0316039703233843	-0.2681462261596845	8886.796313532848	4910962
GCF_001280405.1	NZ_CP012631.1	560	2474570	0.0353785722620416	-0.0310007702140579	-0.2681462261596827	8752.465287460767	5059732
GCF_001308125.1	NZ_CP012869.1	715680	3089190	0.0329577602876929	-0.0323111936935481	-2232.114327628781	5590.4534296042	4641684
GCF_001308165.1	NZ_CP012870.1	715680	3089190	0.0329586120485934	-0.0323122719835035	-2232.114327628781	5590.655595905679	4641689
GCF_001420935.1	NZ_CP013029.1	4843090	2180090	0.0372401906780626	-0.0411749401316027	-2628.707032267367	8336.19359194888	5202850
GCF_001420955.1	NZ_CP013025.1	2192220	4891310	0.0366603245656723	-0.0359835461586321	-7529.801891598678	2365.155703214313	5155368
GCF_001442495.1	NZ_CP013112.1	3602720	1082490	0.0325697289392867	-0.0347603800218943	-5301.921546432383	3458.5185552086145	4863501
GCF_001455405.1	NZ_CP013048.1	298900	2669670	0.0328180639759336	-0.0309518817391866	-985.410350092752	6796.531223374838	4689408
GCF_001469815.1	NZ_CP013658.1	3331520	729240	0.0337170358502514	-0.0361605944186334	-6673.330816493637	2736.676699049424	5106662
GCF_001485455.1	NZ_CP008697.1	5054990	2408440	0.0325677805840699	-0.0366131211565828	-1840.8476200316056	7861.340237935732	5056598
GCF_001513615.1	NZ_CP013831.1	4252450	1761800	0.0332191931650186	-0.0354170093862815	-2656.9822503086925	6165.511369997496	5073822
GCF_001513635.1	NZ_CP013835.1	4274580	1684500	0.0340703922235504	-0.0365687248125613	-3451.5087608743675	6020.087717224945	5128614
GCF_001515725.1	NZ_CP007491.1	4025960	1623750	0.0326908542387844	-0.0354675521485431	-3285.002486345472	5235.0607728825335	4879931
GCF_001542545.1	NZ_CM003707.1	4194540	1655450	0.0341214787890485	-0.0344743473769333	-2960.7629264549028	5794.091898947581	5019692
GCF_001563715.2	NZ_CP014092.2	3058570	255590	0.0412603657725585	-0.0331829155252403	-8059.728067925046	1284.2584427427437	5364051
GCF_001566615.1	NZ_CP014495.1	4242760	1693260	0.0352970031311979	-0.0354492788235264	-2836.563406880164	6201.242835610805	5061821
GCF_001566635.1	NZ_CP014488.1	4115580	1499400	0.0338914294547162	-0.0361322974835719	-4196.1284571309925	5256.735147773648	4897758
GCF_001566675.1	NZ_CP014497.1	4226820	1735460	0.0341853272483968	-0.035431788284769	-2514.561272683396	6312.781120096426	5046610
GCF_001577325.1	NZ_CP014522.1	4249060	1623120	0.0330528020089495	-0.0361406523568507	-3985.9705205518935	5504.362728457671	5033359
GCF_001612495.1	NZ_CP015023.1	2804020	161910	0.0417792673920152	-0.0404906081802501	-9583.22181370756	1270.4426518785417	5506801
GCF_001617565.1	NZ_CP015138.1	1821340	4162230	0.0369448004697827	-0.0338680725722371	-5786.642449796568	2861.7373245872072	5009900
GCF_001618325.1	NZ_CP015069.1	2837930	328710	0.0331383072630646	-0.0337211586744247	-7277.59877771294	1183.7964673728363	4856574
GCF_001618345.2	NZ_CP015074.2	568650	3146130	0.0351811225839048	-0.0346537662903608	-1917.990262998553	7149.880054481572	4977366
GCF_001618365.1	NZ_CP015076.1	3690640	1141940	0.0337276121536474	-0.034983859712701	-4868.407262081226	4047.939706339377	5007393
GCF_001644725.1	NZ_CP015240.1	2035060	4350600	0.0356083139268366	-0.0368601226845868	-7326.32106165884	918.9304511346012	4863599
GCF_001644745.1	NZ_CP015241.1	2164970	4839200	0.037900472027957	-0.0411575861418183	-8599.76941554957	1535.6986994312904	5428937
GCF_001645235.2	NZ_CP024479.1	3194050	611280	0.0366907260480966	-0.0393113374043496	-7398.403166190461	2754.823161015186	5336099
GCF_001660585.1	NZ_CP016007.1	2528130	5008540	0.0369241625076209	-0.0355857401898465	-9035.701160343926	126.50881019202568	5026105
GCF_001663075.1	NZ_CP016018.1	450	2328710	0.0333289640227621	-0.0308157430665668	-0.5707194967460023	7759.288827364594	4595577
GCF_001663475.1	NZ_CP015159.1	673390	3130000	0.0346251757458022	-0.0325158228643394	-2267.462829633338	6238.607253270785	5012253
GCF_001675145.1	NZ_CP014667.1	4225920	1564920	0.0304584378396392	-0.0371079155180731	-4508.280911589265	5366.14628584584	5116831
GCF_001677475.2	NZ_CP015229.1	4738320	2001750	0.038221041674792	-0.0371607487778934	-2456.6033028574025	7725.287634979818	5498453
GCF_001677495.1	NZ_CP015228.1	4534990	1885280	0.0368753553662793	-0.03959263002333	-3310.315206790124	7180.591624872949	5286558
GCF_001677515.1	NZ_CP013662.1	4443290	1755650	0.0359562486245741	-0.0385147635255699	-3627.910876821472	6723.483021110512	5213998
GCF_001678925.1	NZ_CP013031.1	4718350	2282030	0.031148692793405	-0.0343487435442166	-1236.167322196554	7132.311293342895	4731493
GCF_001678965.1	NZ_CP013663.1	4484290	1850230	0.0381325139978358	-0.0372272511687259	-2401.374210216013	7404.547900347953	5233459
GCF_001679985.1	NZ_CP015912.1	2880980	381160	0.0360505399747682	-0.0344275335431319	-7025.188088357193	1581.0815013780093	5005730
GCF_001682305.2	NZ_CP016182.2	360310	2716790	0.033555555271581	-0.0317110967253732	-1310.4802955283683	6596.823351400691	4617703
GCF_001683435.1	NZ_CP016358.1	2627570	1210	0.0298947625053307	-0.0367230622314802	-9629.883565097824	14.93043955528202	5154641
GCF_001693315.1	NZ_CP016497.1	3758580	1233940	0.0380116738325375	-0.0343364551342679	-3658.9851130771112	5009.750592828124	5178720
GCF_001693635.1	NZ_CP016546.1	2367370	5047200	0.0350161875715855	-0.033135120936748	-7635.940745889173	1747.812405341568	5134536
GCF_001705405.1	NZ_CP015855.1	1062150	3794070	0.0395273246937298	-0.0376542276547335	-3813.7381945615234	6986.234517662695	5351654
GCF_001721125.1	NZ_CP012693.1	500	2986460	0.0403380678655763	-0.0348749188601755	-0.5994739265506829	12044.192004003491	5704396
GCF_001721225.1	NZ_CP014583.1	2875840	217030	0.0366685470923786	-0.0356990947969967	-8581.85648602264	909.8604309708926	5193734
GCF_001721525.1	NZ_CP015834.1	4316140	1658760	0.033572891518813	-0.0354361858288176	-3564.704758680015	5853.957551687962	5176750
GCF_001723505.1	NZ_CP017100.1	3866510	1498350	0.0322306457570126	-0.0332072243330244	-2967.284014246928	4896.726254807709	4583637
GCF_001735705.1	NZ_CP016404.1	4667770	2239430	0.0332776458921207	-0.0335098776880898	-682.1799069437872	7458.41465210237	4668621
GCF_001750845.1	NZ_CP013190.1	430	2442440	0.0328130623484195	-0.0285717447018011	-0.4877030232844568	8021.956062372921	4830073
GCF_001806265.1	NZ_CP017249.1	630	2707270	0.0422571857411757	-0.035846113128815	-0.951961235382159	11436.585817973351	5467107
GCF_001806285.1	NZ_CP017251.1	850	2702040	0.0423086066505412	-0.0357418402349968	-0.1065703460710045	11437.136698460678	5466770
GCF_001860505.1	NZ_CP013483.1	374800	2825260	0.0332531276536012	-0.0337769959562206	-1320.383464116246	6828.166561733283	4839266
GCF_001865295.1	NZ_CP017669.1	443040	3256900	0.0434388470571709	-0.0383938208031767	-1628.1617416927772	10603.328830262444	5525846
GCF_001886535.1	NZ_CP018103.1	4102100	1655330	0.0339442867391212	-0.0328878510645566	-2261.66393595573	5785.251267587816	4794148
GCF_001886555.1	NZ_CP018115.1	4105340	1655330	0.0339362383974238	-0.0328394604483701	-2260.4576817643992	5785.251267587816	4798436
GCF_001886575.1	NZ_CP018121.1	4102100	1655330	0.0339442867391212	-0.0328870359726564	-2261.4645017148578	5785.251267587816	4794148
GCF_001886755.1	NZ_CP018109.1	4104370	1655330	0.0339440875582587	-0.0328640078976149	-2263.2881209713923	5785.251267587816	4796421
GCF_001886895.1	NZ_CP013185.1	380	2633630	0.0367264200287815	-0.0320826243922343	-0.4877030232844565	9670.504931469024	5189944
GCF_001886935.1	NZ_CP016628.1	4819700	2454110	0.0341855721752554	-0.0372789065433171	-438.8921458916488	8379.778864323454	4867152
