assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000438605.1	PRJNA224116	SAMN02203127			na		1639	1639	Listeria monocytogenes	strain=C1-387	BL0044	latest	Complete Genome	Major	Full	2013/07/16	ASM43860v1	University of California at Davis	GCA_000438605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/605/GCF_000438605.1_ASM43860v1	./data/refseq/bacteria/GCF_000438605.1/GCF_000438605.1_ASM43860v1_assembly_stats.txt
GCF_000438625.1	PRJNA224116	SAMN02203122			na		1639	1639	Listeria monocytogenes	strain=J2-064	BL0117	latest	Complete Genome	Major	Full	2013/07/16	ASM43862v1	University of California at Davis	GCA_000438625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/625/GCF_000438625.1_ASM43862v1	./data/refseq/bacteria/GCF_000438625.1/GCF_000438625.1_ASM43862v1_assembly_stats.txt
GCF_000438645.1	PRJNA224116	SAMN02203124			na		1639	1639	Listeria monocytogenes	strain=J2-031	BL0125	latest	Complete Genome	Major	Full	2013/07/16	ASM43864v1	University of California at Davis	GCA_000438645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/645/GCF_000438645.1_ASM43864v1	./data/refseq/bacteria/GCF_000438645.1/GCF_000438645.1_ASM43864v1_assembly_stats.txt
GCF_000438685.2	PRJNA224116	SAMN02203128			na		1639	1639	Listeria monocytogenes	strain=N1-011A	BL0003	latest	Complete Genome	Major	Full	2013/08/08	ASM43868v2	University of California at Davis	GCA_000438685.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/685/GCF_000438685.2_ASM43868v2	./data/refseq/bacteria/GCF_000438685.2/GCF_000438685.2_ASM43868v2_assembly_stats.txt
GCF_000438705.2	PRJNA224116	SAMN02203125			na		1639	1639	Listeria monocytogenes	strain=J1776		latest	Complete Genome	Major	Full	2013/08/08	ASM43870v2	University of California at Davis	GCA_000438705.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/705/GCF_000438705.2_ASM43870v2	./data/refseq/bacteria/GCF_000438705.2/GCF_000438705.2_ASM43870v2_assembly_stats.txt
GCF_000438725.2	PRJNA224116	SAMN02203129			na		1639	1639	Listeria monocytogenes	strain=J1817		latest	Complete Genome	Major	Full	2013/08/08	ASM43872v2	University of California at Davis	GCA_000438725.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/725/GCF_000438725.2_ASM43872v2	./data/refseq/bacteria/GCF_000438725.2/GCF_000438725.2_ASM43872v2_assembly_stats.txt
GCF_000600015.1	PRJNA224116	SAMN02689320			na		1639	1639	Listeria monocytogenes	strain=NE	dc0214	latest	Complete Genome	Major	Full	2014/03/25	ASM60001v1	Department of Forensic Sciences	GCA_000600015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/015/GCF_000600015.1_ASM60001v1	./data/refseq/bacteria/GCF_000600015.1/GCF_000600015.1_ASM60001v1_assembly_stats.txt
GCF_000681515.1	PRJNA224116	SAMN02318985			na		1639	1639	Listeria monocytogenes	strain=CFSAN006122		latest	Complete Genome	Major	Full	2014/05/06	ASM68151v1	FDA/CFSAN	GCA_000681515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/681/515/GCF_000681515.1_ASM68151v1	./data/refseq/bacteria/GCF_000681515.1/GCF_000681515.1_ASM68151v1_assembly_stats.txt
GCF_000746625.1	PRJNA224116	SAMN03003922			na		1639	1639	Listeria monocytogenes	strain=Lm60		latest	Complete Genome	Major	Full	2014/08/29	ASM74662v1	University of Zurich, Vetsuisse Faculty	GCA_000746625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/625/GCF_000746625.1_ASM74662v1	./data/refseq/bacteria/GCF_000746625.1/GCF_000746625.1_ASM74662v1_assembly_stats.txt
GCF_000800335.1	PRJNA224116	SAMN03177401			na		1639	1639	Listeria monocytogenes	strain=NTSN		latest	Complete Genome	Major	Full	2014/12/09	ASM80033v1	Yangzhou University	GCA_000800335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/335/GCF_000800335.1_ASM80033v1	./data/refseq/bacteria/GCF_000800335.1/GCF_000800335.1_ASM80033v1_assembly_stats.txt
