assembly_accession	start	end	orientation
GCF_000746665.1	25294	26836	+
GCF_000746665.1	173904	175446	+
GCF_000746665.1	700096	701638	+
GCF_000746665.1	2865939	2867481	-
GCF_000746665.1	2975993	2977535	-
GCF_000746665.1	3196109	3197651	-
GCF_000746665.1	3239227	3240769	-
GCF_000746665.1	297527	299069	+
GCF_001433435.1	25235	26777	+
GCF_001433435.1	65543	67085	+
GCF_001433435.1	282276	283818	+
GCF_001433435.1	287692	289234	+
GCF_001433435.1	373412	374954	+
GCF_001433435.1	2552357	2553899	-
GCF_001433435.1	3052822	3054364	-
GCF_001433435.1	3058386	3059928	-
GCF_001433435.1	3165613	3167155	-
GCF_001433435.1	330763	332305	+
GCF_001558515.2	177193	178735	-
GCF_001558515.2	158374	159916	+
GCF_001558515.2	2371814	2373356	-
GCF_001558515.2	2460525	2462067	-
GCF_001558515.2	2465943	2467485	-
GCF_001558515.2	2683797	2685339	-
GCF_001558515.2	2689216	2690758	-
GCF_001558515.2	2798438	2799980	-
GCF_001558515.2	2880804	2882346	+
GCF_001558515.2	2921556	2923098	+
GCF_001558515.2	2927022	2928564	+
GCF_001653775.1	25235	26777	+
GCF_001653775.1	65549	67091	+
GCF_001653775.1	71021	72563	+
GCF_001653775.1	571478	573020	+
GCF_001653775.1	2756611	2758153	-
GCF_001653775.1	2842331	2843873	-
GCF_001653775.1	2847749	2849291	-
GCF_001653775.1	3064482	3066024	-
GCF_001653775.1	3070048	3071590	-
GCF_001653775.1	3177275	3178817	-
GCF_001653775.1	330574	332116	+
GCF_001675245.1	25211	26753	+
GCF_001675245.1	134825	136367	+
GCF_001675245.1	140243	141785	+
GCF_001675245.1	359121	360663	+
GCF_001675245.1	364540	366082	+
GCF_001675245.1	452730	454272	+
GCF_001675245.1	2694003	2695545	-
GCF_001675245.1	3150003	3151545	-
GCF_001675245.1	3155504	3157046	-
GCF_001675245.1	3196270	3197812	-
GCF_001675245.1	311166	312708	+
GCF_002204915.1	25182	26724	+
GCF_002204915.1	65303	66845	+
GCF_002204915.1	70738	72280	+
GCF_002204915.1	540731	542273	+
GCF_002204915.1	2720756	2722298	-
GCF_002204915.1	2809198	2810740	-
GCF_002204915.1	2814632	2816174	-
GCF_002204915.1	3032745	3034287	-
GCF_002204915.1	3038317	3039859	-
GCF_002204915.1	3167817	3169359	-
GCF_002204915.1	324125	325667	+
GCF_002215135.1	32775	34317	+
GCF_002215135.1	160199	161741	+
GCF_002215135.1	388676	390218	+
GCF_002215135.1	394347	395889	+
GCF_002215135.1	508228	509770	+
GCF_002215135.1	2718392	2719934	-
GCF_002215135.1	3300858	3302399	-
GCF_002215135.1	3343772	3345314	-
GCF_002215135.1	286193	287735	+
GCF_002850455.1	3652	5194	-
GCF_002850455.1	9070	10612	-
GCF_002850455.1	228129	229671	-
GCF_002850455.1	233632	235174	-
GCF_002850455.1	274379	275921	-
GCF_002850455.1	356776	358318	+
GCF_002850455.1	466112	467654	+
GCF_002850455.1	471530	473072	+
GCF_002850455.1	969059	970601	+
GCF_002850455.1	3203896	3205438	-
GCF_002850455.1	3301721	3303263	-
GCF_002850455.1	1458851	1460393	-
GCF_002863725.1	25243	26785	+
GCF_002863725.1	65377	66919	+
