assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000783575.2	PRJNA224116	SAMN02934536			na		584	584	Proteus mirabilis	strain=FDAARGOS_81		latest	Complete Genome	Major	Full	2018/01/29	ASM78357v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_000783575.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/575/GCF_000783575.2_ASM78357v2	./data/refseq/bacteria/GCF_000783575.2/GCF_000783575.2_ASM78357v2_assembly_stats.txt
GCF_000783595.2	PRJNA224116	SAMN02934535			na		584	584	Proteus mirabilis	strain=FDAARGOS_80		latest	Complete Genome	Major	Full	2018/01/30	ASM78359v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_000783595.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/595/GCF_000783595.2_ASM78359v2	./data/refseq/bacteria/GCF_000783595.2/GCF_000783595.2_ASM78359v2_assembly_stats.txt
GCF_000783875.2	PRJNA224116	SAMN02934516			na		584	584	Proteus mirabilis	strain=FDAARGOS_67		latest	Complete Genome	Major	Full	2018/02/13	ASM78387v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_000783875.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/875/GCF_000783875.2_ASM78387v2	./data/refseq/bacteria/GCF_000783875.2/GCF_000783875.2_ASM78387v2_assembly_stats.txt
GCF_000784015.2	PRJNA224116	SAMN02934509			na		584	584	Proteus mirabilis	strain=FDAARGOS_60		latest	Complete Genome	Major	Full	2018/01/29	ASM78401v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_000784015.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/015/GCF_000784015.2_ASM78401v2	./data/refseq/bacteria/GCF_000784015.2/GCF_000784015.2_ASM78401v2_assembly_stats.txt
GCF_001281565.1	PRJNA224116	SAMN03968923			na		584	584	Proteus mirabilis	strain=CYPV1		latest	Complete Genome	Major	Full	2015/09/15	ASM128156v1	Consortium of Clinical Bacterial Genomics	GCA_001281565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/565/GCF_001281565.1_ASM128156v1	./data/refseq/bacteria/GCF_001281565.1/GCF_001281565.1_ASM128156v1_assembly_stats.txt
GCF_001640985.1	PRJNA224116	SAMN04849770			na		584	584	Proteus mirabilis	strain=AOUC-001		latest	Complete Genome	Major	Full	2016/05/09	ASM164098v1	University of Siena	GCA_001640985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/985/GCF_001640985.1_ASM164098v1	./data/refseq/bacteria/GCF_001640985.1/GCF_001640985.1_ASM164098v1_assembly_stats.txt
GCF_002055685.1	PRJNA224116	SAMN04014900			na		584	584	Proteus mirabilis	strain=AR_0059		latest	Complete Genome	Major	Full	2017/03/21	ASM205568v1	Centers for Disease Control and Prevention	GCA_002055685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/055/685/GCF_002055685.1_ASM205568v1	./data/refseq/bacteria/GCF_002055685.1/GCF_002055685.1_ASM205568v1_assembly_stats.txt
GCF_002180115.1	PRJNA224116	SAMN04015000			na		584	584	Proteus mirabilis	strain=AR_0159		latest	Complete Genome	Major	Full	2017/06/08	ASM218011v1	Centers for Disease Control and Prevention	GCA_002180115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/115/GCF_002180115.1_ASM218011v1	./data/refseq/bacteria/GCF_002180115.1/GCF_002180115.1_ASM218011v1_assembly_stats.txt
GCF_002180235.1	PRJNA224116	SAMN04014996			na		584	584	Proteus mirabilis	strain=AR_0155		latest	Complete Genome	Major	Full	2017/06/08	ASM218023v1	Centers for Disease Control and Prevention	GCA_002180235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/235/GCF_002180235.1_ASM218023v1	./data/refseq/bacteria/GCF_002180235.1/GCF_002180235.1_ASM218023v1_assembly_stats.txt
GCF_002310875.1	PRJNA224116	SAMN05715221			na		584	584	Proteus mirabilis	strain=T21		latest	Complete Genome	Major	Full	2017/09/18	ASM231087v1	Zhejiang University	GCA_002310875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/875/GCF_002310875.1_ASM231087v1	./data/refseq/bacteria/GCF_002310875.1/GCF_002310875.1_ASM231087v1_assembly_stats.txt
