assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000783575.2	NZ_CP026062.1	650	2012410	0.062994127959819	-0.0516747751492899	-1.7176934567604087	12671.623441425398	4077315
GCF_000783595.2	NZ_CP026059.1	3748240	1745960	0.0595104025128317	-0.0638644933318727	-2315.389643652038	10472.539486100502	3973559
GCF_000783875.2	NZ_CP026051.1	2338820	387540	0.0594293367472259	-0.0653494393458704	-10475.76291106204	2275.993304064669	3955473
GCF_000784015.2	NZ_CP026044.1	3805250	1760550	0.0651286724793192	-0.0606429011149766	-888.370806190152	11511.299910859792	4105573
GCF_001281565.1	NZ_CP012675.1	3709060	1816990	0.0588465485735134	-0.0625530997754188	-1012.8473301065642	10822.960809108352	3794983
GCF_001640985.1	NZ_CP015347.1	4143770	1984580	0.0595399222970732	-0.0613096967179679	-1051.7669036744526	12186.17857843746	4272433
GCF_002055685.1	NZ_CP020052.1	1326580	3375900	0.065213668567377	-0.0579976692382832	-7889.744751623094	5474.631247148295	4191021
GCF_002180115.1	NZ_CP021550.1	2517970	423490	0.0628845359897678	-0.0605458874289302	-10454.923493763035	2226.303182414792	4055152
GCF_002180235.1	NZ_CP021694.1	458660	2614340	0.0654452762266372	-0.0629597212684385	-2900.834177592877	11207.081686011905	4372742
GCF_002310875.1	NZ_CP017082.1	1223180	3325000	0.0623388020025249	-0.0604612184407535	-7316.198995161363	5786.300764719239	4090879
GCF_002310895.1	NZ_CP017085.1	289890	2316920	0.0619191473250729	-0.0623707102062364	-1180.1605386488552	11371.04500877332	4131426
GCF_002944495.1	NZ_CP026571.1	3872240	1871550	0.0582213673451519	-0.0643103796085724	-1574.0164506616038	11292.71755177427	4021165
GCF_002945235.1	NZ_CP026581.1	8170	2019900	0.0623609347521539	-0.0541614852953809	0.0155440414507771	12606.907272673652	4012640
GCF_003030945.1	NZ_CP028356.1	2387030	308310	0.0137977937797402	-0.0380680169926248	-8284.705656734011	356.6316951123232	3935626
GCF_003073935.1	NZ_CP029133.1	3629090	1481170	0.0613085565925573	-0.0630131927730265	-4359.951098339408	9174.795599240992	4219380
GCF_003855615.1	NZ_CP034091.1	3931800	1817290	0.0596051568153443	-0.0592932889779909	-1381.8901381696678	11155.768128623944	4074828
GCF_003855635.1	NZ_CP034090.1	3449490	1328810	0.0620044321281434	-0.0556519916974719	-3439.396821336189	8362.874123134328	4189199
GCF_008041895.1	NZ_CP042907.1	4087310	2067610	0.0580953966320956	-0.0634920645650973	-794.2013581744296	12045.784216414726	4090308
GCF_008195605.1	NZ_CP043332.1	20	2060470	0.0600664891669894	-0.0564316348727969	-0.0592361975923621	12376.527223450605	4158695
GCF_008630655.1	NZ_CP043870.1	3120470	1185380	0.0599627739123288	-0.063506742919786	-5277.74674748987	7011.393899742599	3957207
GCF_008705195.1	NZ_CP044028.1	3415650	1541050	0.0590616428504512	-0.0614490132636989	-2352.496517122184	9166.743886526894	4017079
GCF_009429045.2	NZ_CP045538.2	3915880	1969300	0.0595999568209091	-0.0647166635392916	-705.7805082656969	11892.181129868772	4018329
GCF_009684595.1	NZ_CP044134.1	4014740	1994750	0.0616987351180596	-0.0646280050474315	-605.550892397862	12449.250126366382	4105071
GCF_009684635.1	NZ_CP044135.1	4017650	1996420	0.058996197352919	-0.0656939888228414	-1400.850675724423	11877.423799880304	4107982
GCF_009684665.1	NZ_CP044136.1	4014820	1994840	0.061726311757471	-0.0647081436581615	-611.7134880992908	12459.210741750036	4105149
GCF_009806715.1	NZ_CP047112.1	4081710	1990410	0.0619790117036757	-0.0633608808685516	-737.1015564343243	12513.937468243812	4200651
GCF_010442675.1	NZ_CP048404.1	3717120	1853230	0.0598353275930236	-0.0638474487830948	-642.5978738830281	11257.878395948315	3819372
GCF_010692865.1	NZ_CP048787.1	3931710	1953980	0.059077665543161	-0.0612845610058521	-452.8434491086848	11668.659625001625	4031742
GCF_011045575.1	NZ_CP042857.1	3951840	1939960	0.0577038431666404	-0.0606819614983614	-651.4652909411958	11557.328787647131	4131513
GCF_011045855.1	NZ_CP047352.1	3784520	1922100	0.0570913263649299	-0.0637895796881557	-470.7321567556927	11409.577929279	3937098
GCF_011149675.1	NZ_CP049753.1	1115500	3107510	0.061923084444542	-0.0588077296896145	-6453.651099614914	5881.500516626101	4075803
GCF_011383025.1	NZ_CP049941.1	3923820	1869250	0.0588027337523889	-0.06455330778869	-2128.9449271727976	11134.268180019457	4012915
