assembly_accession	start	end	orientation
GCF_000783575.2	7323	8865	+
GCF_000783575.2	43594	45136	+
GCF_000783575.2	342699	344241	+
GCF_000783575.2	793592	795134	+
GCF_000783575.2	2872244	2873786	-
GCF_000783575.2	3608173	3609715	-
GCF_000783575.2	3867955	3869497	-
GCF_000783595.2	17670	19211	+
GCF_000783595.2	259397	260939	+
GCF_000783595.2	898564	900105	+
GCF_000783595.2	2942982	2944523	-
GCF_000783595.2	3433369	3434911	-
GCF_000783595.2	3738870	3740411	-
GCF_000783595.2	3954956	3956498	+
GCF_000783875.2	1515056	1516598	-
GCF_000783875.2	2033177	2034719	-
GCF_000783875.2	2329249	2330789	-
GCF_000783875.2	2548624	2550166	+
GCF_000783875.2	2585001	2586543	+
GCF_000783875.2	2828437	2829979	+
GCF_000783875.2	3456989	3458531	+
GCF_000784015.2	12873	14415	+
GCF_000784015.2	548381	549923	+
GCF_000784015.2	2655560	2657102	-
GCF_000784015.2	3294004	3295546	-
GCF_000784015.2	3532983	3534524	-
GCF_000784015.2	3569355	3570897	-
GCF_000784015.2	3813096	3814638	+
GCF_001281565.1	126265	127807	+
GCF_001281565.1	162643	164185	+
GCF_001281565.1	403281	404823	+
GCF_001281565.1	1026567	1028109	+
GCF_001281565.1	2919694	2921236	-
GCF_001281565.1	3350188	3351730	-
GCF_001281565.1	3699488	3701030	-
GCF_001640985.1	339038	340580	+
GCF_001640985.1	769749	771291	+
GCF_001640985.1	2915957	2917499	-
GCF_001640985.1	3632110	3633652	-
GCF_001640985.1	3879202	3880744	-
GCF_001640985.1	3915754	3917296	-
GCF_001640985.1	4151616	4153158	+
GCF_002055685.1	83039	84581	-
GCF_002055685.1	763279	764821	-
GCF_002055685.1	1006882	1008424	-
GCF_002055685.1	1043288	1044830	-
GCF_002055685.1	1334422	1335964	+
GCF_002055685.1	1639865	1641407	+
GCF_002055685.1	2145163	2146705	+
GCF_002180115.1	1286831	1288373	-
GCF_002180115.1	2020435	2021977	-
GCF_002180115.1	2268293	2269835	-
GCF_002180115.1	2304691	2306233	-
GCF_002180115.1	2525820	2527362	+
GCF_002180115.1	2819091	2820633	+
GCF_002180115.1	3345440	3346982	+
GCF_002180235.1	164283	165826	-
GCF_002180235.1	200664	202206	-
GCF_002180235.1	466500	468042	+
GCF_002180235.1	772561	774103	+
GCF_002180235.1	1362198	1363740	+
GCF_002180235.1	3555679	3557221	-
GCF_002180235.1	4296153	4297695	-
GCF_002310875.1	99218	100760	-
GCF_002310875.1	723276	724818	-
GCF_002310875.1	964150	965692	-
GCF_002310875.1	1000527	1002069	-
GCF_002310875.1	1231022	1232564	+
GCF_002310875.1	1607512	1609054	+
GCF_002310875.1	2131085	2132627	+
GCF_002310895.1	280515	282057	-
GCF_002310895.1	511011	512553	+
GCF_002310895.1	547388	548930	+
GCF_002310895.1	788262	789804	+
GCF_002310895.1	1412322	1413863	+
GCF_002310895.1	3509480	3511022	-
GCF_002310895.1	4033043	4034585	-
GCF_002944495.1	122571	124111	+
GCF_002944495.1	158950	160491	+
GCF_002944495.1	396196	397737	+
GCF_002944495.1	1045411	1046951	+
GCF_002944495.1	3108595	3110134	-
GCF_002944495.1	3539232	3540773	-
GCF_002944495.1	3862872	3864413	-
GCF_002945235.1	128467	130009	+
GCF_002945235.1	164863	166405	+
GCF_002945235.1	406636	408178	+
GCF_002945235.1	1062794	1064335	+
GCF_002945235.1	3151322	3152864	-
GCF_002945235.1	3568555	3570097	-
GCF_002945235.1	3883975	3885517	-
GCF_003030945.1	3536805	3538347	+
GCF_003073935.1	237444	238986	+
GCF_003073935.1	2341324	2342866	-
GCF_003073935.1	3139573	3141115	-
GCF_003073935.1	3384959	3386501	-
GCF_003073935.1	3421233	3422775	-
GCF_003073935.1	3636937	3638479	+
GCF_003073935.1	3957203	3958745	+
GCF_003855615.1	151214	152756	+
GCF_003855615.1	187625	189167	+
GCF_003855615.1	421941	423483	+
GCF_003855615.1	1049619	1051161	+
GCF_003855615.1	3034054	3035596	-
GCF_003855615.1	3591964	3593509	-
GCF_003855615.1	3922431	3923973	-
GCF_003855635.1	159260	160802	+
GCF_003855635.1	2209410	2210952	-
GCF_003855635.1	2878229	2879771	-
GCF_003855635.1	3117210	3118752	-
GCF_003855635.1	3153610	3155152	-
GCF_003855635.1	3457529	3459071	+
GCF_003855635.1	3783379	3784921	+
GCF_008041895.1	15185	16737	-
GCF_008041895.1	253344	254896	+
GCF_008041895.1	289728	291280	+
GCF_008041895.1	562193	563745	+
GCF_008041895.1	1192681	1194233	+
GCF_008041895.1	3222457	3224009	-
GCF_008041895.1	3805211	3806763	-
GCF_008195605.1	126419	127971	+
GCF_008195605.1	162686	164238	+
GCF_008195605.1	419341	420893	+
GCF_008195605.1	1169804	1171356	+
GCF_008195605.1	3240931	3242483	-
GCF_008195605.1	3675462	3677014	-
GCF_008195605.1	3993223	3994775	-
GCF_008630655.1	3941979	3943521	+
GCF_008705195.1	4000985	4002527	-
GCF_009429045.2	152214	153756	+
GCF_009429045.2	188576	190118	+
GCF_009429045.2	464959	466501	+
GCF_009429045.2	1099487	1101029	+
GCF_009429045.2	3165706	3167248	-
GCF_009429045.2	3590374	3591916	-
GCF_009429045.2	3906311	3907853	-
GCF_009684595.1	126288	127830	+
GCF_009684595.1	162839	164381	+
GCF_009684595.1	420530	422072	+
GCF_009684595.1	1113046	1114588	+
GCF_009684595.1	3169648	3171190	-
GCF_009684595.1	3696462	3698004	-
GCF_009684595.1	4005365	4006907	-
GCF_009684635.1	126546	128088	+
GCF_009684635.1	163117	164659	+
GCF_009684635.1	421001	422543	+
GCF_009684635.1	1114011	1115553	+
GCF_009684635.1	3171952	3173494	-
GCF_009684635.1	3699155	3700697	-
GCF_009684635.1	4008265	4009807	-
GCF_009684665.1	126313	127855	+
GCF_009684665.1	162864	164406	+
GCF_009684665.1	420579	422121	+
GCF_009684665.1	1113114	1114656	+
GCF_009684665.1	3169766	3171308	-
GCF_009684665.1	3696575	3698117	-
GCF_009684665.1	4005443	4006985	-
GCF_009806715.1	147541	149083	+
GCF_009806715.1	184040	185582	+
GCF_009806715.1	431451	432993	+
GCF_009806715.1	1127234	1128776	+
GCF_009806715.1	3256824	3258366	-
GCF_009806715.1	3757800	3759342	-
GCF_009806715.1	4072144	4073686	-
GCF_010442675.1	124365	125907	+
GCF_010442675.1	160482	162024	+
GCF_010442675.1	393275	394817	+
GCF_010442675.1	1025935	1027477	+
GCF_010442675.1	2963147	2964689	-
GCF_010442675.1	3387327	3388869	-
GCF_010442675.1	3707747	3709289	-
GCF_010692865.1	122675	124217	+
GCF_010692865.1	159229	160771	+
GCF_010692865.1	407098	408640	+
GCF_010692865.1	1048525	1050067	+
GCF_010692865.1	3081541	3083083	-
GCF_010692865.1	3627573	3629115	-
GCF_010692865.1	3922168	3923710	-
GCF_011045575.1	157131	158673	+
GCF_011045575.1	193629	195171	+
GCF_011045575.1	436036	437578	+
GCF_011045575.1	1072508	1074050	+
GCF_011045575.1	3042420	3043962	-
GCF_011045575.1	3625550	3627092	-
GCF_011045575.1	3942461	3944003	-
GCF_011045855.1	122879	124421	+
GCF_011045855.1	159277	160819	+
GCF_011045855.1	402624	404166	+
GCF_011045855.1	1033537	1035079	+
GCF_011045855.1	3056615	3058157	-
GCF_011045855.1	3479070	3480612	-
GCF_011045855.1	3775141	3776683	-
GCF_011149675.1	546607	548159	-
GCF_011149675.1	808090	809642	-
GCF_011149675.1	844641	846193	-
GCF_011149675.1	1123344	1124896	+
GCF_011149675.1	1455688	1457240	+
GCF_011149675.1	1974485	1976037	+
GCF_011149675.1	3920687	3922239	-
GCF_011383025.1	123639	125181	+
GCF_011383025.1	160213	161755	+
GCF_011383025.1	428722	430264	+
GCF_011383025.1	1078380	1079922	+
GCF_011383025.1	2996399	2997941	-
GCF_011383025.1	3622458	3624000	-
GCF_011383025.1	3914252	3915794	-
GCF_011383045.1	122920	124462	+
GCF_011383045.1	159301	160843	+
GCF_011383045.1	402021	403563	+
GCF_011383045.1	1044368	1045910	+
GCF_011383045.1	3090518	3092060	-
GCF_011383045.1	3608372	3609914	-
GCF_011383045.1	3901997	3903539	-
GCF_012516515.1	126286	127828	+
GCF_012516515.1	162690	164232	+
GCF_012516515.1	403560	405102	+
GCF_012516515.1	1035328	1036870	+
GCF_012516515.1	3133628	3135170	-
GCF_012516515.1	3659548	3661090	-
GCF_012516515.1	4006398	4007940	-
GCF_013255765.1	145782	147332	+
GCF_013255765.1	182057	183609	+
GCF_013255765.1	423624	425176	+
GCF_013255765.1	1055920	1057471	+
GCF_013255765.1	3133099	3134649	-
GCF_013255765.1	3548746	3550298	-
GCF_013255765.1	3856722	3858274	-
GCF_013256075.1	130001	131552	+
GCF_013256075.1	166264	167815	+
GCF_013256075.1	441300	442851	+
GCF_013256075.1	1105721	1107272	+
GCF_013256075.1	3198603	3200155	-
GCF_013256075.1	3629202	3630754	-
GCF_013256075.1	4031276	4032827	-
GCF_013343255.1	120291	121843	+
GCF_013343255.1	156668	158220	+
GCF_013343255.1	397541	399093	+
GCF_013343255.1	1021615	1023167	+
GCF_013343255.1	3116409	3117961	-
GCF_013343255.1	3732077	3733629	-
