assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000534935.2	PRJNA224116	SAMD00002586			na		1392	1392	Bacillus anthracis	strain=CZC5		latest	Complete Genome	Major	Full	2018/08/23	ASM53493v2	Research Center for Zoonosis Control	GCA_000534935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/534/935/GCF_000534935.2_ASM53493v2	./data/refseq/bacteria/GCF_000534935.2/GCF_000534935.2_ASM53493v2_genomic.fna.gz
GCF_000534935.2	PRJNA224116	SAMD00002586			na		1392	1392	Bacillus anthracis	strain=CZC5		latest	Complete Genome	Major	Full	2018/08/23	ASM53493v2	Research Center for Zoonosis Control	GCA_000534935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/534/935/GCF_000534935.2_ASM53493v2	./data/refseq/bacteria/GCF_000534935.2/GCF_000534935.2_ASM53493v2_rna_from_genomic.fna.gz
GCF_000534935.2	PRJNA224116	SAMD00002586			na		1392	1392	Bacillus anthracis	strain=CZC5		latest	Complete Genome	Major	Full	2018/08/23	ASM53493v2	Research Center for Zoonosis Control	GCA_000534935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/534/935/GCF_000534935.2_ASM53493v2	./data/refseq/bacteria/GCF_000534935.2/GCF_000534935.2_ASM53493v2_assembly_report.txt
GCF_000534935.2	PRJNA224116	SAMD00002586			na		1392	1392	Bacillus anthracis	strain=CZC5		latest	Complete Genome	Major	Full	2018/08/23	ASM53493v2	Research Center for Zoonosis Control	GCA_000534935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/534/935/GCF_000534935.2_ASM53493v2	./data/refseq/bacteria/GCF_000534935.2/GCF_000534935.2_ASM53493v2_assembly_stats.txt
GCF_000534935.2	PRJNA224116	SAMD00002586			na		1392	1392	Bacillus anthracis	strain=CZC5		latest	Complete Genome	Major	Full	2018/08/23	ASM53493v2	Research Center for Zoonosis Control	GCA_000534935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/534/935/GCF_000534935.2_ASM53493v2	./data/refseq/bacteria/GCF_000534935.2/GCF_000534935.2_ASM53493v2_feature_table.txt.gz
GCF_000725325.1	PRJNA224116	SAMN02874036			na		1392	1392	Bacillus anthracis	strain=HYU01		latest	Complete Genome	Major	Full	2014/07/14	ASM72532v1	Hanyang University	GCA_000725325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/325/GCF_000725325.1_ASM72532v1	./data/refseq/bacteria/GCF_000725325.1/GCF_000725325.1_ASM72532v1_genomic.fna.gz
GCF_000725325.1	PRJNA224116	SAMN02874036			na		1392	1392	Bacillus anthracis	strain=HYU01		latest	Complete Genome	Major	Full	2014/07/14	ASM72532v1	Hanyang University	GCA_000725325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/325/GCF_000725325.1_ASM72532v1	./data/refseq/bacteria/GCF_000725325.1/GCF_000725325.1_ASM72532v1_rna_from_genomic.fna.gz
GCF_000725325.1	PRJNA224116	SAMN02874036			na		1392	1392	Bacillus anthracis	strain=HYU01		latest	Complete Genome	Major	Full	2014/07/14	ASM72532v1	Hanyang University	GCA_000725325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/325/GCF_000725325.1_ASM72532v1	./data/refseq/bacteria/GCF_000725325.1/GCF_000725325.1_ASM72532v1_assembly_report.txt
GCF_000725325.1	PRJNA224116	SAMN02874036			na		1392	1392	Bacillus anthracis	strain=HYU01		latest	Complete Genome	Major	Full	2014/07/14	ASM72532v1	Hanyang University	GCA_000725325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/325/GCF_000725325.1_ASM72532v1	./data/refseq/bacteria/GCF_000725325.1/GCF_000725325.1_ASM72532v1_assembly_stats.txt
GCF_000725325.1	PRJNA224116	SAMN02874036			na		1392	1392	Bacillus anthracis	strain=HYU01		latest	Complete Genome	Major	Full	2014/07/14	ASM72532v1	Hanyang University	GCA_000725325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/325/GCF_000725325.1_ASM72532v1	./data/refseq/bacteria/GCF_000725325.1/GCF_000725325.1_ASM72532v1_feature_table.txt.gz
GCF_000742655.1	PRJNA224116	SAMN02736984			na		1392	1392	Bacillus anthracis	strain=2000031021		latest	Complete Genome	Major	Full	2014/08/21	ASM74265v1	Los Alamos National Laboratory	GCA_000742655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/655/GCF_000742655.1_ASM74265v1	./data/refseq/bacteria/GCF_000742655.1/GCF_000742655.1_ASM74265v1_genomic.fna.gz
GCF_000742655.1	PRJNA224116	SAMN02736984			na		1392	1392	Bacillus anthracis	strain=2000031021		latest	Complete Genome	Major	Full	2014/08/21	ASM74265v1	Los Alamos National Laboratory	GCA_000742655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/655/GCF_000742655.1_ASM74265v1	./data/refseq/bacteria/GCF_000742655.1/GCF_000742655.1_ASM74265v1_rna_from_genomic.fna.gz
GCF_000742655.1	PRJNA224116	SAMN02736984			na		1392	1392	Bacillus anthracis	strain=2000031021		latest	Complete Genome	Major	Full	2014/08/21	ASM74265v1	Los Alamos National Laboratory	GCA_000742655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/655/GCF_000742655.1_ASM74265v1	./data/refseq/bacteria/GCF_000742655.1/GCF_000742655.1_ASM74265v1_assembly_report.txt
GCF_000742655.1	PRJNA224116	SAMN02736984			na		1392	1392	Bacillus anthracis	strain=2000031021		latest	Complete Genome	Major	Full	2014/08/21	ASM74265v1	Los Alamos National Laboratory	GCA_000742655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/655/GCF_000742655.1_ASM74265v1	./data/refseq/bacteria/GCF_000742655.1/GCF_000742655.1_ASM74265v1_assembly_stats.txt
GCF_000742655.1	PRJNA224116	SAMN02736984			na		1392	1392	Bacillus anthracis	strain=2000031021		latest	Complete Genome	Major	Full	2014/08/21	ASM74265v1	Los Alamos National Laboratory	GCA_000742655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/655/GCF_000742655.1_ASM74265v1	./data/refseq/bacteria/GCF_000742655.1/GCF_000742655.1_ASM74265v1_feature_table.txt.gz
GCF_000742695.1	PRJNA224116	SAMN02736981			na		1392	1392	Bacillus anthracis	strain=delta Sterne		latest	Chromosome	Major	Full	2014/08/21	ASM74269v1	Los Alamos National Laboratory	GCA_000742695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/695/GCF_000742695.1_ASM74269v1	./data/refseq/bacteria/GCF_000742695.1/GCF_000742695.1_ASM74269v1_genomic.fna.gz
GCF_000742695.1	PRJNA224116	SAMN02736981			na		1392	1392	Bacillus anthracis	strain=delta Sterne		latest	Chromosome	Major	Full	2014/08/21	ASM74269v1	Los Alamos National Laboratory	GCA_000742695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/695/GCF_000742695.1_ASM74269v1	./data/refseq/bacteria/GCF_000742695.1/GCF_000742695.1_ASM74269v1_rna_from_genomic.fna.gz
GCF_000742695.1	PRJNA224116	SAMN02736981			na		1392	1392	Bacillus anthracis	strain=delta Sterne		latest	Chromosome	Major	Full	2014/08/21	ASM74269v1	Los Alamos National Laboratory	GCA_000742695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/695/GCF_000742695.1_ASM74269v1	./data/refseq/bacteria/GCF_000742695.1/GCF_000742695.1_ASM74269v1_assembly_report.txt
GCF_000742695.1	PRJNA224116	SAMN02736981			na		1392	1392	Bacillus anthracis	strain=delta Sterne		latest	Chromosome	Major	Full	2014/08/21	ASM74269v1	Los Alamos National Laboratory	GCA_000742695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/695/GCF_000742695.1_ASM74269v1	./data/refseq/bacteria/GCF_000742695.1/GCF_000742695.1_ASM74269v1_assembly_stats.txt
GCF_000742695.1	PRJNA224116	SAMN02736981			na		1392	1392	Bacillus anthracis	strain=delta Sterne		latest	Chromosome	Major	Full	2014/08/21	ASM74269v1	Los Alamos National Laboratory	GCA_000742695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/695/GCF_000742695.1_ASM74269v1	./data/refseq/bacteria/GCF_000742695.1/GCF_000742695.1_ASM74269v1_feature_table.txt.gz
GCF_000742875.1	PRJNA224116	SAMN02736972			na		1392	1392	Bacillus anthracis	strain=BFV		latest	Chromosome	Major	Full	2014/08/21	ASM74287v1	Los Alamos National Laboratory	GCA_000742875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/875/GCF_000742875.1_ASM74287v1	./data/refseq/bacteria/GCF_000742875.1/GCF_000742875.1_ASM74287v1_genomic.fna.gz
