assembly_accession	start	end	orientation
GCF_000730365.1	75136	76655	-
GCF_000730365.1	448258	449777	-
GCF_000730365.1	1173016	1174535	+
GCF_000730365.1	1584085	1585604	+
GCF_000730405.1	10729	12248	-
GCF_000730405.1	421797	423316	-
GCF_000730405.1	1146560	1148079	+
GCF_000730405.1	1519685	1521204	+
GCF_000814865.1	619066	620593	+
GCF_000814865.1	1030079	1031606	+
GCF_000814865.1	1858227	1859754	-
GCF_000814865.1	2231418	2232945	-
GCF_000972805.1	619014	620533	+
GCF_000972805.1	1030051	1031570	+
GCF_000972805.1	1858821	1860340	-
GCF_000972805.1	2232050	2233569	-
GCF_001017615.1	619079	620600	+
GCF_001017615.1	1030082	1031602	+
GCF_001017615.1	1858506	1860026	-
GCF_001017615.1	2231704	2233226	-
GCF_001026945.2	619021	620540	+
GCF_001026945.2	992373	993892	+
GCF_001026945.2	1821179	1822698	-
GCF_001026945.2	2232216	2233735	-
GCF_001047215.2	654529	656048	+
GCF_001047215.2	1065432	1066951	+
GCF_001047215.2	1875798	1877317	-
GCF_001047215.2	2255361	2256880	-
GCF_001186445.1	642827	644345	+
GCF_001186445.1	1060736	1062254	+
GCF_001186445.1	1883768	1885285	-
GCF_001186445.1	2262204	2263722	-
GCF_001298505.1	619007	620525	+
GCF_001298505.1	992256	993775	+
GCF_001298505.1	1820345	1821863	-
GCF_001298505.1	2231398	2232917	-
GCF_001447295.1	619226	620745	+
GCF_001447295.1	992529	994049	+
GCF_001447295.1	1821082	1822601	-
GCF_001447295.1	2232119	2233638	-
GCF_001456175.1	619246	620765	+
GCF_001456175.1	1030245	1031764	+
GCF_001456175.1	1858845	1860364	-
GCF_001456175.1	2232189	2233708	-
GCF_001481675.1	618974	620493	+
GCF_001481675.1	992266	993785	+
GCF_001481675.1	1820698	1822217	-
GCF_001481675.1	2231767	2233285	-
GCF_001481715.1	619082	620601	+
GCF_001481715.1	992200	993720	+
GCF_001481715.1	1820683	1822202	-
GCF_001481715.1	2231758	2233277	-
GCF_001481755.1	618442	619961	+
GCF_001481755.1	991778	993298	+
GCF_001481755.1	1819288	1820807	-
GCF_001481755.1	2230387	2231906	-
GCF_001579825.2	643010	644528	+
GCF_001579825.2	1060299	1061817	+
GCF_001579825.2	1883453	1884971	-
GCF_001579825.2	2264653	2266171	-
GCF_001579885.2	642976	644494	+
GCF_001579885.2	1061624	1063142	+
GCF_001579885.2	1884088	1885606	-
GCF_001579885.2	2262337	2263855	-
GCF_001653295.1	618444	619963	+
GCF_001653295.1	991775	993295	+
GCF_001653295.1	1818919	1820438	-
GCF_001653295.1	2229999	2231517	-
GCF_001653315.1	619051	620570	+
GCF_001653315.1	992306	993826	+
GCF_001653315.1	1820779	1822298	-
GCF_001653315.1	2231838	2233357	-
GCF_001663495.1	610289	611816	+
GCF_001663495.1	1021294	1022821	+
GCF_001663495.1	1846778	1848305	+
GCF_001663495.1	2222681	2224208	-
GCF_001682255.2	619067	620586	+
GCF_001682255.2	1030082	1031601	+
GCF_001682255.2	1858638	1860157	-
GCF_001682255.2	2231827	2233346	-
GCF_001682275.1	619085	620604	+
GCF_001682275.1	1030097	1031616	+
GCF_001682275.1	1863289	1864808	-
GCF_001682275.1	2236486	2238004	-
GCF_001865765.1	618998	620517	+
GCF_001865765.1	992322	993842	+
GCF_001865765.1	1821071	1822590	-
GCF_001865765.1	2232101	2233620	-
GCF_001866985.1	678846	680364	+
GCF_001866985.1	1096021	1097539	+
GCF_001866985.1	1918101	1919619	-
GCF_001866985.1	2297690	2299208	-
GCF_001867005.1	678797	680315	+
GCF_001867005.1	1095934	1097452	+
GCF_001867005.1	1918264	1919782	-
GCF_001867005.1	2297772	2299290	-
GCF_001867025.1	678796	680314	+
GCF_001867025.1	1095946	1097464	+
GCF_001867025.1	1918278	1919796	-
GCF_001867025.1	2297789	2299307	-
GCF_001867045.1	678816	680334	+
GCF_001867045.1	1095967	1097485	+
GCF_001867045.1	1918294	1919812	-
GCF_001867045.1	2297741	2299259	-
GCF_001867065.1	678823	680341	+
