assembly_accession	start	end	orientation
GCF_000746605.1	433371	434907	-
GCF_000746605.1	485837	487373	+
GCF_000746605.1	651341	652877	+
GCF_000746605.1	1112192	1113728	+
GCF_000746605.1	3722703	3724239	-
GCF_000746605.1	3754922	3756458	-
GCF_000761175.1	50419	51955	+
GCF_000761175.1	214946	216482	+
GCF_000761175.1	657740	659276	+
GCF_000761175.1	3339537	3341073	-
GCF_000761175.1	3372847	3374383	-
GCF_000761175.1	3873841	3875377	-
GCF_000814345.1	18745	20281	+
GCF_000814345.1	486818	488354	+
GCF_000814345.1	526697	528233	+
GCF_000814345.1	3209011	3210547	-
GCF_000814345.1	3700976	3702512	-
GCF_000814345.1	3868739	3870275	-
GCF_000820665.1	18644	20180	+
GCF_000820665.1	488260	489796	+
GCF_000820665.1	520623	522159	+
GCF_000820665.1	3103689	3105225	-
GCF_000820665.1	3591450	3592986	-
GCF_000820665.1	3746390	3747926	-
GCF_000820685.1	18643	20179	+
GCF_000820685.1	488259	489795	+
GCF_000820685.1	520622	522158	+
GCF_000820685.1	3109074	3110610	-
GCF_000820685.1	3598647	3600183	-
GCF_000820685.1	3754781	3756317	-
GCF_000828935.1	20361	21897	+
GCF_000828935.1	500968	502504	+
GCF_000828935.1	535869	537405	+
GCF_000828935.1	3318966	3320502	-
GCF_000828935.1	3802377	3803913	-
GCF_000828935.1	3968861	3970397	-
GCF_000830055.1	50233	51769	+
GCF_000830055.1	214900	216436	+
GCF_000830055.1	736118	737654	+
GCF_000830055.1	3406726	3408262	-
GCF_000830055.1	3438958	3440494	-
GCF_000830055.1	3906890	3908426	-
GCF_000963815.1	18232	19768	+
GCF_000963815.1	486163	487699	+
GCF_000963815.1	518395	519931	+
GCF_000963815.1	3287972	3289508	-
GCF_000963815.1	3772746	3774282	-
GCF_000963815.1	3938515	3940051	-
GCF_001026965.1	18925	20461	+
GCF_001026965.1	487365	488901	+
GCF_001026965.1	519728	521264	+
GCF_001026965.1	3381484	3383020	-
GCF_001026965.1	3882868	3884404	-
GCF_001026965.1	4053763	4055299	-
GCF_001077555.2	1007542	1009078	-
GCF_001077555.2	1039923	1041459	-
GCF_001077555.2	1519606	1521142	-
GCF_001077555.2	1571878	1573414	+
GCF_001077555.2	1717254	1718790	+
GCF_001077555.2	2227959	2229495	+
GCF_001077565.2	2744973	2746509	-
GCF_001077565.2	2784841	2786377	-
GCF_001077565.2	3251010	3252546	-
GCF_001077565.2	3303487	3305023	+
GCF_001077565.2	3473422	3474958	+
GCF_001077565.2	3965869	3967405	+
GCF_001077655.1	18371	19907	+
GCF_001077655.1	505768	507304	+
GCF_001077655.1	531019	532555	+
