assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000746605.1	PRJNA224116	SAMN02940901			na		470	470	Acinetobacter baumannii	strain=AB31		latest	Complete Genome	Major	Full	2014/08/29	ASM74660v1	University of Manitoba	GCA_000746605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/605/GCF_000746605.1_ASM74660v1	./data/refseq/bacteria/GCF_000746605.1/GCF_000746605.1_ASM74660v1_assembly_stats.txt
GCF_000761175.1	PRJNA224116	SAMN03075316			na		470	470	Acinetobacter baumannii	strain=Strain AbH12O-A2		latest	Complete Genome	Major	Full	2014/10/01	ASM76117v1	University Hospital- Biomedical Research Institute	GCA_000761175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/761/175/GCF_000761175.1_ASM76117v1	./data/refseq/bacteria/GCF_000761175.1/GCF_000761175.1_ASM76117v1_assembly_stats.txt
GCF_000814345.1	PRJNA224116	SAMN03263969			na		470	470	Acinetobacter baumannii	strain=6200		latest	Complete Genome	Major	Full	2015/01/05	ASM81434v1	JCVI	GCA_000814345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/345/GCF_000814345.1_ASM81434v1	./data/refseq/bacteria/GCF_000814345.1/GCF_000814345.1_ASM81434v1_assembly_stats.txt
GCF_000820665.1	PRJNA224116	SAMEA3158456	CCCU000000000.1		na		470	470	Acinetobacter baumannii	strain=CS01		latest	Chromosome	Major	Full	2015/01/16	CLCgenomics	ebi	GCA_000820665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/665/GCF_000820665.1_CLCgenomics	./data/refseq/bacteria/GCF_000820665.1/GCF_000820665.1_CLCgenomics_assembly_stats.txt
GCF_000820685.1	PRJNA224116	SAMEA3158506	CCCV000000000.1		na		470	470	Acinetobacter baumannii	strain=CR17		latest	Chromosome	Major	Full	2015/01/16	CLCgenomics	ebi	GCA_000820685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/685/GCF_000820685.1_CLCgenomics	./data/refseq/bacteria/GCF_000820685.1/GCF_000820685.1_CLCgenomics_assembly_stats.txt
GCF_000828935.1	PRJNA224116	SAMD00020223			na		470	470	Acinetobacter baumannii	strain=IOMTU433		latest	Complete Genome	Major	Full	2014/10/02	ASM82893v1	National Center for Global Health and Medicine	GCA_000828935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/935/GCF_000828935.1_ASM82893v1	./data/refseq/bacteria/GCF_000828935.1/GCF_000828935.1_ASM82893v1_assembly_stats.txt
GCF_000830055.1	PRJNA224116	SAMN03248539			na		470	470	Acinetobacter baumannii	strain=A1		latest	Complete Genome	Major	Full	2015/01/29	ASM83005v1	University of Melbourne	GCA_000830055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/055/GCF_000830055.1_ASM83005v1	./data/refseq/bacteria/GCF_000830055.1/GCF_000830055.1_ASM83005v1_assembly_stats.txt
GCF_000963815.1	PRJNA224116	SAMN02894434			na		470	470	Acinetobacter baumannii	strain=AB5075-UW		latest	Complete Genome	Major	Full	2015/03/27	ASM96381v1	University of Washington	GCA_000963815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/815/GCF_000963815.1_ASM96381v1	./data/refseq/bacteria/GCF_000963815.1/GCF_000963815.1_ASM96381v1_assembly_stats.txt
GCF_001026965.1	PRJNA224116	SAMN03290686			na		470	470	Acinetobacter baumannii	strain=XH386		latest	Complete Genome	Major	Full	2015/06/03	ASM102696v1	Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University	GCA_001026965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/026/965/GCF_001026965.1_ASM102696v1	./data/refseq/bacteria/GCF_001026965.1/GCF_001026965.1_ASM102696v1_assembly_stats.txt
GCF_001077555.2	PRJNA224116	SAMN03770534			na		470	470	Acinetobacter baumannii	strain=B8342		latest	Complete Genome	Major	Full	2017/05/23	ASM107755v2	University of Kansas Medical Center	GCA_001077555.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/555/GCF_001077555.2_ASM107755v2	./data/refseq/bacteria/GCF_001077555.2/GCF_001077555.2_ASM107755v2_assembly_stats.txt
GCF_001077565.2	PRJNA224116	SAMN03771550			na		470	470	Acinetobacter baumannii	strain=B11911		latest	Chromosome	Major	Full	2017/05/31	ASM107756v2	University of Kansas Medical Center	GCA_001077565.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/565/GCF_001077565.2_ASM107756v2	./data/refseq/bacteria/GCF_001077565.2/GCF_001077565.2_ASM107756v2_assembly_stats.txt
GCF_001077655.1	PRJNA224116	SAMN03817045			na		470	470	Acinetobacter baumannii	strain=Ab04-mff		latest	Complete Genome	Major	Full	2015/07/14	ASM107765v1	University of Alberta	GCA_001077655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/655/GCF_001077655.1_ASM107765v1	./data/refseq/bacteria/GCF_001077655.1/GCF_001077655.1_ASM107765v1_assembly_stats.txt
GCF_001077675.1	PRJNA224116	SAMN03817043			na		470	470	Acinetobacter baumannii	strain=ATCC 17978-mff		latest	Complete Genome	Major	Full	2015/07/14	ASM107767v1	University of Alberta	GCA_001077675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/675/GCF_001077675.1_ASM107767v1	./data/refseq/bacteria/GCF_001077675.1/GCF_001077675.1_ASM107767v1_assembly_stats.txt
GCF_001077965.2	PRJNA224116	SAMN03771402			na		470	470	Acinetobacter baumannii	strain=B8300		latest	Complete Genome	Major	Full	2017/05/31	ASM107796v2	University of Kansas Medical Center	GCA_001077965.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/965/GCF_001077965.2_ASM107796v2	./data/refseq/bacteria/GCF_001077965.2/GCF_001077965.2_ASM107796v2_assembly_stats.txt
GCF_001261895.2	PRJNA224116	SAMEA3751109			na		470	470	Acinetobacter baumannii		R2090	latest	Complete Genome	Major	Full	2015/07/23	R2090	CEBITEC	GCA_001261895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/261/895/GCF_001261895.2_R2090	./data/refseq/bacteria/GCF_001261895.2/GCF_001261895.2_R2090_assembly_stats.txt
GCF_001399655.1	PRJNA224116	SAMN04029125			na		470	470	Acinetobacter baumannii	strain=D36		latest	Complete Genome	Major	Full	2015/10/19	ASM139965v1	The University of Sydney	GCA_001399655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/655/GCF_001399655.1_ASM139965v1	./data/refseq/bacteria/GCF_001399655.1/GCF_001399655.1_ASM139965v1_assembly_stats.txt
GCF_001457535.1	PRJNA224116	SAMEA3449716			na		470	470	Acinetobacter baumannii		CIP70.10	latest	Complete Genome	Major	Full	2015/06/23	CIP70.10	CEBITEC	GCA_001457535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/535/GCF_001457535.1_CIP70.10	./data/refseq/bacteria/GCF_001457535.1/GCF_001457535.1_CIP70.10_assembly_stats.txt
GCF_001514375.1	PRJNA224116	SAMN03941550			na		470	470	Acinetobacter baumannii	strain=KBN10P02143		latest	Complete Genome	Major	Full	2016/01/14	ASM151437v1	Kyungpook national university hospital	GCA_001514375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/375/GCF_001514375.1_ASM151437v1	./data/refseq/bacteria/GCF_001514375.1/GCF_001514375.1_ASM151437v1_assembly_stats.txt
GCF_001517645.1	PRJNA224116	SAMEA3715145			na		470	470	Acinetobacter baumannii		R2091	latest	Complete Genome	Major	Full	2016/01/15	R2091	CEBITEC	GCA_001517645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/517/645/GCF_001517645.1_R2091	./data/refseq/bacteria/GCF_001517645.1/GCF_001517645.1_R2091_assembly_stats.txt
