assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_001596055.1	PRJNA224116	SAMN03764480			na		1402	1402	Bacillus licheniformis	strain=HRBL-15TDI7		latest	Complete Genome	Major	Full	2016/03/22	ASM159605v1	Seoul National University	GCA_001596055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/055/GCF_001596055.1_ASM159605v1	./data/refseq/bacteria/GCF_001596055.1/GCF_001596055.1_ASM159605v1_assembly_stats.txt
GCF_001726125.1	PRJNA224116	SAMN05717662			na		1402	1402	Bacillus licheniformis	strain=BL1202		latest	Complete Genome	Major	Full	2016/09/15	ASM172612v1	Chonbuk National University	GCA_001726125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/726/125/GCF_001726125.1_ASM172612v1	./data/refseq/bacteria/GCF_001726125.1/GCF_001726125.1_ASM172612v1_assembly_stats.txt
GCF_001914255.1	PRJNA224116	SAMN05559629	MIGE00000000.1		na		1402	1402	Bacillus licheniformis	strain=YNP1-TSU		latest	Chromosome	Major	Full	2016/12/28	ASM191425v1	Tennessee State University	GCA_001914255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/914/255/GCF_001914255.1_ASM191425v1	./data/refseq/bacteria/GCF_001914255.1/GCF_001914255.1_ASM191425v1_assembly_stats.txt
GCF_002074075.1	PRJNA224116	SAMN03938641			na		1402	1402	Bacillus licheniformis	strain=SCK B11		latest	Complete Genome	Major	Full	2017/03/29	ASM207407v1	Chonbuk National University	GCA_002074075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/074/075/GCF_002074075.1_ASM207407v1	./data/refseq/bacteria/GCF_002074075.1/GCF_002074075.1_ASM207407v1_assembly_stats.txt
GCF_002074095.1	PRJNA224116	SAMN03998272			na		1402	1402	Bacillus licheniformis	strain=SCDB 14		latest	Complete Genome	Major	Full	2017/03/29	ASM207409v1	Chonbuk National University	GCA_002074095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/074/095/GCF_002074095.1_ASM207409v1	./data/refseq/bacteria/GCF_002074095.1/GCF_002074095.1_ASM207409v1_assembly_stats.txt
GCF_002074115.1	PRJNA224116	SAMN03938153			na		1402	1402	Bacillus licheniformis	strain=SCDB 34		latest	Complete Genome	Major	Full	2017/03/29	ASM207411v1	Chonbuk National University	GCA_002074115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/074/115/GCF_002074115.1_ASM207411v1	./data/refseq/bacteria/GCF_002074115.1/GCF_002074115.1_ASM207411v1_assembly_stats.txt
GCF_002074135.1	PRJNA224116	SAMN03998369			na		1402	1402	Bacillus licheniformis	strain=SCCB 37		latest	Complete Genome	Major	Full	2017/03/29	ASM207413v1	Chonbuk National University	GCA_002074135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/074/135/GCF_002074135.1_ASM207413v1	./data/refseq/bacteria/GCF_002074135.1/GCF_002074135.1_ASM207413v1_assembly_stats.txt
GCF_002173675.1	PRJNA224116	SAMN07125935			na		1402	1402	Bacillus licheniformis	strain=SRCM100141		latest	Complete Genome	Major	Full	2017/06/06	ASM217367v1	Microbial Institiue for Fermentation Industry	GCA_002173675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/675/GCF_002173675.1_ASM217367v1	./data/refseq/bacteria/GCF_002173675.1/GCF_002173675.1_ASM217367v1_assembly_stats.txt
GCF_002174255.1	PRJNA224116	SAMN07125934			na		1402	1402	Bacillus licheniformis	strain=SRCM100027		latest	Complete Genome	Major	Full	2017/06/06	ASM217425v1	Microbial Institiue for Fermentation Industry	GCA_002174255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/255/GCF_002174255.1_ASM217425v1	./data/refseq/bacteria/GCF_002174255.1/GCF_002174255.1_ASM217425v1_assembly_stats.txt
GCF_002236895.1	PRJNA224116	SAMN07367816			na		1402	1402	Bacillus licheniformis	strain=BL-010		latest	Complete Genome	Major	Full	2017/07/28	ASM223689v1	University of Science and Technology	GCA_002236895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/236/895/GCF_002236895.1_ASM223689v1	./data/refseq/bacteria/GCF_002236895.1/GCF_002236895.1_ASM223689v1_assembly_stats.txt
GCF_002504325.1	PRJNA224116	SAMN07690960			na		1402	1402	Bacillus licheniformis	strain=ATCC 9789		latest	Complete Genome	Major	Full	2017/10/10	ASM250432v1	SCUT	GCA_002504325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/325/GCF_002504325.1_ASM250432v1	./data/refseq/bacteria/GCF_002504325.1/GCF_002504325.1_ASM250432v1_assembly_stats.txt
GCF_002966955.1	PRJNA224116	SAMN08455836			na		1402	1402	Bacillus licheniformis	strain=14ADL4		latest	Complete Genome	Major	Full	2018/03/02	ASM296695v1	Dongduk Women's University	GCA_002966955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/955/GCF_002966955.1_ASM296695v1	./data/refseq/bacteria/GCF_002966955.1/GCF_002966955.1_ASM296695v1_assembly_stats.txt
GCF_003253815.1	PRJNA224116	SAMN07206915			na		1402	1402	Bacillus licheniformis	strain=CBA7132		latest	Complete Genome	Major	Full	2018/06/18	ASM325381v1	Korea Food Research Institute	GCA_003253815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/253/815/GCF_003253815.1_ASM325381v1	./data/refseq/bacteria/GCF_003253815.1/GCF_003253815.1_ASM325381v1_assembly_stats.txt
GCF_003339545.1	PRJNA224116	SAMN09579729			na		1402	1402	Bacillus licheniformis	strain=0DA23-1		latest	Complete Genome	Major	Full	2018/07/25	ASM333954v1	Dongduk Women's University	GCA_003339545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/339/545/GCF_003339545.1_ASM333954v1	./data/refseq/bacteria/GCF_003339545.1/GCF_003339545.1_ASM333954v1_assembly_stats.txt
GCF_003595625.1	PRJNA224116	SAMN08717025			na		1402	1402	Bacillus licheniformis	strain=TAB7		latest	Complete Genome	Major	Full	2018/09/25	ASM359562v1	The University of Tokyo	GCA_003595625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/595/625/GCF_003595625.1_ASM359562v1	./data/refseq/bacteria/GCF_003595625.1/GCF_003595625.1_ASM359562v1_assembly_stats.txt
GCF_003952865.1	PRJNA224116	SAMN08148560			na		1402	1402	Bacillus licheniformis	strain=PB3		latest	Complete Genome	Major	Full	2018/12/18	ASM395286v1	Korea Food Research Institute	GCA_003952865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/865/GCF_003952865.1_ASM395286v1	./data/refseq/bacteria/GCF_003952865.1/GCF_003952865.1_ASM395286v1_assembly_stats.txt
GCF_004101525.1	PRJNA224116	SAMN10743313			na		1402	1402	Bacillus licheniformis	strain=SRCM103914		latest	Complete Genome	Major	Full	2019/01/22	ASM410152v1	Microbial Institute for Fermentation Industry	GCA_004101525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/525/GCF_004101525.1_ASM410152v1	./data/refseq/bacteria/GCF_004101525.1/GCF_004101525.1_ASM410152v1_assembly_stats.txt
GCF_004103575.1	PRJNA224116	SAMN10754250			na		1402	1402	Bacillus licheniformis	strain=SRCM103529		latest	Complete Genome	Major	Full	2019/01/23	ASM410357v1	Microbial Institute for Fermentation Industry	GCA_004103575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/103/575/GCF_004103575.1_ASM410357v1	./data/refseq/bacteria/GCF_004103575.1/GCF_004103575.1_ASM410357v1_assembly_stats.txt
GCF_004119755.1	PRJNA224116	SAMN10790885			na		1402	1402	Bacillus licheniformis	strain=SRCM103583		latest	Complete Genome	Major	Full	2019/01/30	ASM411975v1	Microbial Institute for Fermentation Industry	GCA_004119755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/755/GCF_004119755.1_ASM411975v1	./data/refseq/bacteria/GCF_004119755.1/GCF_004119755.1_ASM411975v1_assembly_stats.txt
GCF_004119795.1	PRJNA224116	SAMN10796173			na		1402	1402	Bacillus licheniformis	strain=SRCM103608		latest	Complete Genome	Major	Full	2019/01/30	ASM411979v1	Microbial Institute for Fermentation Industry	GCA_004119795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/795/GCF_004119795.1_ASM411979v1	./data/refseq/bacteria/GCF_004119795.1/GCF_004119795.1_ASM411979v1_assembly_stats.txt
GCF_004526275.1	PRJNA224116	SAMN10970973			na		1402	1402	Bacillus licheniformis	strain=MCC 2514		latest	Complete Genome	Major	Full	2019/03/31	ASM452627v1	CSIR-Institute of Himalayan Bioresource Technology	GCA_004526275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/526/275/GCF_004526275.1_ASM452627v1	./data/refseq/bacteria/GCF_004526275.1/GCF_004526275.1_ASM452627v1_assembly_stats.txt
GCF_006094335.1	PRJNA224116	SAMN10591542			na	assembly from type material	1402	1402	Bacillus licheniformis	strain=ATCC 14580		latest	Complete Genome	Major	Full	2019/06/06	ASM609433v1	Zhejiang Tianke High Technology Development Co.Ltd.	GCA_006094335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/335/GCF_006094335.1_ASM609433v1	./data/refseq/bacteria/GCF_006094335.1/GCF_006094335.1_ASM609433v1_assembly_stats.txt
GCF_006494795.1	PRJNA224116	SAMN12056526			na		1402	1402	Bacillus licheniformis	strain=CSL2		latest	Complete Genome	Major	Full	2019/06/27	ASM649479v1	Beijing Academy of Agriculture and Forestry Science	GCA_006494795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/795/GCF_006494795.1_ASM649479v1	./data/refseq/bacteria/GCF_006494795.1/GCF_006494795.1_ASM649479v1_assembly_stats.txt
GCF_007855455.1	PRJNA224116	SAMN12368592			na		1402	1402	Bacillus licheniformis	strain=KNU11		latest	Complete Genome	Major	Full	2019/08/06	ASM785545v1	kyungpook national university	GCA_007855455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/855/455/GCF_007855455.1_ASM785545v1	./data/refseq/bacteria/GCF_007855455.1/GCF_007855455.1_ASM785545v1_assembly_stats.txt
GCF_014673515.1	PRJNA224116	SAMN15866867			na		1402	1402	Bacillus licheniformis	strain=OK12		latest	Chromosome	Major	Full	2020/09/21	ASM1467351v1	Marmara University, IBSB-Industrial Biotechnology and Systems Biology Research Group	GCA_014673515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/673/515/GCF_014673515.1_ASM1467351v1	./data/refseq/bacteria/GCF_014673515.1/GCF_014673515.1_ASM1467351v1_assembly_stats.txt
GCF_015689075.1	PRJNA224116	SAMN16069670			na		1402	1402	Bacillus licheniformis	strain=LCDD6		latest	Complete Genome	Major	Full	2020/11/25	ASM1568907v1	Shandong Agricultural University	GCA_015689075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/689/075/GCF_015689075.1_ASM1568907v1	./data/refseq/bacteria/GCF_015689075.1/GCF_015689075.1_ASM1568907v1_assembly_stats.txt
GCF_016126875.1	PRJNA224116	SAMN17058402			na		1402	1402	Bacillus licheniformis	strain=H2		latest	Complete Genome	Major	Full	2020/12/20	ASM1612687v1	Sichuan Agriculture University	GCA_016126875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/126/875/GCF_016126875.1_ASM1612687v1	./data/refseq/bacteria/GCF_016126875.1/GCF_016126875.1_ASM1612687v1_assembly_stats.txt
GCF_017338795.1	PRJNA224116	SAMN14217608			na		1402	1402	Bacillus licheniformis	strain=CP6		latest	Complete Genome	Major	Full	2021/03/12	ASM1733879v1	Seowon University	GCA_017338795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/338/795/GCF_017338795.1_ASM1733879v1	./data/refseq/bacteria/GCF_017338795.1/GCF_017338795.1_ASM1733879v1_assembly_stats.txt
GCF_902386215.1	PRJNA224116	SAMEA5851861			na		1402	1402	Bacillus licheniformis		MGYG-HGUT-02357	latest	Complete Genome	Major	Full	2019/08/10	UHGG_MGYG-HGUT-02357	EMG	GCA_902386215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/386/215/GCF_902386215.1_UHGG_MGYG-HGUT-02357	./data/refseq/bacteria/GCF_902386215.1/GCF_902386215.1_UHGG_MGYG-HGUT-02357_assembly_stats.txt
GCF_000008425.1	PRJNA224116	SAMN02603292			na	assembly from type material	279010	1402	Bacillus licheniformis DSM 13 = ATCC 14580	strain=DSM 13		latest	Complete Genome	Major	Full	2004/09/20	ASM842v1	Gottingen Genomics Laboratory	GCA_000008425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/425/GCF_000008425.1_ASM842v1	./data/refseq/bacteria/GCF_000008425.1/GCF_000008425.1_ASM842v1_assembly_stats.txt
GCF_000011645.1	PRJNA224116	SAMN02603685			representative genome	assembly from type material	279010	1402	Bacillus licheniformis DSM 13 = ATCC 14580	strain=ATCC 14580; DSM 13		latest	Complete Genome	Major	Full	2007/04/26	ASM1164v1	Novozymes Biotech	GCA_000011645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/645/GCF_000011645.1_ASM1164v1	./data/refseq/bacteria/GCF_000011645.1/GCF_000011645.1_ASM1164v1_assembly_stats.txt
GCF_000258125.2	PRJNA224116	SAMN02469900			na		1126218	1402	Bacillus licheniformis WX-02	strain=WX-02		latest	Chromosome	Major	Full	2015/07/16	ASM25812v2	State Key Laboratory of Agricultural Microbiology	GCA_000258125.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/125/GCF_000258125.2_ASM25812v2	./data/refseq/bacteria/GCF_000258125.2/GCF_000258125.2_ASM25812v2_assembly_stats.txt
