assembly_accession	start	end	orientation
GCF_001688765.2	410146	411657	+
GCF_001688765.2	1960470	1961981	-
GCF_001688765.2	2671857	2673368	+
GCF_002201495.1	961224	962735	-
GCF_002201495.1	1672611	1674122	+
GCF_002201495.1	2156178	2157689	+
GCF_003716915.1	448445	449960	+
GCF_003716915.1	1154542	1156057	+
GCF_003716915.1	2666051	2667566	-
GCF_003716935.1	551712	553227	+
GCF_003716935.1	2076351	2077866	-
GCF_003716935.1	2546170	2547685	-
GCF_003716955.1	166599	168114	-
GCF_003716955.1	636435	637950	-
GCF_003716955.1	1305868	1307383	+
GCF_003716975.1	301746	303261	-
GCF_003716975.1	1015019	1016534	+
GCF_003716975.1	1527774	1529289	+
GCF_004015005.1	381370	382885	-
GCF_004015005.1	1094546	1096060	+
GCF_004015005.1	1607190	1608705	+
GCF_004015025.1	381403	382918	-
GCF_004015025.1	1094679	1096194	+
GCF_004015025.1	1607450	1608965	+
GCF_004015065.1	381396	382911	-
GCF_004015065.1	1094654	1096169	+
GCF_004015065.1	1607392	1608907	+
GCF_004015085.1	369523	371038	-
GCF_004015085.1	542989	544504	-
GCF_004015085.1	1093572	1095087	+
GCF_004015105.1	371956	373471	-
GCF_004015105.1	1065131	1066646	+
GCF_004015105.1	1567530	1569045	+
GCF_004015125.1	371945	373459	-
GCF_004015125.1	1065081	1066596	+
GCF_004015125.1	1567489	1569004	+
GCF_004015205.1	369504	371019	-
GCF_004015205.1	542931	544445	-
GCF_004015205.1	1093461	1094976	+
GCF_004015225.1	369526	371041	-
GCF_004015225.1	542994	544509	-
GCF_004015225.1	1093584	1095099	+
GCF_004015245.1	360659	362174	-
GCF_004015245.1	1044878	1046393	+
GCF_004015245.1	1545040	1546555	+
GCF_004015265.1	376491	378006	-
GCF_004015265.1	1085790	1087305	+
GCF_004015265.1	1588562	1590077	+
GCF_004015285.1	381371	382886	-
GCF_004015285.1	1094571	1096086	+
GCF_004015285.1	1607287	1608802	+
GCF_004015305.1	369513	371028	-
GCF_004015305.1	542972	544487	-
GCF_004015305.1	1093558	1095073	+
GCF_004015325.1	371949	373464	-
GCF_004015325.1	1065089	1066604	+
GCF_004015325.1	1567501	1569016	+
GCF_004015345.1	371905	373420	-
GCF_004015345.1	1065054	1066569	+
GCF_004015345.1	1567469	1568984	+
GCF_004101765.1	1849928	1851067	-
GCF_004101765.1	2066725	2068236	-
GCF_004101765.1	2605835	2607347	+
GCF_004104435.1	402496	404007	-
GCF_004104435.1	1104471	1105982	-
GCF_004104435.1	1655566	1657077	+
GCF_004319565.1	99768	101279	-
GCF_004319565.1	763514	765025	+
GCF_004319565.1	1230883	1232394	+
GCF_008000975.1	318522	320037	-
GCF_008000975.1	987949	989464	+
GCF_008000975.1	1457794	1459309	+
GCF_009731575.1	332228	333739	-
GCF_009731575.1	1008418	1009929	-
GCF_009731575.1	1523820	1525331	+
GCF_010223015.1	381495	383006	-
GCF_010223015.1	1087549	1089060	+
GCF_010223015.1	1589341	1590852	+
GCF_010223075.1	381492	383003	-
GCF_010223075.1	1087541	1089052	+
GCF_010223075.1	1589325	1590836	+
GCF_010223095.1	338933	340444	-
GCF_010223095.1	1017121	1018632	+
GCF_010223095.1	1510399	1511910	+
GCF_010223115.1	338906	340417	-
GCF_010223115.1	1017093	1018604	+
GCF_010223115.1	1510369	1511880	+
GCF_010223135.1	409861	411372	-
GCF_010223135.1	1102786	1104297	+
GCF_010223135.1	1597868	1599379	+
GCF_010223155.1	371962	373473	-
GCF_010223155.1	1065094	1066605	+
GCF_010223155.1	1567517	1569028	+
GCF_010223175.1	371968	373479	-
GCF_010223175.1	1065080	1066591	+
GCF_010223175.1	1567513	1569024	+
GCF_010223195.1	371963	373474	-
GCF_010223195.1	1065127	1066638	+
GCF_010223195.1	1567555	1569066	+
GCF_010223255.1	371970	373481	-
GCF_010223255.1	1065127	1066638	+
GCF_010223255.1	1567552	1569063	+
GCF_010223405.1	409860	411371	-
GCF_010223405.1	1103814	1105325	+
GCF_010223405.1	1598897	1600408	+
GCF_010223575.1	409857	411368	-
GCF_010223575.1	1103791	1105302	+
GCF_010223575.1	1598874	1600385	+
GCF_010229055.1	376308	377819	-
GCF_010229055.1	1049200	1050711	+
GCF_010229055.1	1550039	1551550	+
GCF_010229315.1	1492677	1494188	-
GCF_010229315.1	2205949	2207460	+
GCF_010229315.1	2718711	2720222	+
GCF_010229495.1	370929	372440	-
GCF_010229495.1	1086852	1088363	+
GCF_010229495.1	1566428	1567939	+
GCF_010229695.1	370864	372375	-
GCF_010229695.1	1086732	1088243	+
GCF_010229695.1	1566341	1567852	+
GCF_010229955.1	370925	372436	-
GCF_010229955.1	1086808	1088319	+
GCF_010229955.1	1566421	1567932	+
GCF_010230155.1	121855	123366	+
GCF_010230155.1	1708836	1710347	-
GCF_010230155.1	2424729	2426240	+
GCF_010230375.1	401899	403410	-
GCF_010230375.1	1226357	1227868	+
GCF_010230375.1	1709689	1711200	+
GCF_010230515.1	346258	347769	-
GCF_010230515.1	1076585	1078096	+
GCF_010230515.1	1543905	1545416	+
GCF_010230725.1	346256	347767	-
GCF_010230725.1	1076581	1078092	+
GCF_010230725.1	1543901	1545412	+
GCF_010230935.1	346255	347766	-
GCF_010230935.1	1076586	1078097	+
GCF_010230935.1	1543906	1545417	+
GCF_010231195.1	346255	347766	-
GCF_010231195.1	1076585	1078096	+
GCF_010231195.1	1543905	1545416	+
GCF_010231335.1	401899	403410	-
GCF_010231335.1	1226365	1227876	+
GCF_010231335.1	1709741	1711252	+
GCF_010509235.1	364848	366359	-
GCF_010509235.1	1041038	1042549	-
GCF_010509235.1	1556440	1557951	+
GCF_014170075.1	140591	142106	-
GCF_014170075.1	836277	837792	+
GCF_014170075.1	1407327	1408842	+
GCF_016697425.1	152798	154309	+
GCF_016697425.1	1695201	1696712	-
GCF_016697425.1	2406588	2408099	+
GCF_017570425.1	376479	377989	-
GCF_017570425.1	1069807	1071318	+
GCF_017570425.1	1573375	1574886	+
GCF_017570485.1	376480	377991	-
GCF_017570485.1	1069810	1071321	+
GCF_017570485.1	1573378	1574889	+
GCF_017570505.1	376480	377991	-
GCF_017570505.1	1069809	1071320	+
GCF_017570505.1	1573375	1574886	+
GCF_017570525.1	376480	377990	-
GCF_017570525.1	1069808	1071319	+
GCF_017570525.1	1573376	1574887	+
GCF_018140615.1	318592	320103	-
GCF_018140615.1	988029	989540	+
GCF_018140615.1	1457874	1459385	+
GCF_018336995.1	401899	403410	-
GCF_018336995.1	1226325	1227836	+
GCF_018336995.1	1709697	1711208	+
GCF_902387255.1	30617	32128	+
GCF_902387255.1	535613	537124	+
GCF_902387255.1	2099736	2101247	-
GCF_000020225.1	320466	321981	-
GCF_000020225.1	989912	991427	+
GCF_000020225.1	1459757	1461272	+
GCF_017504145.1	318684	320195	-
GCF_017504145.1	988119	989629	+
GCF_017504145.1	1457963	1459473	+
