assembly_accession	start	end	orientation
GCF_000940915.1	119994	121538	+
GCF_000940915.1	199373	200917	+
GCF_000940915.1	250907	252451	+
GCF_000940915.1	386358	387902	+
GCF_000940915.1	876184	877728	+
GCF_000940915.1	1004915	1006459	+
GCF_000940915.1	4019459	4021003	-
GCF_000940915.1	4517539	4519083	-
GCF_000940915.1	4601606	4603150	-
GCF_000940915.1	4841509	4843053	-
GCF_000963645.1	2987	4531	-
GCF_000963645.1	130799	132343	+
GCF_000963645.1	356988	358535	+
GCF_000963645.1	456485	458029	+
GCF_000963645.1	868497	870041	+
GCF_000963645.1	4063878	4065425	-
GCF_000963645.1	4192673	4194218	-
GCF_000963645.1	4642408	4643952	-
GCF_000963645.1	4776151	4777695	-
GCF_000963645.1	4827717	4829261	-
GCF_000963645.1	4906559	4908103	-
GCF_001455365.1	85408	86952	+
GCF_001455365.1	340638	342182	+
GCF_001455365.1	424663	426207	+
GCF_001455365.1	856828	858372	+
GCF_001455365.1	4215539	4217083	-
GCF_001455365.1	4347144	4348688	-
GCF_001455365.1	4823012	4824556	-
GCF_001455365.1	4954400	4955944	-
GCF_001455365.1	5005985	5007529	-
GCF_001455365.1	5084048	5085592	-
GCF_001518775.1	85408	86952	+
GCF_001518775.1	340638	342182	+
GCF_001518775.1	424663	426207	+
GCF_001518775.1	856213	857757	+
GCF_001518775.1	4177240	4178784	-
GCF_001518775.1	4308845	4310389	-
GCF_001518775.1	4784826	4786370	-
GCF_001518775.1	4916286	4917830	-
GCF_001518775.1	4967871	4969415	-
GCF_001518775.1	5057206	5058750	-
GCF_001683535.1	101858	103402	+
GCF_001683535.1	313303	314847	+
GCF_001683535.1	397354	398898	+
GCF_001683535.1	828510	830054	+
GCF_001683535.1	4039871	4041415	-
GCF_001683535.1	4171470	4173014	-
GCF_001683535.1	4647350	4648894	-
GCF_001683535.1	4778803	4780347	-
GCF_001683535.1	4830388	4831932	-
GCF_001683535.1	4908451	4909995	-
GCF_001687125.1	65322	66866	+
GCF_001687125.1	319181	320725	+
GCF_001687125.1	404733	406277	+
GCF_001687125.1	899518	901062	+
GCF_001687125.1	3988953	3990497	-
GCF_001687125.1	4133359	4134903	-
GCF_001687125.1	4594314	4595858	-
GCF_001687125.1	4728604	4730148	-
GCF_001687125.1	4781152	4782696	-
GCF_001687125.1	4862802	4864346	-
GCF_001895965.1	43364	44908	+
GCF_001895965.1	123029	124573	+
GCF_001895965.1	174519	176063	+
GCF_001895965.1	313424	314968	+
GCF_001895965.1	769246	770790	+
GCF_001895965.1	898258	899802	+
GCF_001895965.1	3976263	3977807	-
GCF_001895965.1	4403340	4404884	-
GCF_001895965.1	4486546	4488090	-
GCF_001895965.1	4698933	4700477	-
GCF_003014775.1	19071	20615	+
GCF_003014775.1	265794	267338	+
GCF_003014775.1	351902	353447	+
GCF_003014775.1	827416	828960	+
GCF_003014775.1	3960859	3962403	-
GCF_003014775.1	4081033	4082577	-
GCF_003014775.1	4546485	4548029	-
GCF_003014775.1	4681663	4683207	-
GCF_003014775.1	4733237	4734781	-
GCF_003014775.1	4849498	4851042	+
GCF_003491225.1	103402	104945	+
GCF_003491225.1	314818	316361	+
GCF_003491225.1	398841	400385	+
GCF_003491225.1	865379	866922	+
GCF_003491225.1	4247141	4248685	-
GCF_003491225.1	4378745	4380289	-
GCF_003491225.1	4854792	4856335	-
GCF_003491225.1	4986221	4987765	-
GCF_003491225.1	5037805	5039349	-
GCF_003491225.1	5115868	5117412	-
GCF_003491245.1	85963	87507	+
GCF_003491245.1	322927	324471	+
GCF_003491245.1	405556	407100	+
GCF_003491245.1	819400	820944	+
GCF_003491245.1	4015849	4017393	-
GCF_003491245.1	4145362	4146906	-
GCF_003491245.1	4601837	4603381	-
GCF_003491245.1	4738423	4739967	-
GCF_003491245.1	4789942	4791486	-
GCF_003491245.1	4870178	4871722	-
GCF_004296435.1	73953	75497	+
GCF_004296435.1	292440	293984	+
GCF_004296435.1	412356	413900	+
GCF_004296435.1	855942	857486	+
GCF_004296435.1	4077418	4078962	-
GCF_004296435.1	4198377	4199921	-
GCF_004296435.1	4658097	4659641	-
GCF_004296435.1	4791735	4793279	-
GCF_004296435.1	4843196	4844740	-
GCF_004296435.1	4917928	4919472	-
GCF_004684305.1	84940	86489	+
GCF_004684305.1	324419	325969	+
GCF_004684305.1	408972	410519	+
GCF_004684305.1	827975	829524	+
GCF_004684305.1	4226209	4227758	-
GCF_004684305.1	4373630	4375179	-
GCF_004684305.1	4835581	4837130	-
GCF_004684305.1	4971783	4973332	-
GCF_004684305.1	5023330	5024880	-
GCF_004684305.1	5102488	5104037	-
GCF_004684325.1	84940	86484	+
GCF_004684325.1	324420	325963	+
GCF_004684325.1	408974	410518	+
GCF_004684325.1	827964	829508	+
GCF_004684325.1	4197411	4198955	-
GCF_004684325.1	4344834	4346378	-
GCF_004684325.1	4806790	4808334	-
GCF_004684325.1	4942998	4944542	-
GCF_004684325.1	4994547	4996091	-
GCF_004684325.1	5073706	5075250	-
GCF_009791455.1	81032	82576	+
GCF_009791455.1	294869	296413	+
GCF_009791455.1	382123	383667	+
GCF_009791455.1	814430	815974	+
GCF_009791455.1	3992865	3994409	-
GCF_009791455.1	4138210	4139754	-
GCF_009791455.1	4595864	4597408	-
GCF_009791455.1	4726598	4728142	-
GCF_009791455.1	4778124	4779668	-
GCF_009791455.1	4852080	4853624	-
GCF_011602425.1	127072	128616	+
GCF_011602425.1	382302	383846	+
GCF_011602425.1	466327	467871	+
GCF_011602425.1	897556	899100	+
GCF_011602425.1	4218388	4219932	-
GCF_011602425.1	4349993	4351537	-
GCF_011602425.1	4825918	4827462	-
GCF_011602425.1	4957342	4958886	-
GCF_011602425.1	5008927	5010471	-
GCF_011602425.1	5098205	5099749	-
GCF_012273595.1	10244	11788	+
GCF_012273595.1	2931704	2933248	-
GCF_012273595.1	3343336	3344880	-
GCF_012273595.1	3425170	3426714	-
GCF_012273595.1	3643015	3644559	-
GCF_012273595.1	3688133	3689677	-
GCF_012273595.1	3796272	3797816	+
GCF_012273595.1	3874999	3876543	+
GCF_012273595.1	4014523	4016067	+
GCF_012273595.1	4443505	4445049	+
GCF_014161955.1	87955	89499	+
GCF_014161955.1	300342	301886	+
GCF_014161955.1	405928	407472	+
GCF_014161955.1	866441	867985	+
GCF_014161955.1	4041840	4043384	-
GCF_014161955.1	4170851	4172395	-
GCF_014161955.1	4626570	4628123	-
GCF_014161955.1	4765501	4767045	-
GCF_014161955.1	4816996	4818540	-
GCF_014161955.1	4896661	4898205	-
GCF_014169715.1	73953	75497	+
GCF_014169715.1	292440	293984	+
GCF_014169715.1	412356	413900	+
GCF_014169715.1	855942	857486	+
GCF_014169715.1	4077418	4078962	-
GCF_014169715.1	4198377	4199921	-
GCF_014169715.1	4658097	4659641	-
GCF_014169715.1	4791735	4793279	-
GCF_014169715.1	4843196	4844740	-
GCF_014169715.1	4917928	4919472	-
GCF_014679585.1	84514	86057	+
GCF_014679585.1	325015	326559	+
GCF_014679585.1	782512	784055	+
GCF_014679585.1	940237	941780	+
GCF_014679585.1	4246867	4248411	-
GCF_014679585.1	4684778	4686321	-
GCF_014679585.1	4773278	4774822	-
GCF_014679585.1	4906303	4907849	-
GCF_014679585.1	4957761	4959304	-
GCF_014679585.1	5035290	5036833	-
GCF_016026875.1	61508	63052	-
GCF_016026875.1	146139	147683	-
GCF_016026875.1	380849	382393	-
GCF_016026875.1	457633	459177	-
GCF_016026875.1	577781	579325	+
GCF_016026875.1	629254	630798	+
GCF_016026875.1	762531	764075	+
GCF_016026875.1	1221597	1223141	+
GCF_016026875.1	1350615	1352159	+
GCF_016026875.1	4312540	4314084	-
GCF_016592295.1	97816	99360	+
GCF_016592295.1	306823	308367	+
GCF_016592295.1	390482	392026	+
GCF_016592295.1	803963	805507	+
GCF_016592295.1	4069213	4070757	-
GCF_016592295.1	4191352	4192896	-
GCF_016592295.1	4652004	4653548	-
GCF_016592295.1	4787650	4789194	-
GCF_016592295.1	4839196	4840740	-
GCF_016592295.1	4919193	4920737	-
GCF_017310075.1	388406	389924	+
GCF_017310075.1	793541	795069	+
GCF_017310075.1	4677644	4679188	-
GCF_017310115.1	76501	78045	+
GCF_017310115.1	394459	396003	+
GCF_017310115.1	803176	804720	+
GCF_017310115.1	3859996	3861540	-
GCF_017310115.1	3989123	3990667	-
GCF_017310115.1	4445993	4447531	-
GCF_017310115.1	4579757	4581301	-
GCF_017310115.1	4631225	4632769	-
GCF_017310135.1	76501	78045	+
GCF_017310135.1	128035	129577	+
GCF_017310135.1	262216	263760	+
GCF_017310135.1	718938	720482	+
GCF_017310135.1	848065	849609	+
GCF_017310135.1	3903115	3904659	-
GCF_017310135.1	4311840	4313385	-
GCF_017310135.1	4393980	4395524	-
GCF_017310135.1	4710065	4711609	-
GCF_017310155.1	313270	314814	+
GCF_017310155.1	395668	397212	+
GCF_017310155.1	804005	805549	+
GCF_017310155.1	3858642	3860186	-
GCF_017310155.1	3987722	3989266	-
GCF_017310155.1	4444680	4446224	-
GCF_017310155.1	4579022	4580566	-
GCF_017310155.1	4630609	4632153	-
GCF_017310195.1	76501	78045	+
GCF_017310195.1	155815	157359	+
GCF_017310195.1	207326	208870	+
GCF_017310195.1	341573	343117	+
GCF_017310195.1	798422	799966	+
GCF_017310195.1	927512	929056	+
GCF_017310195.1	3988356	3989900	-
GCF_017310195.1	4397449	4398993	-
GCF_017310195.1	4479793	4481337	-
GCF_017310195.1	4722031	4723575	-
GCF_017310215.1	76501	78045	+
GCF_017310215.1	155815	157359	+
GCF_017310215.1	207326	208870	+
GCF_017310215.1	341590	343134	+
GCF_017310215.1	798432	799976	+
GCF_017310215.1	927522	929066	+
GCF_017310215.1	3989194	3990738	-
GCF_017310215.1	4398269	4399813	-
GCF_017310215.1	4480613	4482157	-
GCF_017310215.1	4722772	4724316	-
GCF_002850695.3	93584	95134	+
GCF_002850695.3	303182	304732	+
GCF_002850695.3	404073	405623	+
GCF_002850695.3	830163	831716	+
GCF_002850695.3	969702	971255	+
GCF_002850695.3	4241910	4243463	-
GCF_002850695.3	4712255	4713808	-
GCF_002850695.3	4850506	4852059	-
GCF_002850695.3	4902014	4903564	-
GCF_002850695.3	4979265	4980818	-
GCF_000014805.1	85173	86717	+
GCF_000014805.1	163371	164915	+
GCF_000014805.1	214906	216450	+
GCF_000014805.1	349945	351489	+
GCF_000014805.1	803842	805386	+
GCF_000014805.1	933019	934563	+
GCF_000014805.1	3955212	3956756	-
GCF_000014805.1	4369879	4371423	-
GCF_000014805.1	4452901	4454445	-
GCF_000014805.1	4701330	4702874	-
GCF_000401555.1	106188	107732	+
GCF_000401555.1	184252	185796	+
GCF_000401555.1	235967	237511	+
GCF_000401555.1	367522	369066	+
GCF_000401555.1	843420	844964	+
GCF_000401555.1	975025	976569	+
GCF_000401555.1	4229708	4231252	-
GCF_000401555.1	4685795	4687339	-
GCF_000401555.1	4769822	4771366	-
GCF_000401555.1	4981186	4982730	-
GCF_000633175.1	106186	107730	+
GCF_000633175.1	184248	185792	+
GCF_000633175.1	235803	237347	+
GCF_000633175.1	367289	368833	+
GCF_000633175.1	843174	844718	+
GCF_000633175.1	974729	976273	+
GCF_000633175.1	4229122	4230666	-
GCF_000633175.1	4685201	4686745	-
GCF_000633175.1	4769213	4770757	-
GCF_000633175.1	4980549	4982093	-
GCF_000512185.1	77302	78846	+
GCF_000512185.1	125458	127002	+
GCF_000512185.1	669250	670794	+
GCF_000512185.1	821162	822706	+
GCF_000512185.1	3684191	3685735	-
GCF_000512185.1	4102305	4103849	-
GCF_000512185.1	4183038	4184582	-
GCF_000512185.1	4405596	4407140	-
GCF_000512185.1	4484495	4486039	-
GCF_001019645.1	85408	86952	+
GCF_001019645.1	296806	298350	+
GCF_001019645.1	380856	382400	+
GCF_001019645.1	811598	813142	+
GCF_001019645.1	4213301	4214845	-
GCF_001019645.1	4344942	4346486	-
GCF_001019645.1	4820896	4822440	-
GCF_001019645.1	4952375	4953919	-
GCF_001019645.1	5003960	5005504	-
GCF_001019645.1	5082024	5083568	-
GCF_000635955.1	106188	107732	+
GCF_000635955.1	184250	185794	+
GCF_000635955.1	235803	237347	+
GCF_000635955.1	367291	368835	+
GCF_000635955.1	843154	844698	+
GCF_000635955.1	974711	976255	+
GCF_000635955.1	4229085	4230629	-
GCF_000635955.1	4685161	4686705	-
GCF_000635955.1	4769173	4770717	-
GCF_000635955.1	4980518	4982062	-
GCF_000819505.1	85409	86953	+
GCF_000819505.1	296789	298333	+
GCF_000819505.1	380814	382358	+
GCF_000819505.1	811830	813374	+
GCF_000819505.1	4089092	4090637	-
GCF_000819505.1	4220661	4222206	-
GCF_000819505.1	4696415	4697959	-
GCF_000819505.1	4827931	4829473	-
GCF_000819505.1	4879475	4881019	-
GCF_000819505.1	4957499	4959043	-
GCF_000612075.2	246441	247985	-
GCF_000612075.2	692404	693948	-
GCF_000612075.2	789242	790786	-
GCF_000612075.2	1052581	1054125	-
GCF_000612075.2	1180301	1181845	+
GCF_000612075.2	1259431	1260975	+
GCF_000612075.2	1310928	1312472	+
GCF_000612075.2	1450281	1451825	+
GCF_000612075.2	1926593	1928137	+
GCF_000612075.2	2052510	2054054	+
