assembly_accession	start	end	orientation
GCF_009017435.1	231294	232842	+
GCF_009017435.1	279729	281277	+
GCF_009017475.1	231293	232841	+
GCF_009017475.1	279728	281276	+
GCF_900291945.1	231211	232758	+
GCF_900291945.1	279621	281168	+
GCF_900298965.1	231207	232754	+
GCF_900298965.1	279618	281165	+
GCF_001628695.1	94757	96305	+
GCF_001655235.1	231224	232772	+
GCF_001655235.1	279659	281207	+
GCF_001655275.1	231224	232772	+
GCF_001655275.1	279659	281207	+
GCF_001655315.1	230118	231666	+
GCF_001655315.1	278553	280101	+
GCF_001655355.1	231162	232710	+
GCF_001655355.1	279597	281145	+
GCF_001655395.1	231301	232849	+
GCF_001655395.1	279736	281284	+
GCF_001655435.1	231316	232864	+
GCF_001655435.1	279751	281299	+
GCF_001655475.1	231297	232845	+
GCF_001655475.1	279732	281280	+
GCF_001655515.1	231297	232845	+
GCF_001655515.1	279732	281280	+
GCF_001655555.1	231293	232841	+
GCF_001655555.1	279728	281276	+
GCF_001712895.1	231295	232843	+
GCF_001712895.1	279730	281278	+
GCF_001712915.1	231297	232845	+
GCF_001712915.1	279732	281280	+
GCF_001712935.1	231282	232845	+
GCF_001712935.1	279717	281280	+
GCF_001712955.1	231295	232843	+
GCF_001712955.1	279730	281278	+
GCF_001712975.1	231283	232846	+
GCF_001712975.1	279718	281281	+
GCF_001712995.1	231282	232845	+
GCF_001712995.1	279716	281279	+
GCF_001713015.1	231283	232846	+
GCF_001713015.1	279718	281281	+
GCF_001713035.1	231283	232846	+
GCF_001713035.1	279718	281281	+
GCF_001713055.1	231297	232845	+
GCF_001713055.1	279731	281279	+
GCF_001713075.1	231299	232847	+
GCF_001713075.1	279734	281282	+
GCF_001713095.1	231299	232847	+
GCF_001713095.1	279734	281282	+
GCF_001713115.1	231294	232842	+
GCF_001713115.1	279729	281277	+
GCF_001713135.1	231293	232841	+
GCF_001713135.1	279728	281276	+
GCF_001713155.1	231293	232841	+
GCF_001713155.1	279728	281276	+
GCF_001713175.1	231294	232842	+
GCF_001713175.1	279729	281277	+
GCF_001713195.1	231295	232843	+
GCF_001713195.1	279730	281278	+
GCF_001713215.1	231298	232846	+
GCF_001713215.1	279733	281281	+
GCF_001713235.1	231296	232844	+
GCF_001713235.1	279731	281279	+
GCF_001713255.1	231299	232847	+
GCF_001713255.1	279734	281282	+
GCF_001713275.1	231297	232845	+
GCF_001713275.1	279732	281280	+
GCF_001713295.1	231292	232840	+
GCF_001713295.1	279727	281275	+
GCF_001713315.1	231300	232848	+
GCF_001713315.1	279735	281283	+
GCF_001713335.1	231298	232846	+
GCF_001713335.1	279733	281281	+
GCF_001761515.1	231296	232844	+
GCF_001761515.1	279731	281279	+
GCF_001761565.1	231288	232851	+
GCF_001761565.1	279723	281286	+
GCF_001941545.1	231311	232859	+
GCF_001941545.1	279746	281294	+
GCF_003055985.1	231301	232849	+
GCF_003055985.1	279736	281284	+
GCF_003627115.1	231306	232854	+
GCF_003627115.1	279751	281299	+
GCF_005311045.1	231283	232846	+
GCF_005311045.1	279718	281281	+
GCF_005311065.1	231241	232804	+
GCF_005311065.1	279676	281239	+
GCF_005311085.1	231240	232803	+
GCF_005311085.1	279675	281238	+
GCF_005311105.1	231235	232798	+
GCF_005311105.1	279686	281249	+
GCF_005311125.1	231239	232802	+
GCF_005311125.1	279674	281237	+
GCF_005311145.1	231285	232848	+
GCF_005311145.1	279720	281283	+
GCF_005311165.1	231283	232846	+
GCF_005311165.1	279718	281281	+
GCF_005311185.1	231285	232848	+
GCF_005311185.1	279720	281283	+
GCF_005311205.1	231283	232846	+
GCF_005311205.1	279718	281281	+
GCF_005311445.1	231233	232796	+
GCF_005311445.1	279668	281231	+
GCF_005341485.1	231284	232847	+
GCF_005341485.1	279719	281282	+
GCF_005408385.1	231284	232847	+
GCF_005408385.1	279719	281282	+
GCF_005408405.1	231283	232846	+
GCF_005408405.1	279718	281281	+
GCF_005885795.1	231284	232847	+
GCF_005885795.1	279719	281282	+
GCF_015239355.1	279732	281280	+
GCF_002271195.1	231197	232760	+
GCF_002271195.1	279599	281162	+
GCF_002271235.1	231197	232760	+
GCF_002271235.1	279599	281162	+
GCF_003076575.1	231209	232757	+
GCF_003076575.1	279621	281169	+
GCF_003611295.1	231228	232776	+
GCF_003611295.1	279630	281178	+
GCF_003611315.1	231226	232774	+
GCF_003611315.1	279628	281176	+
GCF_003952805.1	231211	232759	+
GCF_003952805.1	279613	281161	+
GCF_004194495.1	231193	232756	+
GCF_004194495.1	279604	281167	+
GCF_000008605.1	230101	231648	+
GCF_000008605.1	278534	280082	+
GCF_000017825.1	231284	232831	+
GCF_000017825.1	279717	281265	+
GCF_000410555.1	231297	232845	+
GCF_000410555.1	279732	281280	+
GCF_000246755.1	230867	232415	+
GCF_000246755.1	279269	280817	+
GCF_000246775.1	231203	232751	+
GCF_000246775.1	279615	281163	+
GCF_000246795.1	231173	232721	+
GCF_000246795.1	279577	281125	+
GCF_000246815.1	231309	232857	+
GCF_000246815.1	279744	281292	+
GCF_000024485.1	231321	232869	+
GCF_000024485.1	279756	281304	+
GCF_000304295.1	231285	232848	+
GCF_000304295.1	279730	281293	+
GCF_000387485.1	231210	232758	+
GCF_000387485.1	279622	281170	+
GCF_000813285.1	231212	232760	+
GCF_000813285.1	279623	281171	+
