assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000743015.1	NZ_CP008926.1	1004610	39610	0.0939825205213247	-0.0880071942903422	-8300.643659497204	192.0651495479017	1844804
GCF_000767505.1	NZ_CP007240.1	2450	852800	0.0935874395778552	-0.0848208074172062	-4.703721011906483	7954.282183546228	1709790
GCF_000772185.1	NZ_CP009612.1	1943350	926410	0.0963960053633855	-0.0927999800448583	-495.5077131741076	8949.691625883359	1944537
GCF_000772245.1	NZ_CP007241.1	2450	967130	0.0964867165587577	-0.0861269530035962	-3.8991348295767785	9303.98994507654	1796152
GCF_000993765.1	NZ_CP007537.1	2450	941740	0.0951542222489608	-0.0869462495391423	-4.872665122777597	8933.301967581063	1908294
GCF_001014305.1	NZ_CP011415.1	1060	927590	0.0932945723982234	-0.0865402338285352	-4.131582754558623	8646.087982987383	1811968
GCF_001019675.1	NZ_CP007561.1	1789520	835910	0.0948307953362444	-0.0858643080545035	-244.13055506831984	7947.771243718596	1791306
GCF_001019695.1	NZ_CP007562.1	2450	848020	0.0945288068642999	-0.0847313529127294	-4.680738988918452	7988.408740430596	1702054
GCF_001020185.2	NZ_CP011535.2	2420	980190	0.1013488243790234	-0.0842707225203404	-3.6653228501041903	9909.106366841685	1896976
GCF_001021955.1	NZ_CP008776.1	2450	941410	0.0957519767194246	-0.0851789336370176	-4.872665122777602	8985.863499642404	1829516
GCF_001023495.1	NZ_CP011068.1	1945990	898790	0.0944401143841876	-0.0977938709402693	-1710.576392998919	8543.921445196936	1950454
GCF_001039695.1	NZ_HG316453.1	2420	890680	0.0947711937482315	-0.0853923838453064	-4.659596101950799	8413.500089020381	1726248
GCF_001051095.1	NZ_CP012045.1	1941600	920720	0.09256506493563	-0.0938279768391163	-1039.2129989801824	8543.347184904203	1943415
GCF_001267805.1	NZ_CP010449.1	1948650	920950	0.0960088434975947	-0.0905670354457361	-448.16618133085456	8863.779836666235	1950469
GCF_001267845.1	NZ_CP010450.1	2450	872100	0.0929818517562149	-0.0858717877262949	-4.563842675876134	8081.625180629491	1791401
GCF_001535565.1	NZ_CP014139.1	2450	975660	0.1047528464396782	-0.086020198459386	-3.184439065722333	10191.47886849368	1878699
GCF_001547835.1	NZ_AP014585.1	2420	890510	0.0930070148700933	-0.0861451644307346	-5.505538538965806	8254.362990627755	1744827
GCF_001559175.2	NZ_CP014027.2	765710	1684350	0.089480391609265	-0.0932456958201724	-7200.930489677107	1019.1017788134156	1839644
GCF_001620285.1	NZ_CP013672.1	1858770	917500	0.0831589332408456	-0.0871953877983113	-562.722693393874	7649.498931839917	1860554
GCF_001635895.1	NZ_CP013838.1	2450	959530	0.0961180411514629	-0.0849275008521153	-3.671011048550132	9196.614210352684	1786874
GCF_001635935.1	NZ_CP013839.1	2450	876390	0.0943543676439568	-0.0857752148581168	-3.6710110485501386	8242.968211952848	1709394
GCF_001635975.1	NZ_CP013840.1	2450	910300	0.0938134403029929	-0.0859559204367539	-3.671011048550134	8513.195796100552	1741348
GCF_001638845.2	NZ_CP015238.2	2450	922520	0.0926751202358599	-0.0828560782324052	-4.060573726677974	8522.704778575677	1765123
GCF_001640945.2	NZ_CP014278.2	72860	1000810	0.0945172735086794	-0.0846256308144869	-440.73619638467824	8330.013926839112	1811936
GCF_001678885.1	NZ_CP011069.1	1861300	897520	0.0950292630863011	-0.0900360295664716	-137.11755472856262	8551.410990573182	1862487
GCF_002055535.1	NZ_LN831034.1	860	974510	0.0946424195321023	-0.0875432426940584	-6.909308057128714	9214.473851545465	1914862
GCF_002163545.1	NZ_CP014542.1	2450	958530	0.0937506198587886	-0.0873372675289632	-4.485692043081294	8958.829167456795	1890465
