assembly_accession	start	end	orientation
GCF_000743015.1	398197	399745	-
GCF_000743015.1	730533	732081	-
GCF_000743015.1	1019230	1020778	+
GCF_000743015.1	1025230	1026779	+
GCF_000743015.1	1082525	1084073	+
GCF_000743015.1	1259698	1261246	+
GCF_000767505.1	17066	18614	+
GCF_000767505.1	23068	24616	+
GCF_000767505.1	79967	81515	+
GCF_000767505.1	255143	256691	+
GCF_000767505.1	1189216	1190764	-
GCF_000767505.1	1434969	1436517	-
GCF_000772185.1	17038	18588	+
GCF_000772185.1	23042	24590	+
GCF_000772185.1	79625	81173	+
GCF_000772185.1	271565	273113	+
GCF_000772185.1	1345846	1347394	-
GCF_000772185.1	1679981	1681529	-
GCF_000772245.1	17068	18616	+
GCF_000772245.1	23069	24617	+
GCF_000772245.1	79355	80903	+
GCF_000772245.1	268678	270226	+
GCF_000772245.1	1280894	1282442	-
GCF_000772245.1	1530187	1531735	-
GCF_000993765.1	17067	18622	+
GCF_000993765.1	73904	75459	+
GCF_000993765.1	258979	260534	+
GCF_000993765.1	505904	507459	+
GCF_000993765.1	1649520	1651075	-
GCF_001014305.1	18124	19672	+
GCF_001014305.1	24125	25673	+
GCF_001014305.1	81893	83441	+
GCF_001014305.1	257342	258890	+
GCF_001014305.1	1268844	1270392	-
GCF_001014305.1	1555248	1556796	-
GCF_001019675.1	17038	18586	+
GCF_001019675.1	23040	24588	+
GCF_001019675.1	79929	81477	+
GCF_001019675.1	271089	272637	+
GCF_001019675.1	521861	523409	+
GCF_001019675.1	1509172	1510720	-
GCF_001019695.1	17069	18617	+
GCF_001019695.1	23070	24618	+
GCF_001019695.1	79961	81509	+
GCF_001019695.1	255041	256589	+
GCF_001019695.1	500823	502371	+
GCF_001019695.1	1444757	1446305	-
GCF_001020185.2	17038	18586	+
GCF_001020185.2	23039	24587	+
GCF_001020185.2	79328	80876	+
GCF_001020185.2	268439	269987	+
GCF_001020185.2	517717	519265	+
GCF_001020185.2	1608255	1609803	-
GCF_001021955.1	17066	18621	+
GCF_001021955.1	73871	75426	+
GCF_001021955.1	258884	260439	+
GCF_001021955.1	547914	549469	+
GCF_001021955.1	1570933	1572488	-
GCF_001023495.1	17038	18586	+
GCF_001023495.1	23041	24589	+
GCF_001023495.1	79325	80873	+
GCF_001023495.1	268418	269966	+
GCF_001023495.1	1413006	1414554	-
GCF_001023495.1	1662268	1663816	-
GCF_001039695.1	17036	18584	+
GCF_001039695.1	23037	24585	+
GCF_001039695.1	79658	81206	+
GCF_001039695.1	269093	270641	+
GCF_001039695.1	1213689	1215236	-
GCF_001039695.1	1460672	1462220	-
GCF_001051095.1	17035	18583	+
GCF_001051095.1	23036	24583	+
GCF_001051095.1	79837	81385	+
GCF_001051095.1	289639	291187	+
GCF_001051095.1	1373965	1375513	-
GCF_001051095.1	1709474	1711018	-
GCF_001267805.1	17071	18619	+
GCF_001267805.1	23071	24619	+
GCF_001267805.1	79687	81235	+
GCF_001267805.1	270037	271585	+
GCF_001267805.1	520637	522185	+
GCF_001267805.1	1688890	1690438	-
GCF_001267845.1	17068	18616	+
GCF_001267845.1	23069	24617	+
GCF_001267845.1	79684	81232	+
GCF_001267845.1	256270	257818	+
GCF_001267845.1	1230892	1232440	-
GCF_001267845.1	1518639	1520187	-
GCF_001535565.1	17069	18617	+
GCF_001535565.1	23069	24617	+
GCF_001535565.1	79357	80905	+
GCF_001535565.1	267867	269415	+
GCF_001535565.1	517137	518685	+
GCF_001535565.1	1604235	1605783	-
GCF_001547835.1	17039	18587	+
GCF_001547835.1	23040	24590	+
GCF_001547835.1	79842	81391	+
GCF_001547835.1	264966	266513	+
GCF_001547835.1	1243288	1244836	-
GCF_001547835.1	1491544	1493092	-
GCF_001559175.2	475576	477131	-
GCF_001559175.2	685413	686968	-
GCF_001559175.2	742217	743772	-
GCF_001559175.2	748218	749773	-
GCF_001559175.2	1000459	1002014	+
GCF_001559175.2	1289500	1291055	+
GCF_001620285.1	17065	18613	+
GCF_001620285.1	23066	24614	+
GCF_001620285.1	79965	81513	+
GCF_001620285.1	263265	264813	+
GCF_001620285.1	1338465	1340013	-
GCF_001620285.1	1589289	1590837	-
GCF_001635895.1	17066	18614	+
GCF_001635895.1	73682	75230	+
