assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000691565.1	NZ_CP007620.1	6450850	3189570	0.026485015808167	-0.0257565287751606	-6.2405960566920085	8393.69592197118	6484062
GCF_001515585.1	NZ_CP014343.1	9380	2835820	0.0349058757477712	-0.0315615842756687	-23.012788610449395	9842.934285577152	5715815
GCF_001630725.2	NZ_CP050951.1	2740	3468570	0.03021049108142	-0.0311924062292163	-4.460920396819302	10465.98867657672	6656695
GCF_001636055.1	NZ_CP011789.1	468670	3356210	0.0343208054128692	-0.0342459882347956	-1551.7621710872838	8372.006534697697	5808624
GCF_001886975.1	NZ_CP017073.1	6011960	2835050	0.0338132998241651	-0.0317914607492434	-482.2039346460939	9623.12954608274	6031212
GCF_001908395.1	NZ_CP018743.1	6119050	3032100	0.0248288746634121	-0.0283195122342692	-1230.8149329016674	7511.297591502502	6267580
GCF_002356095.1	NZ_AP015029.1	6575330	3108610	0.0298767972899392	-0.0309198222905136	-1433.439840827592	9285.603654439628	6583377
GCF_002736045.1	NZ_CP024086.1	6158910	2985100	0.0314542568122072	-0.0312248184625629	-482.8568031189324	9427.314396237913	6180967
GCF_002736125.1	NZ_CP024085.1	6071190	3074140	0.0301453057505668	-0.0315375940225985	-153.56884723272637	9298.409385651636	6093023
GCF_003228315.1	NZ_CP029693.1	4236330	854820	0.0288731650273797	-0.0305001624170543	-8237.967069090118	2075.71825513993	6845198
GCF_003290365.1	NZ_CP030750.1	9300	2949590	0.0359166316711813	-0.0339483443185279	-14.037813913138084	10546.501557643916	5848357
GCF_003671955.1	NZ_CP022561.1	10080	2980890	0.0353317673539126	-0.0319906081559363	-5.218233384418991	10491.194375306362	6011680
GCF_005080685.1	NZ_CP039371.1	6475550	3105340	0.0299422375492199	-0.0279351768741027	-102.12321020880552	9312.682088366386	6495886
GCF_007833495.1	NZ_CP022560.1	1660030	4800410	0.031022963874864	-0.0302474020325863	-4550.896548079967	5192.353089626466	6368486
GCF_008605605.1	NZ_CP043835.1	5396460	2731150	0.0262199022500105	-0.0288768084716983	-520.3338715053887	7176.235807431219	5413503
GCF_009883635.2	NZ_CP026115.2	2644820	5803960	0.0317754616177156	-0.0286052335816343	-7436.624972493258	2601.7027627764	6190190
GCF_009938035.1	NZ_AP022324.1	512030	3319950	0.0320245349960347	-0.0321378010830388	-1384.8446645083336	7607.401509019056	5681150
GCF_013305625.1	NZ_CP045551.1	3530	3054550	0.0338204838080045	-0.0315954738468365	-0.5177000352125064	10318.184920671356	6165619
GCF_013425825.1	NZ_CP059052.1	6336680	3238020	0.0311893359169268	-0.0336097726096819	-313.89281454284105	10100.641894505494	6337358
GCF_014076515.1	NZ_CP043576.1	1729010	4685490	0.0347755011454583	-0.0315921239091571	-5390.02476700339	4891.290662812623	6045913
GCF_014162535.1	NZ_AP022227.1	5553650	2759570	0.0326559087014291	-0.0359388319939522	-1000.2851895677333	9041.31941371003	5575079
GCF_014169055.1	NZ_AP022055.1	6030	2669710	0.0354202199705739	-0.0326994095270412	-11.643065929926156	9423.17732145564	5467790
GCF_014217705.1	NZ_CP046872.1	5925220	3006850	0.030155488314449	-0.0333696510603955	-622.8079636352637	9115.702225367577	5952420
GCF_014726755.1	NZ_CP060529.1	6290	3088470	0.0321121114840513	-0.0315721295111858	-4.2315141489427655	9893.32887575438	5793382
GCF_014764425.1	NZ_CP061723.1	3230	3337630	0.030150011496206	-0.0304857425830477	-5.397690831900704	10047.827448276455	6511858
GCF_016406145.1	NZ_CP066306.1	3610	2908040	0.0310774207818473	-0.0308352968834363	-3.682675131644879	9022.545420621596	5774421
GCF_018141045.1	NZ_CP047311.1	6025160	2818920	0.0354580856331535	-0.03304305533157	-529.9570831299505	10064.445324417804	6053381
GCF_900636645.1	NZ_LR134299.1	3190	2876010	0.0352549663697768	-0.0307702112504256	-3.9178434291991655	10124.204744361814	6134366
GCF_000019125.1	NC_010322.1	6050510	2926220	0.033250563237015	-0.0327293211672389	-487.1873010506199	9741.963998548612	6078430
GCF_000264665.3	NC_017986.1	2715480	5880960	0.0342689850003631	-0.0320658173374059	-8657.627686634327	2190.1624374681223	6085449
GCF_000016865.1	NC_009512.1	5922880	2791870	0.0324466714578205	-0.0327644134299067	-1109.0080779448033	9160.446267221918	5959964
GCF_000019445.1	NC_010501.1	3610	2908010	0.0310740984577565	-0.030836291294153	-3.682675131644882	9021.48725255045	5774330
GCF_000183645.1	NC_017530.1	5723870	2824750	0.03207815742017	-0.0319781783538786	-207.5225143987476	9067.403896140238	5731541
GCF_000219705.1	NC_015733.1	5972490	2974770	0.0272052485865427	-0.0296976039190284	-784.3474226747801	8118.803660014778	5984790
GCF_001767335.1	NZ_CP016212.1	2830	3035330	0.0318351838580895	-0.0326609874439147	0.0677290836653386	9654.229479388703	5846746
GCF_000271965.2	NZ_CP015876.1	10130	3113250	0.0340411750961787	-0.0306671959363665	-4.318633312390533	10559.076790501658	6077201
GCF_000412675.1	NC_021505.1	6136060	2985530	0.030570984769355	-0.030570808127327	-476.25034990693047	9155.203055500671	6156701
GCF_000495455.2	NZ_CP009974.1	2123760	4935530	0.0323928942728315	-0.0326621316446939	-7181.649983942789	1926.4993302402047	5798534
GCF_000325725.1	NC_019905.1	5872210	2860170	0.0241327902500418	-0.0309989416392231	-2427.758349655015	6909.252190250253	5875750
GCF_000410575.1	NC_021491.1	3880	3564290	0.0290168785305359	-0.0297646051757151	-19.64836481750965	10311.561810847645	6870827
GCF_000498395.2	NZ_CP010979.1	5073800	1741830	0.031687887638558	-0.0279807271128316	-3526.5414451025376	5797.5505541852335	6621848
