assembly_accession	start	end	orientation
GCF_000691565.1	500318	501854	+
GCF_000691565.1	670940	672475	+
GCF_000691565.1	2291100	2292636	+
GCF_000691565.1	4935834	4937372	-
GCF_000691565.1	5396230	5397766	-
GCF_001515585.1	795037	796573	+
GCF_001515585.1	1377680	1379216	+
GCF_001515585.1	1930905	1932441	+
GCF_001515585.1	4861641	4863177	-
GCF_001515585.1	4981343	4982879	-
GCF_001515585.1	5188595	5190131	-
GCF_001515585.1	5560215	5561751	-
GCF_001630725.2	186360	187896	+
GCF_001630725.2	191773	193309	+
GCF_001630725.2	628069	629605	+
GCF_001630725.2	807227	808763	+
GCF_001630725.2	2058234	2059770	+
GCF_001630725.2	5303094	5304630	-
GCF_001630725.2	5787852	5789388	-
GCF_001636055.1	368503	370039	-
GCF_001636055.1	1023443	1024979	+
GCF_001636055.1	1342058	1343594	+
GCF_001636055.1	1941372	1942908	+
GCF_001636055.1	4252126	4253662	-
GCF_001636055.1	5491648	5493184	-
GCF_001886975.1	195764	197300	+
GCF_001886975.1	201171	202707	+
GCF_001886975.1	551866	553402	+
GCF_001886975.1	739491	741027	+
GCF_001886975.1	1984706	1986242	+
GCF_001886975.1	4649862	4651398	-
GCF_001886975.1	5215521	5217057	-
GCF_001908395.1	1306388	1307924	+
GCF_001908395.1	1674238	1675774	+
GCF_001908395.1	1854227	1855763	+
GCF_001908395.1	4698919	4700455	-
GCF_001908395.1	5227041	5228577	-
GCF_001908395.1	6265993	6267529	+
GCF_002356095.1	125823	127359	+
GCF_002356095.1	131268	132804	+
GCF_002356095.1	533242	534778	+
GCF_002356095.1	783881	785417	+
GCF_002356095.1	2156401	2157937	+
GCF_002356095.1	5136424	5137960	-
GCF_002356095.1	5616207	5617743	-
GCF_002736045.1	139794	141331	+
GCF_002736045.1	145230	146767	+
GCF_002736045.1	550672	552209	+
GCF_002736045.1	730452	731989	+
GCF_002736045.1	4123385	4124922	-
GCF_002736045.1	4774420	4775957	-
GCF_002736045.1	5316017	5317554	-
GCF_002736125.1	182226	183763	+
GCF_002736125.1	187660	189197	+
GCF_002736125.1	564368	565905	+
GCF_002736125.1	742712	744249	+
GCF_002736125.1	1935858	1937395	+
GCF_002736125.1	4732657	4734194	-
GCF_002736125.1	5191704	5193241	-
GCF_003228315.1	2424979	2426515	-
GCF_003228315.1	2856736	2858272	-
GCF_003228315.1	3315032	3316568	-
GCF_003228315.1	3645499	3647035	-
GCF_003228315.1	4345367	4346903	+
GCF_003228315.1	4929591	4931127	+
GCF_003290365.1	511555	513088	+
GCF_003290365.1	831290	832826	+
GCF_003290365.1	1442550	1444085	+
GCF_003290365.1	3774942	3776478	-
GCF_003290365.1	5055643	5057178	-
GCF_003290365.1	5725829	5727363	-
GCF_003671955.1	123000	124536	+
GCF_003671955.1	128415	129951	+
GCF_003671955.1	134043	135579	+
GCF_003671955.1	502986	504522	+
GCF_003671955.1	682190	683726	+
GCF_003671955.1	1306418	1307954	+
GCF_003671955.1	3966415	3967951	-
GCF_003671955.1	5177277	5178813	-
GCF_005080685.1	203210	204746	+
GCF_005080685.1	561388	562924	+
GCF_005080685.1	916703	918239	+
GCF_005080685.1	1375803	1377339	+
GCF_005080685.1	4454619	4456155	-
GCF_005080685.1	5778641	5780177	-
GCF_007833495.1	897279	898816	-
GCF_007833495.1	1109672	1111209	-
GCF_007833495.1	1480053	1481590	-
GCF_007833495.1	1485496	1487033	-
GCF_007833495.1	2550526	2552063	+
GCF_007833495.1	3035482	3037019	+
GCF_007833495.1	5985074	5986611	-
GCF_008605605.1	185539	187075	+
GCF_008605605.1	190945	192481	+
GCF_008605605.1	573133	574669	+
GCF_008605605.1	759325	760861	+
GCF_008605605.1	3412343	3413879	-
GCF_008605605.1	4021427	4022963	-
GCF_008605605.1	4479584	4481120	-
GCF_009883635.2	570021	571557	-
GCF_009883635.2	1889705	1891241	-
GCF_009883635.2	2498871	2500407	-
GCF_009883635.2	2504285	2505821	-
GCF_009883635.2	3181538	3183074	+
GCF_009883635.2	3446794	3448330	+
GCF_009883635.2	3907338	3908874	+
GCF_009938035.1	665175	666712	+
GCF_009938035.1	670580	672116	+
GCF_009938035.1	1035992	1037528	+
GCF_009938035.1	1209277	1210813	+
GCF_009938035.1	2448582	2450118	+
GCF_009938035.1	4813972	4815508	-
GCF_009938035.1	5302685	5304221	-
GCF_013305625.1	189660	191197	+
GCF_013305625.1	195075	196612	+
GCF_013305625.1	559237	560774	+
GCF_013305625.1	738574	740111	+
GCF_013305625.1	1369217	1370754	+
GCF_013305625.1	4053112	4054649	-
GCF_013305625.1	5244517	5246054	-
GCF_013425825.1	857092	858629	+
GCF_013425825.1	1964309	1965846	+
GCF_013425825.1	5038905	5040442	-
GCF_013425825.1	5666657	5668194	-
GCF_013425825.1	5846689	5848226	-
GCF_013425825.1	6199148	6200685	-
GCF_013425825.1	6204564	6206101	-
GCF_014076515.1	904658	906194	-
GCF_014076515.1	1950698	1952234	+
GCF_014076515.1	1956112	1957648	+
GCF_014076515.1	2296692	2298228	+
GCF_014076515.1	2474629	2476165	+
GCF_014076515.1	3095536	3097072	+
GCF_014076515.1	5761195	5762731	-
GCF_014162535.1	186227	187763	+
GCF_014162535.1	734817	736353	+
GCF_014162535.1	2044959	2046495	+
GCF_014162535.1	4214494	4216030	-
GCF_014162535.1	4670387	4671923	-
GCF_014162535.1	5053713	5055249	-
GCF_014169055.1	205093	206629	+
GCF_014169055.1	756745	758281	+
GCF_014169055.1	1204204	1205739	+
GCF_014169055.1	3492496	3494032	-
GCF_014169055.1	4681077	4682613	-
GCF_014169055.1	4957080	4958616	-
GCF_014217705.1	157072	158608	+
GCF_014217705.1	162485	164022	+
GCF_014217705.1	528939	530476	+
GCF_014217705.1	876964	878501	+
GCF_014217705.1	2009096	2010632	+
GCF_014217705.1	4602751	4604287	-
GCF_014217705.1	5272160	5273697	-
GCF_014726755.1	189286	190822	+
GCF_014726755.1	194900	196436	+
GCF_014726755.1	762650	764186	+
GCF_014726755.1	4407766	4409302	-
GCF_014726755.1	4878985	4880521	-
GCF_014726755.1	5218222	5219758	-
GCF_014764425.1	192645	194181	+
GCF_014764425.1	198090	199626	+
GCF_014764425.1	565874	567410	+
GCF_014764425.1	747413	748949	+
GCF_014764425.1	2007613	2009149	+
GCF_014764425.1	5141907	5143443	-
GCF_014764425.1	5631930	5633466	-
GCF_016406145.1	839706	841242	+
GCF_016406145.1	1294770	1296306	+
GCF_016406145.1	3779456	3780992	-
GCF_016406145.1	5040305	5041841	-
GCF_016406145.1	5254642	5256178	-
GCF_016406145.1	5614906	5616442	-
GCF_016406145.1	5620347	5621883	-
GCF_018141045.1	121036	122572	+
GCF_018141045.1	126451	127987	+
GCF_018141045.1	497404	498940	+
GCF_018141045.1	704016	705552	+
GCF_018141045.1	1325035	1326571	+
GCF_018141045.1	3952228	3953764	-
GCF_018141045.1	5169393	5170929	-
GCF_900636645.1	163585	165121	+
GCF_900636645.1	169015	170551	+
GCF_900636645.1	519761	521297	+
GCF_900636645.1	692636	694172	+
GCF_900636645.1	1320318	1321854	+
GCF_900636645.1	4056146	4057682	-
GCF_900636645.1	5253387	5254923	-
GCF_000019125.1	183620	185156	+
GCF_000019125.1	189027	190563	+
GCF_000019125.1	542636	544172	+
GCF_000019125.1	731522	733058	+
GCF_000019125.1	2092721	2094257	+
GCF_000019125.1	4765871	4767407	-
GCF_000019125.1	5219959	5221495	-
