assembly_accession	start	end	orientation
GCF_000019245.4	276421	277990	+
GCF_000019245.4	775349	776918	+
GCF_000019245.4	794716	796285	+
GCF_000019245.4	1785704	1787273	-
GCF_000019245.4	2438006	2439575	-
GCF_000026485.1	258853	260422	+
GCF_000026485.1	886372	887941	+
GCF_000026485.1	908050	909619	+
GCF_000026485.1	1989916	1991485	-
GCF_000026485.1	2643060	2644629	-
GCF_000194765.1	256150	257719	+
GCF_000194765.1	878354	879923	+
GCF_000194765.1	900032	901601	+
GCF_000194765.1	1981890	1983459	-
GCF_000194765.1	2634025	2635594	-
GCF_000194785.1	258851	260420	+
GCF_000194785.1	888464	890033	+
GCF_000194785.1	910142	911711	+
GCF_000194785.1	1951004	1952573	-
GCF_000194785.1	2603138	2604707	-
GCF_000318035.1	258817	260386	+
GCF_000318035.1	884719	886288	+
GCF_000318035.1	906393	907962	+
GCF_000318035.1	1988169	1989738	-
GCF_000318035.1	2639668	2641237	-
GCF_000388095.2	259554	261123	+
GCF_000388095.2	888252	889821	+
GCF_000388095.2	909930	911499	+
GCF_000388095.2	1953087	1954656	-
GCF_000388095.2	2606517	2608086	-
GCF_000418515.1	272483	274052	+
GCF_000418515.1	933441	935010	+
GCF_000418515.1	952807	954376	+
GCF_000418515.1	1969955	1971524	-
GCF_000418515.1	2690754	2692323	-
GCF_001191565.1	243874	245443	+
GCF_001191565.1	742253	743822	+
GCF_001191565.1	766989	768558	+
GCF_001191565.1	1811641	1813210	-
GCF_001191565.1	2468380	2469949	-
GCF_001244395.1	267528	269097	+
GCF_001244395.1	888744	890313	+
GCF_001244395.1	908185	909754	+
GCF_001244395.1	1977531	1979100	-
GCF_001244395.1	2632654	2634223	-
GCF_001514415.1	513174	514743	+
GCF_001514415.1	1567840	1569409	-
GCF_001514415.1	1589592	1591161	-
GCF_001514415.1	2075569	2077138	-
GCF_001514415.1	2759906	2761475	+
GCF_002079285.1	982053	983622	-
GCF_002079285.1	1001495	1003064	-
GCF_002079285.1	1604063	1605632	-
GCF_002079285.1	2312833	2314402	+
GCF_002079285.1	2973380	2974949	+
GCF_002257625.1	283298	284867	+
GCF_002257625.1	797888	799457	+
GCF_002257625.1	817329	818898	+
GCF_002257625.1	1841068	1842637	-
GCF_002257625.1	2501269	2502838	-
GCF_002442835.1	401957	403526	+
GCF_002442835.1	425113	426682	+
GCF_002442835.1	1495979	1497548	-
GCF_002442835.1	2122550	2124119	-
GCF_002442835.1	2664650	2666219	+
GCF_002865565.1	271417	272986	+
GCF_002865565.1	884832	886401	+
GCF_002865565.1	904196	905765	+
GCF_002865565.1	1990046	1991614	-
GCF_002865565.1	2611442	2613011	-
GCF_002902825.1	271418	272987	+
GCF_002902825.1	884505	886073	+
GCF_002902825.1	903866	905435	+
GCF_002902825.1	1989739	1991307	-
GCF_002902825.1	2611004	2612573	-
GCF_003177075.1	248061	249630	+
GCF_003177075.1	741855	743424	+
GCF_003177075.1	761221	762790	+
GCF_003177075.1	1825774	1827343	-
GCF_003177075.1	2491578	2493147	-
