assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000953495.1	NZ_LN649235.1	3948950	1582860	0.04371789999626	-0.0428970850389402	-2974.1588273809807	7178.09196932642	4710675
GCF_001931555.1	NZ_CP016406.1	4719720	2442780	0.0341505919007151	-0.0440417691734543	-1660.502713259281	8379.66191225785	4727126
GCF_001931575.1	NZ_CP016408.1	4498540	2115170	0.0434701997548921	-0.0424169758059	-867.6712065941169	9244.259962259785	4728107
GCF_001931595.1	NZ_CP016410.1	18630	2319170	0.044088846301552	-0.0349503585496936	0.1286307053941907	10256.682101583194	4727114
GCF_001931615.1	NZ_CP016412.1	4725890	2448990	0.034204826609635	-0.0440407470678919	-1651.9219626522977	8375.730254642525	4727085
GCF_002863785.1	NZ_CP019202.1	1160	2380770	0.0426794477163446	-0.0432826682112647	-1.0142585618595168	10155.037332424185	4537888
GCF_005885995.1	NZ_CP040601.1	4051260	1642260	0.0445729673212264	-0.0455395623723517	-3368.079280685321	7604.794290223545	4874441
GCF_005886015.1	NZ_CP040600.1	4052210	1642620	0.0446117998195567	-0.0455386230465978	-3362.3016227640505	7610.664390676109	4874756
GCF_010919335.1	NZ_CP047881.1	4536210	2152670	0.044583722735777	-0.0424575013995778	-411.7451653808691	9708.182065253885	4725957
GCF_012223825.1	NZ_CP040063.1	745810	3100750	0.0418954081631698	-0.0422808064938302	-2815.445579805072	7050.679544797002	4679521
GCF_012224005.1	NZ_CP040065.1	3646080	1326440	0.0422189819899738	-0.0422123130938631	-4121.808414795901	5670.939492107688	4677786
GCF_013377315.1	NZ_CP039441.1	4691900	2349170	0.042455281895217	-0.0434293341798973	-178.42977687831112	9996.903560970428	4727127
GCF_013377335.1	NZ_CP039443.1	4692310	2349170	0.0424180546037761	-0.0434281472274871	-190.4846087867874	9985.342217301895	4727131
GCF_013377355.1	NZ_CP039445.1	4692280	2349170	0.0424666971159305	-0.0434449822281606	-182.58241859117413	9997.060810736912	4727130
GCF_009650355.1	NZ_CP045056.1	4140980	1556980	0.0444284627356298	-0.0448287153897204	-4448.120792829107	7136.601655737535	4930424
GCF_009650375.1	NZ_CP045059.1	4141080	1556820	0.0444281028647347	-0.0448222838436496	-4446.267350532761	7137.966198664492	4930422
GCF_009650395.1	NZ_CP045063.1	4140590	1556730	0.0444297097749994	-0.0447642252799219	-4429.935569958525	7136.5213897886	4930420
GCF_016454465.1	NZ_CP051389.1	4710030	2296190	0.0431308193630488	-0.0440831174711267	-709.1542235434835	9931.810947937203	4744876
GCF_016454705.1	NZ_CP051416.1	4800450	2335590	0.042807177733995	-0.0437569529625951	-766.00480440075	10023.126734499325	4834032
GCF_001305815.1	NZ_CP012513.1	3938280	1601430	0.0446088457697151	-0.0424861618095438	-2618.6598885593007	7309.728885912565	4708710
GCF_001305835.1	NZ_CP012514.1	3931030	1594570	0.0445227560291336	-0.0424591716674398	-2655.766745038861	7264.664773829745	4701355
GCF_001953015.1	NZ_CP019196.1	4676500	2302600	0.0424906202528104	-0.0445209146722416	-769.533588295996	9801.660364070163	4710704
GCF_003052785.2	NZ_CP028729.1	4072650	1684930	0.0440992586397463	-0.0421662962841501	-2425.095595003549	7643.047423583355	4754975
GCF_003902395.1	NZ_CP040699.1	4675080	2301980	0.0424944754106949	-0.0445530517390175	-772.6850923781619	9800.203516085732	4709901
