assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000953495.1	PRJNA224116	SAMEA3106395			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=1326/28		latest	Complete Genome	Major	Full	2014/12/16	SINFA	SC	GCA_000953495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/495/GCF_000953495.1_SINFA	./data/refseq/bacteria/GCF_000953495.1/GCF_000953495.1_SINFA_assembly_stats.txt
GCF_001931555.1	PRJNA224116	SAMN04285042			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=FSIS1502169		latest	Complete Genome	Major	Full	2017/01/04	ASM193155v1	FDA	GCA_001931555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/555/GCF_001931555.1_ASM193155v1	./data/refseq/bacteria/GCF_001931555.1/GCF_001931555.1_ASM193155v1_assembly_stats.txt
GCF_001931575.1	PRJNA224116	SAMN04364590			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=FSIS1502916		latest	Complete Genome	Major	Full	2017/01/04	ASM193157v1	FDA	GCA_001931575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/575/GCF_001931575.1_ASM193157v1	./data/refseq/bacteria/GCF_001931575.1/GCF_001931575.1_ASM193157v1_assembly_stats.txt
GCF_001931595.1	PRJNA224116	SAMN03988471			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=N55391		latest	Complete Genome	Major	Full	2017/01/04	ASM193159v1	FDA	GCA_001931595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/595/GCF_001931595.1_ASM193159v1	./data/refseq/bacteria/GCF_001931595.1/GCF_001931595.1_ASM193159v1_assembly_stats.txt
GCF_001931615.1	PRJNA224116	SAMN05255999			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=CVM44454	2014am-3028	latest	Complete Genome	Major	Full	2017/01/04	ASM193161v1	FDA	GCA_001931615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/615/GCF_001931615.1_ASM193161v1	./data/refseq/bacteria/GCF_001931615.1/GCF_001931615.1_ASM193161v1_assembly_stats.txt
GCF_002863785.1	PRJNA224116	SAMN03463818			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=CFSAN003307		latest	Complete Genome	Major	Full	2018/01/05	ASM286378v1	Center for Food Safety and Applied Nutrition	GCA_002863785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/785/GCF_002863785.1_ASM286378v1	./data/refseq/bacteria/GCF_002863785.1/GCF_002863785.1_ASM286378v1_assembly_stats.txt
GCF_005885995.1	PRJNA224116	SAMN11665428			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=TR01 Mutant		latest	Chromosome	Major	Full	2019/05/29	ASM588599v1	Ankara University Faculty of Veterinary Medicine	GCA_005885995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/885/995/GCF_005885995.1_ASM588599v1	./data/refseq/bacteria/GCF_005885995.1/GCF_005885995.1_ASM588599v1_assembly_stats.txt
GCF_005886015.1	PRJNA224116	SAMN11663712			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=TR01		latest	Chromosome	Major	Full	2019/05/29	ASM588601v1	Ankara University Faculty of Veterinary Medicine	GCA_005886015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/015/GCF_005886015.1_ASM588601v1	./data/refseq/bacteria/GCF_005886015.1/GCF_005886015.1_ASM588601v1_assembly_stats.txt
GCF_010919335.1	PRJNA224116	SAMN13850655			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=119944		latest	Complete Genome	Major	Full	2020/02/21	ASM1091933v1	Sheba medical center	GCA_010919335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/919/335/GCF_010919335.1_ASM1091933v1	./data/refseq/bacteria/GCF_010919335.1/GCF_010919335.1_ASM1091933v1_assembly_stats.txt
GCF_012223825.1	PRJNA224116	SAMN10837491			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=SPE100		latest	Chromosome	Major	Full	2020/04/09	ASM1222382v1	Centro de Ciencias Genomicas - UNAM	GCA_012223825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/223/825/GCF_012223825.1_ASM1222382v1	./data/refseq/bacteria/GCF_012223825.1/GCF_012223825.1_ASM1222382v1_assembly_stats.txt
GCF_012224005.1	PRJNA224116	SAMN10837490			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=SPE55		latest	Chromosome	Major	Full	2020/04/09	ASM1222400v1	Centro de Ciencias Genomicas - UNAM	GCA_012224005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/224/005/GCF_012224005.1_ASM1222400v1	./data/refseq/bacteria/GCF_012224005.1/GCF_012224005.1_ASM1222400v1_assembly_stats.txt
GCF_013377315.1	PRJNA224116	SAMN11355818			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=VNSEC003		latest	Complete Genome	Major	Full	2020/06/30	ASM1337731v1	Nanyang Technological University	GCA_013377315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/377/315/GCF_013377315.1_ASM1337731v1	./data/refseq/bacteria/GCF_013377315.1/GCF_013377315.1_ASM1337731v1_assembly_stats.txt
GCF_013377335.1	PRJNA224116	SAMN11355817			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=VNSEC002		latest	Complete Genome	Major	Full	2020/06/30	ASM1337733v1	Nanyang Technological University	GCA_013377335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/377/335/GCF_013377335.1_ASM1337733v1	./data/refseq/bacteria/GCF_013377335.1/GCF_013377335.1_ASM1337733v1_assembly_stats.txt
GCF_013377355.1	PRJNA224116	SAMN11355816			na		595	28901	Salmonella enterica subsp. enterica serovar Infantis	strain=VNSEC001		latest	Complete Genome	Major	Full	2020/06/30	ASM1337735v1	Nanyang Technological University	GCA_013377355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/377/355/GCF_013377355.1_ASM1337735v1	./data/refseq/bacteria/GCF_013377355.1/GCF_013377355.1_ASM1337735v1_assembly_stats.txt
GCF_009650355.1	PRJNA224116	SAMN13002763			na		596	28901	Salmonella enterica subsp. enterica serovar Muenchen	strain=LG24		latest	Complete Genome	Major	Full	2019/11/12	ASM965035v1	United States Department of Agriculture, Agricultural Research Service	GCA_009650355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/355/GCF_009650355.1_ASM965035v1	./data/refseq/bacteria/GCF_009650355.1/GCF_009650355.1_ASM965035v1_assembly_stats.txt
GCF_009650375.1	PRJNA224116	SAMN13002952			na		596	28901	Salmonella enterica subsp. enterica serovar Muenchen	strain=LG25		latest	Complete Genome	Major	Full	2019/11/12	ASM965037v1	United States Department of Agriculture, Agricultural Research Service	GCA_009650375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/375/GCF_009650375.1_ASM965037v1	./data/refseq/bacteria/GCF_009650375.1/GCF_009650375.1_ASM965037v1_assembly_stats.txt
GCF_009650395.1	PRJNA224116	SAMN13002973			na		596	28901	Salmonella enterica subsp. enterica serovar Muenchen	strain=LG26		latest	Complete Genome	Major	Full	2019/11/12	ASM965039v1	United States Department of Agriculture, Agricultural Research Service	GCA_009650395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/395/GCF_009650395.1_ASM965039v1	./data/refseq/bacteria/GCF_009650395.1/GCF_009650395.1_ASM965039v1_assembly_stats.txt
GCF_016454465.1	PRJNA224116	SAMN14504656			na		596	28901	Salmonella enterica subsp. enterica serovar Muenchen	strain=CVM 22536		latest	Complete Genome	Major	Full	2020/12/31	ASM1645446v1	FDA-CVM	GCA_016454465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/454/465/GCF_016454465.1_ASM1645446v1	./data/refseq/bacteria/GCF_016454465.1/GCF_016454465.1_ASM1645446v1_assembly_stats.txt
