assembly_accession	start	end	orientation
GCF_000750905.1	6742213	6743748	-
GCF_000763245.3	727351	728886	+
GCF_000763245.3	5235913	5237448	-
GCF_000763245.3	5817373	5818908	-
GCF_000763245.3	6599939	6601474	-
GCF_000816985.1	1032353	1033888	-
GCF_000816985.1	1525068	1526603	-
GCF_000816985.1	2310917	2312452	-
GCF_000816985.1	3249687	3251222	+
GCF_000829255.1	703080	704615	+
GCF_000829255.1	5184676	5186211	-
GCF_000829255.1	5721947	5723482	-
GCF_000829255.1	6618923	6620458	-
GCF_000981825.1	794668	796203	+
GCF_000981825.1	5678104	5679639	-
GCF_000981825.1	6426789	6428324	-
GCF_000981825.1	7247193	7248728	-
GCF_000988505.1	724524	726060	+
GCF_000988505.1	5309132	5310668	-
GCF_000988505.1	6010252	6011788	-
GCF_000988505.1	6878860	6880396	-
GCF_001077475.1	578285	579820	+
GCF_001077475.1	1072155	1073690	+
GCF_001077475.1	5229978	5231513	-
GCF_001077475.1	6159027	6160562	+
GCF_001293085.1	718933	720468	+
GCF_001293085.1	5003749	5005284	-
GCF_001293085.1	5493754	5495289	-
GCF_001293085.1	6271976	6273511	-
GCF_001447845.1	1513064	1514599	-
GCF_001447845.1	2440717	2442252	+
GCF_001447845.1	3226579	3228114	+
GCF_001447845.1	3816519	3818054	+
GCF_001457615.1	696443	697978	+
GCF_001457615.1	4828171	4829706	-
GCF_001457615.1	5305987	5307522	-
GCF_001457615.1	6093986	6095521	-
GCF_001482325.1	14657	16192	-
GCF_001482325.1	491329	492864	-
GCF_001482325.1	1281075	1282610	-
GCF_001482325.1	2211956	2213491	+
GCF_001515845.2	719565	721101	+
GCF_001515845.2	5275037	5276573	-
GCF_001515845.2	5880352	5881888	-
GCF_001515845.2	6712138	6713292	-
GCF_001515915.2	720791	722327	+
GCF_001515915.2	5120783	5122319	-
GCF_001515915.2	5757436	5758972	-
GCF_001515915.2	6573222	6574758	-
GCF_001516005.1	1000601	1002137	-
GCF_001516005.1	1488612	1490148	-
GCF_001516005.1	2265894	2267430	-
GCF_001516005.1	3199758	3201294	+
GCF_001516105.1	189782	191318	-
GCF_001516105.1	646489	648025	-
GCF_001516105.1	1423847	1425383	-
GCF_001516105.1	2362528	2364064	+
GCF_001516165.2	720013	721549	+
GCF_001516165.2	5145631	5147167	-
GCF_001516165.2	5729550	5731086	-
GCF_001516165.2	6587661	6589197	-
GCF_001516205.2	712276	713812	+
GCF_001516205.2	5245689	5247225	-
GCF_001516205.2	5722580	5724116	-
GCF_001516205.2	6556370	6557906	-
GCF_001516245.2	709562	711098	+
GCF_001516245.2	4924761	4926297	-
GCF_001516245.2	5518554	5520090	-
GCF_001516245.2	6294983	6296519	-
