assembly_accession	start	end	orientation
GCF_000364385.3	16182	17721	+
GCF_000364385.3	120629	122168	+
GCF_000364385.3	212500	214039	+
GCF_000364385.3	257630	259169	+
GCF_000364385.3	649005	650544	+
GCF_000364385.3	1021345	1022884	+
GCF_000364385.3	4100778	4102317	-
GCF_000364385.3	4945018	4946557	-
GCF_000739495.1	2209399	2210938	-
GCF_000739495.1	3012690	3014229	-
GCF_000739495.1	3524657	3526196	+
GCF_000739495.1	3629205	3630744	+
GCF_000739495.1	3721110	3722649	+
GCF_000739495.1	3766255	3767794	+
GCF_000739495.1	4162128	4163667	+
GCF_000739495.1	4540213	4541752	+
GCF_000764615.1	466485	468024	-
GCF_000764615.1	1269239	1270778	-
GCF_000764615.1	1773451	1774990	+
GCF_000764615.1	1872694	1874233	+
GCF_000764615.1	1964589	1966128	+
GCF_000764615.1	2009591	2011130	+
GCF_000764615.1	2366853	2368392	+
GCF_000764615.1	2734806	2736345	+
GCF_000775955.1	231312	232851	+
GCF_000775955.1	994445	995984	+
GCF_000775955.1	3859434	3860973	-
GCF_000775955.1	4234026	4235565	-
GCF_000775955.1	4600811	4602350	-
GCF_000775955.1	4645909	4647448	-
GCF_000775955.1	4744193	4745732	-
GCF_000775955.1	4842593	4844132	-
GCF_000814305.1	450374	451923	+
GCF_000814305.1	1260178	1261727	+
GCF_000814305.1	4275005	4276554	-
GCF_000814305.1	4647330	4648879	-
GCF_000814305.1	5019897	5021446	-
GCF_000814305.1	5065030	5066579	-
GCF_000814305.1	5157074	5158623	-
GCF_000814305.1	5261521	5263070	-
GCF_001022035.1	2149615	2151164	-
GCF_001022035.1	2994892	2996441	-
GCF_001022035.1	3498365	3499914	+
GCF_001022035.1	3604118	3605667	+
GCF_001022035.1	3695989	3697538	+
GCF_001022035.1	3741119	3742668	+
GCF_001022035.1	4109568	4111117	+
GCF_001022035.1	4484405	4485954	+
GCF_001022175.1	1192136	1193685	-
GCF_001022175.1	1559065	1560614	-
GCF_001022175.1	1921079	1922628	-
GCF_001022175.1	1966211	1967760	-
GCF_001022175.1	2058097	2059646	-
GCF_001022175.1	2157324	2158873	-
GCF_001022175.1	2671439	2672988	+
GCF_001022175.1	3487897	3489446	+
GCF_001022235.1	690789	692338	-
GCF_001022235.1	1195757	1197306	+
GCF_001022235.1	1300204	1301753	+
GCF_001022235.1	1392184	1393733	+
GCF_001022235.1	1437317	1438866	+
GCF_001022235.1	1810003	1811552	+
GCF_001022235.1	2181967	2183516	+
GCF_001022235.1	5246427	5247976	-
GCF_001307175.1	2621853	2623392	-
GCF_001307175.1	2976969	2978508	-
GCF_001307175.1	3349023	3350562	-
GCF_001307175.1	3394025	3395564	-
GCF_001307175.1	3485919	3487458	-
GCF_001307175.1	3585162	3586701	-
GCF_001307175.1	4122860	4124399	+
GCF_001307175.1	4879127	4880666	+
GCF_001455995.1	16080	17619	+
GCF_001455995.1	120721	122260	+
GCF_001455995.1	215420	216959	+
GCF_001455995.1	260320	261859	+
GCF_001455995.1	640884	642423	+
GCF_001455995.1	1059170	1060709	+
GCF_001455995.1	4121064	4122603	-
GCF_001455995.1	4897934	4899473	-
GCF_001456055.3	1733342	1734881	-
GCF_001456055.3	2114902	2116441	-
GCF_001456055.3	2496400	2497939	-
GCF_001456055.3	2541366	2542905	-
GCF_001456055.3	2633164	2634703	-
GCF_001456055.3	2732584	2734123	-
GCF_001456055.3	3235142	3236681	+
GCF_001456055.3	4004751	4006290	+
GCF_001456095.3	1724947	1726486	-
GCF_001456095.3	2106507	2108046	-
GCF_001456095.3	2488005	2489544	-
GCF_001456095.3	2532971	2534510	-
GCF_001456095.3	2624769	2626308	-
GCF_001456095.3	2724189	2725728	-
GCF_001456095.3	3226747	3228286	+
GCF_001456095.3	3997478	3999017	+
GCF_001456135.1	1213359	1214898	-
GCF_001456135.1	1580288	1581827	-
GCF_001456135.1	1942302	1943841	-
GCF_001456135.1	1987434	1988973	-
GCF_001456135.1	2079320	2080859	-
GCF_001456135.1	2178547	2180086	-
GCF_001456135.1	2691586	2693125	+
GCF_001456135.1	3508043	3509582	+
GCF_001463165.1	283980	285519	+
GCF_001463165.1	383223	384762	+
GCF_001463165.1	475117	476656	+
GCF_001463165.1	520119	521658	+
GCF_001463165.1	892173	893712	+
GCF_001463165.1	1247289	1248828	+
GCF_001463165.1	4408894	4410433	-
GCF_001463165.1	5200218	5201757	-
GCF_001548315.1	445957	447496	+
GCF_001548315.1	1219056	1220595	+
GCF_001548315.1	4462019	4463558	-
GCF_001548315.1	4848189	4849728	-
