assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000364385.3	NZ_CP006659.2	370	2731030	0.0357997313770793	-0.0346239041159511	0.0357142857142857	9776.20801694091	5435746
GCF_000739495.1	NZ_CP009114.1	3507330	911910	0.0349062829221447	-0.0339034692242303	-5515.039394960898	3284.3509394640737	5297511
GCF_000764615.1	NZ_CP008929.1	1757640	4363620	0.0343865295997887	-0.0320040785707275	-5792.614881496257	3169.846571363988	5317001
GCF_000775955.1	NZ_CP009461.1	4861450	2271570	0.03351508753688	-0.0340911319182718	-1076.62548222643	7752.57467195098	5118878
GCF_000814305.1	NZ_CP010392.1	5280390	2578450	0.0350194989044133	-0.0345336135671908	-293.2172755686828	9037.57073669264	5313576
GCF_001022035.1	NZ_CP011578.1	3481010	836490	0.0347208466804625	-0.0338734456237832	-6059.019448906064	2898.8950840740235	5328319
GCF_001022175.1	NZ_CP011624.1	2174680	4816550	0.0329019323452176	-0.0335826101696956	-7352.964492569887	1341.4768437628004	5262013
GCF_001022235.1	NZ_CP011647.1	1178400	3848760	0.0350025175886327	-0.0335556022338583	-4127.213067253343	5219.72654746537	5402147
GCF_001307175.1	NZ_CP012753.1	3604020	961180	0.0334349540099315	-0.034351381870005	-6040.491014480416	3038.036485421256	5416282
GCF_001455995.1	NZ_LN824133.1	5401630	2681500	0.0339738813529243	-0.034318119457224	-222.34766337914803	9112.633089634264	5402900
GCF_001456055.3	NZ_CP012987.1	2751430	57390	0.0346483997657728	-0.034743423112699	-9162.470569081066	197.55411600874112	5307114
GCF_001456095.3	NZ_CP012992.1	2743030	49000	0.034624216346292	-0.0347437831726675	-9195.255348685218	164.83656289947655	5309013
GCF_001456135.1	NZ_CP013322.1	2197400	4873690	0.0328612847105799	-0.0335667084061245	-7422.900918179108	1371.7483857743773	5319154
GCF_001463165.1	NZ_CP012043.1	5490550	2870680	0.0283286905178674	-0.034695015493071	-954.6032967237928	8135.404544923459	5491870
GCF_001548315.1	NZ_AP014950.1	5487170	2733080	0.0340331844457036	-0.0354562075887358	-452.8964923395541	9312.072600164644	5520319
GCF_001644765.1	NZ_CP015500.1	5205040	2522290	0.0338113792860608	-0.0340230257269567	-359.6552495327847	8767.882533139806	5490611
GCF_001646625.1	NZ_CP015753.1	2746650	5219230	0.0353648790078227	-0.0281857800330883	-7753.358598618432	998.0076987824676	5220857
GCF_001648215.1	NZ_CP014755.1	5351840	2652090	0.0335373850216397	-0.034170038306579	-328.1645028966578	8902.440989939463	5353110
GCF_001663195.1	NZ_CP015990.1	5340240	2542230	0.0335926717859541	-0.0325003440998724	-539.5370418785319	8564.241650830007	5344467
GCF_001663295.1	NZ_CP014762.1	10	2754130	0.0356026815457533	-0.0339249578781046	-0.0339080459770114	9805.392586860436	5351509
GCF_001663435.1	NZ_CP015025.1	290	2686380	0.0348577819052458	-0.0341684434312052	-0.1225725383333006	9367.016007130387	5365209
GCF_001663455.1	NZ_CP015130.1	3239580	627070	0.0340453918991382	-0.035170762214404	-7081.271999707059	2107.1285589004583	5336571
GCF_001675125.1	NZ_CP014647.1	300	2702430	0.0350358838820809	-0.0349019744076076	-0.2053561081421297	9466.954177723906	5393897
GCF_001676825.1	NZ_CP016159.1	2507920	4920	0.0289809145792468	-0.0354606145831166	-8894.239899477974	-0.1060171919770773	5220846
GCF_001701425.2	NZ_CP027042.1	3020	2580530	0.0343793800660109	-0.0324010268649263	0.0229508196721311	8872.802457931684	5181675
GCF_001701835.2	NZ_CP027036.1	1253510	3916820	0.0349406366806508	-0.0366253524359169	-4955.624319725253	4350.240858998864	5426917
GCF_001701845.2	NZ_CP027048.1	5362690	2675280	0.0345646707417558	-0.0349943905506661	-151.09978774732215	9256.460408429304	5395894
GCF_001702045.2	NZ_CP027053.1	4078320	1300960	0.0346974841983777	-0.0345241495370679	-5212.369759535997	4376.270832549331	5466424
GCF_001704235.1	NZ_CP016811.1	4166430	1737760	0.0300961820173018	-0.0339834780268882	-3014.9053792677746	5238.5637462160375	5184828
GCF_001705385.1	NZ_CP015822.1	3592140	889060	0.0351323838317269	-0.0350684731627708	-6426.060108903013	3053.264342149961	5452045
GCF_001708225.1	NZ_CP016814.1	290	2679200	0.0350236857934439	-0.0337140344402244	-0.1219527163346375	9382.5618904044	5374626
GCF_001709275.1	NZ_CP016923.1	1956930	4730350	0.0335325679109315	-0.0342495741439293	-6790.803889440313	2510.748578229748	5341571
GCF_001709295.1	NZ_CP016926.1	2447620	5219620	0.0341032876755246	-0.0323977349542891	-7989.268159828551	1467.6164615677849	5236925
GCF_001721725.1	NZ_CP012560.1	2284660	4941580	0.0331793768717185	-0.033625350450466	-7790.309553589595	1025.203964545532	5312744
GCF_001741545.1	NZ_CP012568.1	4141560	1483940	0.0336171101916366	-0.0331847659192778	-3851.6378021749706	4967.617534682302	5313304
GCF_001741665.1	NZ_CP012561.1	889110	3545530	0.0331929365579032	-0.0336236997257674	-3219.6705001596847	5597.778785821398	5312206
GCF_001855315.1	NZ_CP012426.1	2778830	5397790	0.0345021868078121	-0.0307578168013201	-8551.306985014202	484.6830865134386	5400658
GCF_001870165.1	NZ_CP017934.1	3272150	613090	0.0330720163752944	-0.0336501524238513	-7125.915409951959	1822.9836670260845	5387681
