assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_001610935.1	PRJNA224116	SAMN04044079			na		1307	1307	Streptococcus suis	strain=90-1330		latest	Complete Genome	Major	Full	2016/04/05	ASM161093v1	Illinois Institute of Technology	GCA_001610935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/935/GCF_001610935.1_ASM161093v1	./data/refseq/bacteria/GCF_001610935.1/GCF_001610935.1_ASM161093v1_assembly_stats.txt
GCF_001640765.1	PRJNA224116	SAMN04884928			na		1307	1307	Streptococcus suis	strain=DN13		latest	Complete Genome	Major	Full	2016/05/09	ASM164076v1	Hunan Agricultural University	GCA_001640765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/765/GCF_001640765.1_ASM164076v1	./data/refseq/bacteria/GCF_001640765.1/GCF_001640765.1_ASM164076v1_assembly_stats.txt
GCF_001721625.1	PRJNA224116	SAMN05567566			na		1307	1307	Streptococcus suis	strain=GZ0565		latest	Complete Genome	Major	Full	2016/09/08	ASM172162v1	Nanjing Agricultural University	GCA_001721625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/625/GCF_001721625.1_ASM172162v1	./data/refseq/bacteria/GCF_001721625.1/GCF_001721625.1_ASM172162v1_assembly_stats.txt
GCF_002285535.1	PRJNA224116	SAMN04956488			na		1307	1307	Streptococcus suis	strain=SRD478		latest	Complete Genome	Major	Full	2017/09/05	ASM228553v1	USDA-ARS	GCA_002285535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/535/GCF_002285535.1_ASM228553v1	./data/refseq/bacteria/GCF_002285535.1/GCF_002285535.1_ASM228553v1_assembly_stats.txt
GCF_002285735.1	PRJNA224116	SAMN04956520			na		1307	1307	Streptococcus suis	strain=ISU2812		latest	Complete Genome	Major	Full	2017/09/05	ASM228573v1	USDA-ARS	GCA_002285735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/735/GCF_002285735.1_ASM228573v1	./data/refseq/bacteria/GCF_002285735.1/GCF_002285735.1_ASM228573v1_assembly_stats.txt
GCF_002803825.1	PRJNA224116	SAMN08040402			na		1307	1307	Streptococcus suis	strain=CZ130302		latest	Complete Genome	Major	Full	2017/12/04	ASM280382v1	College of Veterinary	GCA_002803825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/803/825/GCF_002803825.1_ASM280382v1	./data/refseq/bacteria/GCF_002803825.1/GCF_002803825.1_ASM280382v1_assembly_stats.txt
GCF_002812525.1	PRJNA224116	SAMN08102920			na		1307	1307	Streptococcus suis	strain=AH681		latest	Complete Genome	Major	Full	2017/12/06	ASM281252v1	Nanjing Agricultural Unversity	GCA_002812525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/525/GCF_002812525.1_ASM281252v1	./data/refseq/bacteria/GCF_002812525.1/GCF_002812525.1_ASM281252v1_assembly_stats.txt
GCF_003144175.1	PRJNA224116	SAMN09080446			na		1307	1307	Streptococcus suis	strain=HN105		latest	Complete Genome	Major	Full	2018/05/21	ASM314417v1	Nanjing agricultual University	GCA_003144175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/144/175/GCF_003144175.1_ASM314417v1	./data/refseq/bacteria/GCF_003144175.1/GCF_003144175.1_ASM314417v1_assembly_stats.txt
GCF_003285225.1	PRJNA224116	SAMN05912964			na		1307	1307	Streptococcus suis	strain=0061		latest	Complete Genome	Major	Full	2018/07/02	ASM328522v1	Huazhong Agricultural University	GCA_003285225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/225/GCF_003285225.1_ASM328522v1	./data/refseq/bacteria/GCF_003285225.1/GCF_003285225.1_ASM328522v1_assembly_stats.txt
GCF_003285245.1	PRJNA224116	SAMN05912965			na		1307	1307	Streptococcus suis	strain=1081		latest	Complete Genome	Major	Full	2018/07/02	ASM328524v1	Huazhong Agricultural University	GCA_003285245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/245/GCF_003285245.1_ASM328524v1	./data/refseq/bacteria/GCF_003285245.1/GCF_003285245.1_ASM328524v1_assembly_stats.txt
