assembly_accession	start	end	orientation
GCF_001610935.1	461269	462824	-
GCF_001610935.1	720554	722109	-
GCF_001610935.1	968546	970101	-
GCF_001610935.1	1041686	1043241	-
GCF_001640765.1	17007	18562	+
GCF_001640765.1	86861	88416	+
GCF_001640765.1	339830	341385	+
GCF_001640765.1	424120	425675	+
GCF_001721625.1	64867	66415	+
GCF_001721625.1	315296	316844	+
GCF_001721625.1	399587	401135	+
GCF_001721625.1	2126893	2128441	+
GCF_002285535.1	19081	20632	+
GCF_002285535.1	95402	96953	+
GCF_002285535.1	383856	385408	+
GCF_002285535.1	475242	476792	+
GCF_002285735.1	17272	18827	+
GCF_002285735.1	101293	102848	+
GCF_002285735.1	342923	344478	+
GCF_002285735.1	2101188	2102743	-
GCF_002803825.1	18410	19958	+
GCF_002803825.1	100907	102455	+
GCF_002803825.1	393425	394973	+
GCF_002803825.1	533867	535415	+
GCF_002812525.1	17232	18780	+
GCF_002812525.1	102303	103851	+
GCF_002812525.1	382665	384213	+
GCF_002812525.1	533063	534611	+
GCF_003144175.1	16959	18507	+
GCF_003144175.1	84994	86542	+
GCF_003144175.1	353344	354892	+
GCF_003144175.1	438032	439580	+
GCF_003285225.1	16952	18499	+
GCF_003285225.1	91463	93009	+
GCF_003285225.1	369261	370809	+
GCF_003285225.1	454485	456033	+
GCF_003285245.1	16952	18500	+
GCF_003285245.1	91466	93014	+
GCF_003285245.1	369235	370783	+
GCF_003285245.1	454418	455966	+
GCF_003288175.1	17388	18936	+
GCF_003288175.1	90527	92075	+
GCF_003288175.1	350141	351689	+
GCF_003288175.1	608607	610155	+
GCF_007724845.1	685640	687195	-
GCF_007724845.1	937223	938778	-
GCF_007724845.1	1013497	1015052	-
GCF_007724845.1	1768975	1770530	+
GCF_014192345.1	17000	18548	+
GCF_014192345.1	87656	89203	+
GCF_014192345.1	333071	334619	+
GCF_014192345.1	420476	422024	+
GCF_014843075.1	17156	18704	+
GCF_014843075.1	438074	439622	+
GCF_014843075.1	1877535	1879083	-
GCF_014843075.1	2133462	2135010	-
GCF_014874555.1	17070	18618	+
GCF_014874555.1	87867	89415	+
GCF_014874555.1	327107	328655	+
GCF_014874555.1	421148	422696	+
GCF_015291825.1	17198	18746	+
GCF_015291825.1	100031	101579	+
GCF_015291825.1	392882	394430	+
GCF_015291825.1	490175	491722	+
GCF_015908885.1	16983	18531	+
GCF_015908885.1	97958	99506	+
GCF_015908885.1	408422	409970	+
GCF_015908885.1	1961708	1963256	-
GCF_016774475.1	16946	18494	+
GCF_016774475.1	85695	87243	+
GCF_016774475.1	340621	342169	+
GCF_016774475.1	1549172	1550720	-
GCF_017309405.1	17200	18756	+
GCF_017309405.1	84444	86000	+
GCF_017309405.1	335982	337538	+
GCF_017309405.1	425751	427307	+
GCF_017372155.1	17131	18679	+
GCF_017372155.1	96848	98396	+
GCF_017372155.1	387757	389305	+
GCF_017372155.1	493655	495203	+
GCF_902702745.1	16966	18514	+
GCF_902702745.1	87903	89451	+
GCF_902702745.1	334637	336185	+
GCF_902702745.1	1568212	1569760	-
GCF_902702765.1	16969	18517	+
GCF_902702765.1	87924	89472	+
GCF_902702765.1	339504	341052	+
GCF_902702765.1	430730	432278	+
GCF_902702775.1	17302	18850	+
GCF_902702775.1	87600	89148	+
GCF_902702775.1	324987	326535	+
GCF_902702775.1	409091	410639	+
GCF_902702785.1	16967	18515	+
GCF_902702785.1	87903	89451	+
GCF_902702785.1	333886	335434	+
GCF_902702785.1	1566929	1568477	-
GCF_000026745.1	16968	18516	+
GCF_000026745.1	87769	89317	+
GCF_000026745.1	329019	330567	+
GCF_000026745.1	424820	426368	+
GCF_000231925.1	17074	18622	+
GCF_000231925.1	99044	100592	+
GCF_000231925.1	340194	341742	+
GCF_000231925.1	433925	435473	+
GCF_000231885.1	17185	18733	+
GCF_000231885.1	93755	95303	+
GCF_000231885.1	349709	351257	+
GCF_000231885.1	441638	443186	+
GCF_000204625.1	18885	20433	+
GCF_000204625.1	93740	95287	+
GCF_000204625.1	341291	342839	+
GCF_000204625.1	448948	450495	+
GCF_000390245.1	16972	18520	+
GCF_000390245.1	88666	90214	+
GCF_000390245.1	370104	371656	+
GCF_000390245.1	461787	463335	+
GCF_000494895.1	16976	18526	+
GCF_000494895.1	87334	88882	+
GCF_000494895.1	341959	343508	+
GCF_000494895.1	429928	431476	+
GCF_000471985.1	18886	20434	+
GCF_000471985.1	95165	96713	+
GCF_000471985.1	346710	348258	+
GCF_000471985.1	455492	457040	+
