assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_001430775.1	PRJNA224116	SAMN04103082			na		36809	36809	Mycobacteroides abscessus	strain=NOV0213		latest	Complete Genome	Major	Full	2015/11/03	ASM143077v1	Novosibirsk Research Institute of Tuberculosis	GCA_001430775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/430/775/GCF_001430775.1_ASM143077v1	./data/refseq/bacteria/GCF_001430775.1/GCF_001430775.1_ASM143077v1_assembly_stats.txt
GCF_001606195.1	PRJNA224116	SAMN04572933			na		36809	36809	Mycobacteroides abscessus	strain=FLAC003		latest	Complete Genome	Major	Full	2016/04/04	ASM160619v1	University of Michigan Medical School	GCA_001606195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/195/GCF_001606195.1_ASM160619v1	./data/refseq/bacteria/GCF_001606195.1/GCF_001606195.1_ASM160619v1_assembly_stats.txt
GCF_001606215.1	PRJNA224116	SAMN04572934			na		36809	36809	Mycobacteroides abscessus	strain=FLAC004		latest	Complete Genome	Major	Full	2016/04/04	ASM160621v1	University of Michigan Medical School	GCA_001606215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/215/GCF_001606215.1_ASM160621v1	./data/refseq/bacteria/GCF_001606215.1/GCF_001606215.1_ASM160621v1_assembly_stats.txt
GCF_001606235.1	PRJNA224116	SAMN04572935			na		36809	36809	Mycobacteroides abscessus	strain=FLAC005		latest	Complete Genome	Major	Full	2016/04/04	ASM160623v1	University of Michigan Medical School	GCA_001606235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/235/GCF_001606235.1_ASM160623v1	./data/refseq/bacteria/GCF_001606235.1/GCF_001606235.1_ASM160623v1_assembly_stats.txt
GCF_001606255.1	PRJNA224116	SAMN04572936			na		36809	36809	Mycobacteroides abscessus	strain=FLAC007		latest	Complete Genome	Major	Full	2016/04/04	ASM160625v1	University of Michigan Medical School	GCA_001606255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/255/GCF_001606255.1_ASM160625v1	./data/refseq/bacteria/GCF_001606255.1/GCF_001606255.1_ASM160625v1_assembly_stats.txt
GCF_001606275.1	PRJNA224116	SAMN04572937			na		36809	36809	Mycobacteroides abscessus	strain=FLAC008		latest	Complete Genome	Major	Full	2016/04/04	ASM160627v1	University of Michigan Medical School	GCA_001606275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/275/GCF_001606275.1_ASM160627v1	./data/refseq/bacteria/GCF_001606275.1/GCF_001606275.1_ASM160627v1_assembly_stats.txt
GCF_001606295.1	PRJNA224116	SAMN04572938			representative genome		36809	36809	Mycobacteroides abscessus	strain=FLAC013		latest	Complete Genome	Major	Full	2016/04/04	ASM160629v1	University of Michigan Medical School	GCA_001606295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/295/GCF_001606295.1_ASM160629v1	./data/refseq/bacteria/GCF_001606295.1/GCF_001606295.1_ASM160629v1_assembly_stats.txt
GCF_001606315.1	PRJNA224116	SAMN04572939			na		36809	36809	Mycobacteroides abscessus	strain=FLAC029		latest	Complete Genome	Major	Full	2016/04/04	ASM160631v1	University of Michigan Medical School	GCA_001606315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/315/GCF_001606315.1_ASM160631v1	./data/refseq/bacteria/GCF_001606315.1/GCF_001606315.1_ASM160631v1_assembly_stats.txt
GCF_001606335.1	PRJNA224116	SAMN04572940			na		36809	36809	Mycobacteroides abscessus	strain=FLAC031		latest	Complete Genome	Major	Full	2016/04/04	ASM160633v1	University of Michigan Medical School	GCA_001606335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/335/GCF_001606335.1_ASM160633v1	./data/refseq/bacteria/GCF_001606335.1/GCF_001606335.1_ASM160633v1_assembly_stats.txt
GCF_001610615.1	PRJNA224116	SAMN04572941			na		36809	36809	Mycobacteroides abscessus	strain=FLAC045		latest	Complete Genome	Major	Full	2016/04/04	ASM161061v1	University of Michigan Medical School	GCA_001610615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/615/GCF_001610615.1_ASM161061v1	./data/refseq/bacteria/GCF_001610615.1/GCF_001610615.1_ASM161061v1_assembly_stats.txt
