assembly_accession	start	end	orientation
GCF_001430775.1	1330856	1332371	+
GCF_001606195.1	1357228	1358743	+
GCF_001606215.1	1481008	1482523	+
GCF_001606235.1	1395982	1397497	+
GCF_001606255.1	1402543	1404058	+
GCF_001606275.1	1448226	1449741	+
GCF_001606295.1	1445580	1447095	+
GCF_001606315.1	1519144	1520659	+
GCF_001606335.1	1489190	1490705	+
GCF_001610615.1	1476164	1477679	+
GCF_001610635.1	1475693	1477208	+
GCF_001610655.1	1382212	1383727	+
GCF_001610675.1	1583077	1584592	+
GCF_001677095.1	1397693	1399208	+
GCF_001677155.1	1518882	1520397	+
GCF_001677175.1	1456889	1458404	+
GCF_001677195.1	1536202	1537717	+
GCF_001677215.1	1583266	1584781	+
GCF_003076795.1	2007612	2009132	+
GCF_003076815.1	4496951	4498471	-
GCF_003076835.1	4202073	4203593	-
GCF_003076855.1	2843605	2845125	-
GCF_003076875.1	2867885	2869405	-
GCF_003586385.1	1462392	1463907	+
GCF_004027995.1	2510148	2511663	-
GCF_010731915.1	1837988	1839503	-
GCF_012273395.1	3444348	3445868	+
GCF_014843135.1	1443536	1445051	+
GCF_014843155.1	1380148	1381663	+
GCF_014843175.1	1407802	1409317	+
GCF_014843195.1	1480340	1481855	+
GCF_014843215.1	1453444	1454959	+
GCF_014843235.1	1453435	1454950	+
GCF_017183915.1	1407962	1409477	+
GCF_000497265.2	1468830	1470345	+
GCF_003609715.1	1491809	1493324	+
GCF_001050395.1	1593450	1594965	+
GCF_017183555.1	1407690	1409206	+
GCF_017183735.1	1445865	1447380	+
GCF_017183775.1	1445865	1447380	+
GCF_017183795.1	1445854	1447369	+
GCF_017183815.1	1488910	1490425	+
GCF_017183835.1	1493785	1495300	+
GCF_017183875.1	1445701	1447216	+
GCF_017183895.1	1445701	1447216	+
GCF_017183935.1	1496085	1497600	+
GCF_017183955.1	1496085	1497600	+
GCF_017189355.1	1444891	1446406	+
GCF_017189375.1	1445898	1447413	+
GCF_017189395.1	1574642	1576157	+
GCF_017189415.1	1537796	1539311	+
GCF_017189435.1	1577903	1579418	+
GCF_017190595.1	1522558	1524073	+
GCF_017190695.1	1446013	1447528	+
GCF_017190795.1	1632044	1633559	+
GCF_017190875.1	1507778	1509293	+
GCF_000277775.2	3336562	3338077	-
GCF_000445035.1	1485732	1487247	+
GCF_002140035.1	1446424	1447939	+
GCF_004209815.1	1442139	1443654	+
GCF_004209835.1	1442141	1443656	+
GCF_005222645.1	3350770	3352285	-
GCF_017183975.1	1401422	1402937	+
GCF_017190535.1	1401421	1402936	+
