assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_003944565.2	PRJNA224116	SAMN10531910			na		564	564	Escherichia fergusonii	strain=EFCF056		latest	Complete Genome	Major	Full	2019/06/10	ASM394456v2	Northwest A&F University	GCA_003944565.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/565/GCF_003944565.2_ASM394456v2	./data/refseq/bacteria/GCF_003944565.2/GCF_003944565.2_ASM394456v2_assembly_stats.txt
GCF_008064875.1	PRJNA224116	SAMN01916852			na		564	564	Escherichia fergusonii	strain=ATCC 35473		latest	Complete Genome	Major	Full	2019/08/22	ASM806487v1	CDC	GCA_008064875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/064/875/GCF_008064875.1_ASM806487v1	./data/refseq/bacteria/GCF_008064875.1/GCF_008064875.1_ASM806487v1_assembly_stats.txt
GCF_008064895.1	PRJNA224116	SAMN01916802			na		564	564	Escherichia fergusonii	strain=ATCC 35471		latest	Complete Genome	Major	Full	2019/08/22	ASM806489v1	CDC	GCA_008064895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/064/895/GCF_008064895.1_ASM806489v1	./data/refseq/bacteria/GCF_008064895.1/GCF_008064895.1_ASM806489v1_assembly_stats.txt
GCF_008064915.1	PRJNA224116	SAMN03734431			na		564	564	Escherichia fergusonii	strain=ATCC 35470		latest	Complete Genome	Major	Full	2019/08/22	ASM806491v1	CDC	GCA_008064915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/064/915/GCF_008064915.1_ASM806491v1	./data/refseq/bacteria/GCF_008064915.1/GCF_008064915.1_ASM806491v1_assembly_stats.txt
GCF_013171325.1	PRJNA224116	SAMN14604091			na		564	564	Escherichia fergusonii	strain=HNCF11W		latest	Complete Genome	Major	Full	2020/05/26	ASM1317132v1	Yangzhou University	GCA_013171325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/171/325/GCF_013171325.1_ASM1317132v1	./data/refseq/bacteria/GCF_013171325.1/GCF_013171325.1_ASM1317132v1_assembly_stats.txt
GCF_013591455.1	PRJNA224116	SAMN15148431			na		564	564	Escherichia fergusonii	strain=RHB41-C23		latest	Complete Genome	Major	Full	2020/07/24	ASM1359145v1	The REHAB Consortium	GCA_013591455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/591/455/GCF_013591455.1_ASM1359145v1	./data/refseq/bacteria/GCF_013591455.1/GCF_013591455.1_ASM1359145v1_assembly_stats.txt
GCF_013596835.1	PRJNA224116	SAMN15148269			na		564	564	Escherichia fergusonii	strain=RHB28-C13		latest	Complete Genome	Major	Full	2020/07/24	ASM1359683v1	The REHAB Consortium	GCA_013596835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/596/835/GCF_013596835.1_ASM1359683v1	./data/refseq/bacteria/GCF_013596835.1/GCF_013596835.1_ASM1359683v1_assembly_stats.txt
GCF_013710195.1	PRJNA224116	SAMN15148151			na		564	564	Escherichia fergusonii	strain=RHB18-C03		latest	Chromosome	Major	Full	2020/07/24	ASM1371019v1	The REHAB Consortium	GCA_013710195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/710/195/GCF_013710195.1_ASM1371019v1	./data/refseq/bacteria/GCF_013710195.1/GCF_013710195.1_ASM1371019v1_assembly_stats.txt
GCF_013713585.1	PRJNA224116	SAMN15147982			na		564	564	Escherichia fergusonii	strain=RHB03-C23		latest	Chromosome	Major	Full	2020/07/24	ASM1371358v1	The REHAB Consortium	GCA_013713585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/713/585/GCF_013713585.1_ASM1371358v1	./data/refseq/bacteria/GCF_013713585.1/GCF_013713585.1_ASM1371358v1_assembly_stats.txt
GCF_013714535.1	PRJNA224116	SAMN15147969			na		564	564	Escherichia fergusonii	strain=RHB02-C18		latest	Chromosome	Major	Full	2020/07/24	ASM1371453v1	The REHAB Consortium	GCA_013714535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/714/535/GCF_013714535.1_ASM1371453v1	./data/refseq/bacteria/GCF_013714535.1/GCF_013714535.1_ASM1371453v1_assembly_stats.txt
