assembly_accession	start	end	orientation
GCF_000971665.1	19286	20833	+
GCF_000971665.1	67005	68552	+
GCF_000971665.1	141214	142761	+
GCF_000971665.1	147020	148567	+
GCF_000971665.1	359712	361259	+
GCF_000971665.1	1672809	1674356	-
GCF_001008015.1	17766	19313	+
GCF_001008015.1	65427	66974	+
GCF_001008015.1	128745	130292	+
GCF_001008015.1	341015	342562	+
GCF_001008015.1	1648510	1650057	-
GCF_001280285.1	159821	161368	+
GCF_001280285.1	1467338	1468885	-
GCF_001280285.1	1679918	1681465	+
GCF_001280285.1	1727654	1729201	+
GCF_001280285.1	1791004	1792551	+
GCF_001280285.1	1796811	1798358	+
GCF_001514435.1	576466	578013	-
GCF_001514435.1	795024	796571	-
GCF_001514435.1	800831	802378	-
GCF_001514435.1	864319	865866	-
GCF_001514435.1	912029	913576	-
GCF_001514435.1	1111602	1113149	+
GCF_001663795.1	963737	965284	-
GCF_001663795.1	1180779	1182326	+
GCF_001663795.1	1228440	1229987	+
GCF_001663795.1	1291758	1293305	+
GCF_001663795.1	1297561	1299108	+
GCF_001663795.1	1511285	1512831	+
GCF_001685375.1	561944	563491	-
GCF_001685375.1	779218	780765	-
GCF_001685375.1	842706	844253	-
GCF_001685375.1	890474	892021	-
GCF_001685375.1	1090045	1091592	+
GCF_001705585.1	395337	396884	-
GCF_001705585.1	604614	606161	+
GCF_001705585.1	653735	655281	+
GCF_001705585.1	709155	710701	+
GCF_001705585.1	714956	716503	+
GCF_001705585.1	929330	930877	+
GCF_001855705.1	473554	475101	-
GCF_001855705.1	685855	687402	-
GCF_001855705.1	749173	750720	-
GCF_001855705.1	796834	798381	-
GCF_001855705.1	1013876	1015423	+
GCF_002012365.1	855189	856736	-
GCF_002012365.1	1061645	1063192	+
GCF_002012365.1	1116457	1118004	+
GCF_002012365.1	1178154	1179701	+
GCF_002012365.1	1183960	1185507	+
GCF_002012365.1	1400809	1402356	+
GCF_002286255.1	17727	19274	+
GCF_002286255.1	65447	66994	+
GCF_002286255.1	141049	142596	+
GCF_002286255.1	146855	148402	+
GCF_002286255.1	362523	364070	+
GCF_002286255.1	1669738	1671285	-
GCF_002443035.1	967458	969005	-
GCF_002443035.1	1166816	1168363	+
GCF_002443035.1	1215769	1217316	+
GCF_002443035.1	1275428	1276975	+
GCF_002443035.1	1281237	1282784	+
GCF_002443035.1	1494238	1495785	+
GCF_002843115.1	17690	19237	+
GCF_002843115.1	65240	66787	+
GCF_002843115.1	128555	130102	+
GCF_002843115.1	340855	342402	+
GCF_002843115.1	1651894	1653441	-
GCF_002846075.1	19055	20602	+
GCF_002846075.1	66774	68321	+
GCF_002846075.1	129022	130569	+
GCF_002846075.1	134828	136375	+
GCF_002846075.1	347503	349050	+
GCF_002846075.1	1671720	1673267	-
GCF_002846155.1	17638	19185	+
GCF_002846155.1	65348	66895	+
GCF_002846155.1	146187	147734	+
GCF_002846155.1	151994	153541	+
GCF_002846155.1	1408753	1410300	-
GCF_002846155.1	1630370	1631917	-
GCF_003402855.1	17630	19177	+
GCF_003402855.1	65421	66968	+
GCF_003402855.1	129030	130576	+
GCF_003402855.1	134836	136383	+
GCF_003402855.1	355003	356550	+
GCF_003402855.1	1603878	1605424	-
GCF_003443395.1	17625	19172	+
GCF_003443395.1	69763	71310	+
GCF_003443395.1	125392	126939	+
GCF_003443395.1	131204	132751	+
GCF_003443395.1	341179	342727	+
GCF_003443395.1	1650652	1652199	-
GCF_004114735.1	772284	773831	-
GCF_004114735.1	969867	971414	+
GCF_004114735.1	1017642	1019189	+
GCF_004114735.1	1084379	1085926	+
GCF_004114735.1	1090186	1091733	+
GCF_004114735.1	1295935	1297482	+
GCF_009856565.1	199929	201476	-
GCF_009856565.1	413602	415149	-
GCF_009856565.1	419408	420955	-
GCF_009856565.1	484071	485618	-
GCF_009856565.1	533011	534558	-
GCF_009856565.1	798812	800359	+
GCF_010120595.1	163513	165060	-
GCF_010120595.1	380533	382080	+
GCF_010120595.1	437614	439161	+
GCF_010120595.1	497205	498752	+
GCF_010120595.1	778418	779965	+
GCF_010692845.1	17726	19273	+
GCF_010692845.1	65507	67054	+
GCF_010692845.1	161399	162946	+
GCF_010692845.1	167205	168752	+
GCF_010692845.1	379751	381298	+
GCF_010692845.1	1731234	1732781	-
GCF_011801285.1	19044	20591	+
GCF_011801285.1	66763	68310	+
GCF_011801285.1	128701	130248	+
GCF_011801285.1	134508	136055	+
GCF_011801285.1	347299	348846	+
GCF_011801285.1	1638867	1640414	-
GCF_013307185.1	17707	19261	+
GCF_013307185.1	65367	66921	+
GCF_013307185.1	128684	130238	+
GCF_013307185.1	134489	136043	+
GCF_013307185.1	346790	348344	+
GCF_013307185.1	1657819	1659373	-
GCF_013307285.1	17627	19181	+
GCF_013307285.1	65288	66842	+
GCF_013307285.1	128606	130160	+
GCF_013307285.1	134412	135966	+
GCF_013307285.1	346713	348267	+
GCF_013307285.1	1658143	1659697	-
GCF_015190465.1	624543	626090	-
GCF_015190465.1	855041	856588	+
GCF_015190465.1	914479	916026	+
GCF_015190465.1	972210	973757	+
GCF_015190465.1	978017	979564	+
GCF_015190465.1	1255362	1256909	+
GCF_017359825.1	17631	19178	+
GCF_017359825.1	67996	69546	+
GCF_017359825.1	140624	142169	+
GCF_017359825.1	146435	147982	+
GCF_017359825.1	363282	364829	+
GCF_017359825.1	1647150	1648690	-
GCF_017359885.1	17631	19192	+
GCF_017359885.1	74347	75894	+
GCF_017359885.1	136282	137829	+
GCF_017359885.1	353886	355437	+
GCF_017359885.1	1667912	1669463	-
GCF_017360005.1	17633	19183	+
GCF_017360005.1	74391	75938	+
GCF_017360005.1	136320	137863	+
GCF_017360005.1	142118	143665	+
GCF_017360005.1	361758	363305	+
GCF_017360005.1	1735880	1737431	-
GCF_017360085.1	17630	19180	+
GCF_017360085.1	74315	75861	+
GCF_017360085.1	136245	137790	+
GCF_017360085.1	142051	143596	+
GCF_017360085.1	359655	361203	+
GCF_017360085.1	1674203	1675746	-
GCF_017360165.1	17631	19178	+
GCF_017360165.1	74390	75939	+
GCF_017360165.1	136314	137863	+
GCF_017360165.1	142120	143667	+
GCF_017360165.1	359730	361277	+
GCF_017360165.1	1673954	1675501	-
GCF_017360245.1	17631	19174	+
GCF_017360245.1	67993	69540	+
GCF_017360245.1	140621	142167	+
GCF_017360245.1	146428	147971	+
GCF_017360245.1	380847	382389	+
GCF_017360245.1	1664675	1666223	-
GCF_017360305.1	17630	19175	+
GCF_017360305.1	74384	75931	+
GCF_017360305.1	136315	137865	+
GCF_017360305.1	142123	143670	+
GCF_017360305.1	362821	364368	+
GCF_017360305.1	1696758	1698307	-
GCF_017584245.1	200345	201892	+
GCF_017584245.1	1484542	1486082	-
GCF_017584245.1	1718989	1720530	-
GCF_017584245.1	1724791	1726336	-
GCF_017584245.1	1797414	1798957	-
GCF_017584245.1	1847776	1849324	-
GCF_018219175.1	17630	19177	+
GCF_018219175.1	65356	66903	+
GCF_018219175.1	126342	127889	+
GCF_018219175.1	132150	133697	+
GCF_018219175.1	352565	354112	+
GCF_018219175.1	1696224	1697771	-
GCF_900094135.1	17627	19174	+
GCF_900094135.1	65343	66890	+
GCF_900094135.1	126465	128012	+
GCF_900094135.1	343110	344657	+
GCF_900094135.1	1548958	1550505	-
GCF_900474985.1	17614	19161	+
GCF_900474985.1	74697	76244	+
GCF_900474985.1	134288	135835	+
GCF_900474985.1	415501	417048	+
GCF_900474985.1	1902865	1904412	-
GCF_900492165.1	1032479	1034026	-
GCF_900492165.1	1245279	1246826	-
GCF_900492165.1	1251085	1252632	-
GCF_900492165.1	1314704	1316251	-
GCF_900492165.1	1362422	1363969	-
GCF_900492165.1	1572664	1574211	+
GCF_903884415.1	17629	19176	+
GCF_903884415.1	65397	66944	+
GCF_903884415.1	136646	138193	+
GCF_903884415.1	142453	144000	+
GCF_903884415.1	367237	368784	+
