assembly_accession	start	end	orientation
GCF_000756415.2	89159	90703	+
GCF_000756415.2	237087	238631	+
GCF_000756415.2	1743300	1744844	-
GCF_000756415.2	2326970	2328514	-
GCF_000756415.2	2509483	2511027	-
GCF_000756415.2	3001405	3002949	-
GCF_000756435.2	175266	176817	+
GCF_000756435.2	1514728	1516279	+
GCF_000756435.2	2240027	2241578	-
GCF_000756435.2	2294111	2295662	-
GCF_000756435.2	2814803	2816354	-
GCF_000756435.2	2968693	2970244	-
GCF_001514395.1	89158	90702	+
GCF_001514395.1	237086	238630	+
GCF_001514395.1	1715666	1717210	-
GCF_001514395.1	2299662	2301206	-
GCF_001514395.1	2482184	2483728	-
GCF_001514395.1	2974123	2975667	-
GCF_001534725.1	89237	90781	+
GCF_001534725.1	237165	238709	+
GCF_001534725.1	1759160	1760704	-
GCF_001534725.1	2344669	2346213	-
GCF_001534725.1	2527435	2528979	-
GCF_001534725.1	3020900	3022444	-
GCF_001746795.1	1189993	1191537	-
GCF_001746795.1	1774322	1775866	-
GCF_001746795.1	1957108	1958652	-
GCF_001746795.1	2450253	2451797	-
GCF_001746795.1	2723028	2724572	+
GCF_001746795.1	2870956	2872500	+
GCF_001932595.1	308881	310425	-
GCF_001932595.1	362965	364509	-
GCF_001932595.1	883561	885105	-
GCF_001932595.1	1037448	1038992	-
GCF_001932595.1	1306490	1308034	+
GCF_001932595.1	2645931	2647475	+
GCF_001932735.1	439409	440953	-
GCF_001932735.1	493491	495035	-
GCF_001932735.1	1014193	1015737	-
GCF_001932735.1	1168082	1169626	-
GCF_001932735.1	1437118	1438662	+
GCF_001932735.1	2776552	2778096	+
GCF_001932755.1	576036	577580	+
GCF_001932755.1	1297783	1299327	-
GCF_001932755.1	1354884	1356428	-
GCF_001932755.1	1930618	1932162	-
GCF_001932755.1	2196652	2198196	+
GCF_001932755.1	2350540	2352084	+
GCF_001932775.1	573057	574601	+
GCF_001932775.1	1294862	1296406	-
GCF_001932775.1	1351966	1353510	-
GCF_001932775.1	1927732	1929276	-
GCF_001932775.1	2193783	2195327	+
GCF_001932775.1	2347677	2349221	+
GCF_001932795.1	355601	357145	-
GCF_001932795.1	1133910	1135454	-
GCF_001932795.1	1190319	1191863	-
GCF_001932795.1	1797085	1798629	-
GCF_001932795.1	2061901	2063445	+
GCF_001932795.1	2217989	2219533	+
GCF_001932815.1	529646	531190	-
GCF_001932815.1	1113168	1114712	-
GCF_001932815.1	1295675	1297219	-
GCF_001932815.1	1795110	1796654	-
GCF_001932815.1	2067903	2069447	+
GCF_001932815.1	2215829	2217373	+
GCF_001932835.1	529876	531420	-
GCF_001932835.1	1113423	1114967	-
GCF_001932835.1	1295934	1297478	-
GCF_001932835.1	1795378	1796922	-
GCF_001932835.1	2068178	2069722	+
GCF_001932835.1	2216393	2217937	+
GCF_001932855.1	1189991	1191535	-
GCF_001932855.1	1774320	1775864	-
GCF_001932855.1	1957104	1958648	-
GCF_001932855.1	2450250	2451794	-
GCF_001932855.1	2723023	2724567	+
GCF_001932855.1	2870951	2872495	+
GCF_001932875.1	509535	511079	-
GCF_001932875.1	657462	659006	-
GCF_001932875.1	930233	931776	+
GCF_001932875.1	1423365	1424909	+
GCF_001932875.1	1606145	1607689	+
GCF_001932875.1	2190522	2192066	+
GCF_001932895.1	89159	90703	+
GCF_001932895.1	237088	238632	+
GCF_001932895.1	1743304	1744848	-
GCF_001932895.1	2326974	2328518	-
GCF_001932895.1	2509487	2511031	-
GCF_001932895.1	3001407	3002951	-
GCF_001932915.1	529691	531235	-
GCF_001932915.1	1113227	1114771	-
GCF_001932915.1	1295739	1297283	-
GCF_001932915.1	1795186	1796730	-
GCF_001932915.1	2067987	2069531	+
GCF_001932915.1	2215915	2217459	+
GCF_001932935.1	1189994	1191538	-
GCF_001932935.1	1774323	1775867	-
GCF_001932935.1	1957109	1958653	-
GCF_001932935.1	2450254	2451798	-
GCF_001932935.1	2723029	2724573	+
GCF_001932935.1	2870957	2872501	+
GCF_009708295.1	91468	93012	+
GCF_009708295.1	247565	249109	+
GCF_009708295.1	1549964	1551508	-
GCF_009708295.1	2329094	2330638	-
GCF_009708295.1	2385503	2387047	-
GCF_009708295.1	2992961	2994505	-
GCF_009708335.1	92205	93749	+
GCF_009708335.1	248310	249854	+
GCF_009708335.1	829661	831205	+
GCF_009708335.1	884555	886099	+
GCF_009708335.1	1621230	1622774	-
GCF_009708335.1	2965265	2966809	-
GCF_009708355.1	182970	184514	+
GCF_009708355.1	682990	684534	+
GCF_009708355.1	865503	867047	+
GCF_009708355.1	1451900	1453444	+
GCF_009708355.1	2960148	2961692	-
GCF_009708355.1	3108364	3109908	-
GCF_009708435.1	90957	92501	+
GCF_009708435.1	247062	248606	+
GCF_009708435.1	1758038	1759582	+
GCF_009708435.1	2495024	2496568	-
GCF_009708435.1	2549918	2551462	-
GCF_009708435.1	3155816	3157360	-
GCF_009708575.1	184275	185819	+
GCF_009708575.1	677421	678965	+
GCF_009708575.1	860507	862051	+
GCF_009708575.1	1446681	1448225	+
GCF_009708575.1	2962870	2964414	-
GCF_009708575.1	3110798	3112342	-
GCF_009708715.1	182597	184141	+
GCF_009708715.1	682905	684449	+
GCF_009708715.1	865417	866961	+
GCF_009708715.1	1449335	1450879	+
GCF_009708715.1	2956991	2958535	-
GCF_009708715.1	3105207	3106751	-
GCF_009708735.1	91468	93012	+
GCF_009708735.1	247565	249109	+
GCF_009708735.1	1536097	1537641	-
GCF_009708735.1	2315800	2317344	-
GCF_009708735.1	2372209	2373753	-
GCF_009708735.1	2979921	2981465	-
GCF_009708755.1	183998	185542	+
GCF_009708755.1	677720	679264	+
GCF_009708755.1	866336	867880	+
GCF_009708755.1	1454269	1455813	+
GCF_009708755.1	2982065	2983609	-
GCF_009708755.1	3129993	3131537	-
GCF_009708815.1	90958	92502	+
GCF_009708815.1	247063	248607	+
GCF_009708815.1	1567137	1568681	+
GCF_009708815.1	2304698	2306242	-
GCF_009708815.1	2359592	2361136	-
GCF_009708815.1	2965488	2967032	-
GCF_009708835.1	90958	92502	+
GCF_009708835.1	247062	248606	+
GCF_009708835.1	1565158	1566702	+
GCF_009708835.1	2315854	2317398	-
GCF_009708835.1	2370749	2372293	-
GCF_009708835.1	2977214	2978758	-
GCF_009708855.1	90958	92502	+
GCF_009708855.1	247063	248607	+
GCF_009708855.1	1568115	1569659	+
GCF_009708855.1	2304813	2306357	-
GCF_009708855.1	2359707	2361251	-
GCF_009708855.1	2965612	2967156	-
GCF_009708875.1	90958	92502	+
GCF_009708875.1	247069	248613	+
GCF_009708875.1	1562968	1564512	+
GCF_009708875.1	2299955	2301499	-
GCF_009708875.1	2354849	2356393	-
GCF_009708875.1	2960726	2962270	-
GCF_009708915.1	91468	93012	+
GCF_009708915.1	247565	249109	+
GCF_009708915.1	1545196	1546740	-
GCF_009708915.1	2323357	2324901	-
GCF_009708915.1	2379766	2381310	-
GCF_009708915.1	2983097	2984641	-
GCF_009708935.1	91468	93012	+
GCF_009708935.1	247565	249109	+
GCF_009708935.1	1522545	1524089	-
GCF_009708935.1	2301968	2303512	-
GCF_009708935.1	2358377	2359921	-
GCF_009708935.1	2966126	2967670	-
GCF_009708975.1	90958	92502	+
GCF_009708975.1	247063	248607	+
GCF_009708975.1	1559694	1561238	+
GCF_009708975.1	2311352	2312896	-
GCF_009708975.1	2366246	2367790	-
GCF_009708975.1	2972143	2973687	-
GCF_009708995.1	90958	92502	+
GCF_009708995.1	247063	248607	+
GCF_009708995.1	1559715	1561259	+
GCF_009708995.1	2297660	2299204	-
GCF_009708995.1	2352554	2354098	-
