assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_006363895.1	NZ_CP040953.1	550	651080	0.0483896494772524	-0.0410731719188229	-2.579449284851109	3145.317856194032	1269612
GCF_006363975.1	NZ_CP040951.1	550	647990	0.04862421785123	-0.0408246340621877	-2.57944928485111	3147.16253631413	1269746
GCF_006363995.1	NZ_CP040955.1	550	651070	0.0483543800090568	-0.041066660961048	-2.5794492848511084	3142.975117099484	1269613
GCF_006364015.1	NZ_CP040954.1	550	647860	0.0485865406022111	-0.0408408200639368	-2.5794492848511084	3144.091535475828	1269614
GCF_006364055.1	NZ_CP040956.1	550	647860	0.0485817125826761	-0.0404348464026984	-2.5794492848511044	3143.7958201959696	1262579
GCF_006364075.1	NZ_CP040958.1	550	656710	0.0481568531107579	-0.0410829749248639	-2.5794492848511084	3157.28606246581	1275246
GCF_006364095.1	NZ_CP040957.1	550	651080	0.0483853286089455	-0.0410683588674983	-2.5794492848511097	3145.0367707480696	1269620
GCF_006364115.1	NZ_CP040959.1	550	651200	0.0484055636783702	-0.0410757277226316	-2.57944928485111	3146.9339894834734	1269743
GCF_006364135.1	NZ_CP040975.1	1930	655290	0.0487211109610778	-0.0351354004551242	-2.953924862429006	3192.6222768924085	1275365
GCF_006364155.1	NZ_CP040960.1	550	656570	0.0488238517641279	-0.0406907134472753	-2.5794492848511075	3200.3711132575067	1268077
GCF_006364175.1	NZ_CP040961.1	550	653360	0.0490390587658195	-0.040450744668471	-2.579449284851106	3200.371778298219	1268081
GCF_006364195.1	NZ_CP040972.1	1970	685200	0.0479612940279612	-0.0394762258797361	-3.2417590354672474	3282.624214138584	1313353
GCF_006364215.1	NZ_CP040962.1	550	656570	0.0488217960152467	-0.0410167953128076	-2.5794492848511084	3200.2334509425154	1268083
GCF_006364255.1	NZ_CP040963.1	9100	661960	0.0495685091694466	-0.037108389009726	-3.216928388708645	3271.4210818267343	1275918
GCF_006364275.1	NZ_CP040964.1	9100	652820	0.0472337698302942	-0.0361341111214826	-2.850011096667956	3074.261868479432	1258764
GCF_006364315.1	NZ_CP040965.1	9100	669100	0.0494830076465816	-0.0361126406882954	-2.850011096667957	3299.610958495208	1280821
GCF_006364335.1	NZ_CP040966.1	9100	669240	0.0495214644019704	-0.0374820572461097	-2.850011096667956	3303.112817856633	1277820
GCF_006364375.1	NZ_CP040967.1	1960	681320	0.0487051561233616	-0.0389080195237062	-2.8889446727973604	3313.493910303893	1286549
GCF_006364395.1	NZ_CP040970.1	520	682980	0.0482024714691405	-0.0387089089808855	-2.0127360124935323	3287.6269297267263	1299420
GCF_006364415.1	NZ_CP040969.1	9160	669230	0.048058235188323	-0.036998083223733	-2.095267250802468	3207.438573213889	1272602
GCF_006364435.1	NZ_CP040977.1	9100	682630	0.0466232900590304	-0.0353393694293462	-3.436355702979982	3173.816423721255	1304390
GCF_006365175.1	NZ_CP040952.1	550	648320	0.048581636877022	-0.0404649420729559	-2.579449284851106	3145.990607750857	1262703
GCF_006365195.1	NZ_CP040976.1	1960	665410	0.0476960632352078	-0.0391501996757839	-2.8468936552093527	3170.098533620328	1272750
GCF_006365215.1	NZ_CP040971.1	1970	675690	0.048787089710638	-0.0396923826498234	-3.2417590354672496	3292.6457448675005	1302762
GCF_006365235.1	NZ_CP040974.1	9100	675690	0.0473313354715276	-0.0408403925996514	-2.688929233170582	3191.092377779424	1284858
GCF_006365255.1	NZ_CP040950.1	550	647860	0.0485861724842718	-0.0404431396199653	-2.579449284851107	3144.0677068335	1262580
GCF_006365275.1	NZ_CP040949.1	550	647760	0.0485698563849237	-0.040465975474597	-2.579449284851108	3142.507590856643	1262152
GCF_006365295.1	NZ_CP040973.1	9130	682070	0.0482626212635742	-0.0407100761125413	-3.312295141790468	3283.542815281511	1293207
GCF_006365315.1	NZ_CP040968.1	1960	670190	0.0488381404004973	-0.03893942725339	-2.888944672797359	3268.174296528085	1275419
