assembly_accession	start	end	orientation
GCF_001022115.1	2479355	2480904	-
GCF_001022115.1	2928222	2929771	-
GCF_001022115.1	3296465	3298014	-
GCF_001022115.1	3341393	3342942	-
GCF_001022115.1	3446691	3448240	-
GCF_001022115.1	3603267	3604816	-
GCF_001022115.1	4132004	4133553	+
GCF_001022115.1	5090882	5092431	+
GCF_001022195.1	60149	61698	-
GCF_001022195.1	126065	127614	-
GCF_001022195.1	230337	231886	-
GCF_001022195.1	369761	371310	-
GCF_001022195.1	923042	924591	+
GCF_001022195.1	1904242	1905791	+
GCF_001022195.1	5440893	5442442	-
GCF_001022195.1	5878874	5880423	-
GCF_001022295.1	2459389	2460938	-
GCF_001022295.1	2908256	2909805	-
GCF_001022295.1	3275451	3277000	-
GCF_001022295.1	3320379	3321928	-
GCF_001022295.1	3425677	3427226	-
GCF_001022295.1	3582256	3583805	-
GCF_001022295.1	4110989	4112538	+
GCF_001022295.1	5068398	5069947	+
GCF_001548355.1	123795	125334	+
GCF_001548355.1	224210	225749	+
GCF_001548355.1	268940	270479	+
GCF_001548355.1	647739	649278	+
GCF_001548355.1	1052009	1053548	+
GCF_001548355.1	4530402	4531941	-
GCF_001548355.1	5363120	5364659	-
GCF_001548355.1	5935100	5936639	+
GCF_001870185.1	3053420	3054959	-
GCF_001870185.1	4010829	4012368	-
GCF_001870185.1	4539556	4541095	+
GCF_001870185.1	4696135	4697674	+
GCF_001870185.1	4801433	4802972	+
GCF_001870185.1	4846363	4847902	+
GCF_001870185.1	5213546	5215085	+
GCF_001870185.1	5662413	5663952	+
GCF_001970835.1	1773475	1775024	-
GCF_001970835.1	2654666	2656215	-
GCF_001970835.1	3204530	3206079	+
GCF_001970835.1	3345375	3346924	+
GCF_001970835.1	3448884	3450433	+
GCF_001970835.1	3493987	3495536	+
GCF_001970835.1	3842750	3844299	+
GCF_001970835.1	4277947	4279496	+
GCF_002072655.1	2186843	2188382	-
GCF_002072655.1	3115615	3117154	-
GCF_002072655.1	3662780	3664319	+
GCF_002072655.1	3794345	3795884	+
GCF_002072655.1	3898501	3900040	+
GCF_002072655.1	3961720	3963259	+
GCF_002072655.1	4335470	4337009	+
GCF_002072655.1	4775898	4777437	+
GCF_002906395.1	548104	549643	+
GCF_002906395.1	1487538	1489077	+
GCF_002906395.1	5090119	5091658	-
GCF_002906395.1	5523578	5525117	-
GCF_002906395.1	5926207	5927746	-
GCF_002906395.1	5971309	5972848	-
GCF_002906395.1	6074823	6076362	-
GCF_002906395.1	6247381	6248920	-
GCF_002906435.1	744686	746225	-
GCF_002906435.1	1696357	1697896	-
GCF_002906435.1	2254824	2256363	+
GCF_002906435.1	2394325	2395864	+
GCF_002906435.1	2495972	2497511	+
GCF_002906435.1	2541086	2542625	+
GCF_002906435.1	2974958	2976497	+
GCF_002906435.1	3410198	3411737	+
GCF_002947505.1	333472	335011	+
GCF_002947505.1	3752739	3754278	-
GCF_002947505.1	4185637	4187176	-
GCF_002947505.1	4525503	4527042	-
GCF_002947505.1	4570617	4572156	-
GCF_002947505.1	4674132	4675671	-
GCF_002947505.1	4813657	4815196	-
GCF_002947505.1	5364254	5365793	+
GCF_002984395.1	766542	768081	-
GCF_002984395.1	1315369	1316907	+
GCF_002984395.1	1429355	1430894	+
GCF_002984395.1	1567990	1569529	+
GCF_002984395.1	1612921	1614460	+
GCF_002984395.1	2028171	2029710	+
GCF_002984395.1	2455539	2457078	+
GCF_002984395.1	5741368	5742907	-
GCF_003073975.1	1954556	1956095	-
GCF_003073975.1	2381918	2383457	-
GCF_003073975.1	2761133	2762672	-
GCF_003073975.1	2806189	2807728	-
GCF_003073975.1	2918576	2920115	-
GCF_003073975.1	3041331	3042870	-
GCF_003073975.1	3623856	3625395	+
GCF_003073975.1	4564088	4565627	+
GCF_003812925.1	2097294	2098843	-
GCF_003812925.1	3043374	3044923	-
GCF_003812925.1	3566327	3567876	+
