assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_001022115.1	NZ_CP011618.1	3622060	571190	0.0353554831873428	-0.0367202286877923	-9241.570102190324	1961.556860941856	6229565
GCF_001022195.1	NZ_CP011636.1	388580	3726480	0.0328037774156801	-0.0321670780273641	-1385.8951055499945	9563.690535949656	6257473
GCF_001022295.1	NZ_CP011597.1	3601050	551460	0.0353021139229643	-0.0367766279436447	-9370.82847340218	1844.734266696152	6217725
GCF_001548355.1	NZ_AP014951.1	5917680	2963770	0.0341454027658966	-0.036740374493244	-801.4272738274791	10051.358694803424	5944658
GCF_001870185.1	NZ_CP017928.1	4524360	1403400	0.0368198608865907	-0.0351488885172401	-6022.545923576805	4947.290731368556	6155924
GCF_001970835.1	NZ_CP018362.1	3187240	148060	0.0350540238668136	-0.0351514816467186	-10219.142916907183	464.0326282996138	5992008
GCF_002072655.1	NZ_CP020358.1	3645510	315320	0.0347514826226926	-0.0350290124798622	-10823.52575144248	841.804814891624	6350620
GCF_002906395.1	NZ_CP026269.1	6252560	3067730	0.0326285632915868	-0.0330477493079723	-515.3259282113042	10009.825796626948	6252643
GCF_002906435.1	NZ_CP026275.1	2237530	5280710	0.0339499279382152	-0.0337026645170041	-7626.611178564435	2704.9974278623763	6179177
GCF_002947505.1	NZ_CP026715.1	4832470	1864750	0.0345585500711335	-0.0331803885509078	-2840.2446565037867	7006.777528047816	5883411
GCF_002984395.1	NZ_CP027426.1	1298090	4242190	0.0356974782654236	-0.0355715604486087	-4286.162015534169	6228.288648412559	5853942
GCF_003073975.1	NZ_CP029128.1	3060140	206730	0.0341672146291685	-0.0353214478002457	-9501.900314002694	576.7633974661599	5925399
GCF_003812925.1	NZ_CP033844.1	3549070	624540	0.0356581798472907	-0.0357811158666923	-8284.763247309176	2179.5488617259184	5864574
GCF_009707385.1	NZ_CP046115.1	5394720	2738390	0.0373154838277347	-0.0407792824596709	-613.7214868674818	10218.618630124642	5394761
GCF_013750595.1	NZ_CP056567.1	6049600	2958220	0.035118874651576	-0.0360599656974597	-720.3014796548408	10436.83251640129	6091081
GCF_013826985.1	NZ_CP057330.1	6009700	2972070	0.0361986831943596	-0.0365581066327776	-304.7031473277668	10800.30082333395	6051148
GCF_016903415.1	NZ_CP069911.1	302370	3238630	0.0355499242080314	-0.0359679113370282	-1236.9409445375595	9202.094303855813	5860928
GCF_016903715.1	NZ_CP069943.1	993330	3953590	0.0363636965390226	-0.0363153754310306	-3740.468805170917	7024.136503181029	5830739
GCF_016903975.1	NZ_CP070020.1	5669790	2762680	0.0357432470652852	-0.036098673600174	-679.424088299252	9814.864243606718	5821257
GCF_016918825.1	NZ_JAFFQV010000001.1	2214880	5163900	0.0370056039550239	-0.0362089347521878	-8278.344291895854	2637.9287586969403	5963735
GCF_017310465.1	NZ_CP064108.1	347940	3355180	0.0356360765128779	-0.0356895310234786	-1307.5575793779894	9409.07230397743	5913545
GCF_017968865.1	NZ_CP072914.1	5781510	2846160	0.0359032567454775	-0.0359968225610522	-309.88324577572274	10258.140428324166	5822988
GCF_900636985.1	NZ_LR134333.1	295130	3253510	0.035876078174807	-0.0363406695340432	-1291.751989710517	9326.46518811809	5857964
GCF_904863345.1	NZ_LR890312.1	5771130	2819930	0.0358171988181605	-0.0361031793423167	-516.4092170898626	10148.471239546076	5812602
GCF_000714655.1	NZ_CP008788.1	3430	3078270	0.0335691086566918	-0.0321606875474748	0.0695970695970695	10343.558788873284	6152190
