assembly_accession	species	subsp	strain
GCF_001022115.1	Klebsiella oxytoca		CAV1335
GCF_001022195.1	Klebsiella oxytoca		CAV1374
GCF_001022295.1	Klebsiella oxytoca		CAV1099
GCF_001548355.1	Klebsiella oxytoca		JKo3
GCF_001870185.1	Klebsiella oxytoca		CAV1015
GCF_001970835.1	Klebsiella oxytoca		CAV1752
GCF_002072655.1	Klebsiella oxytoca		AR_0147
GCF_002906395.1	Klebsiella oxytoca		KONIH4
GCF_002906435.1	Klebsiella oxytoca		KONIH5
GCF_002947505.1	Klebsiella oxytoca		AR_0028
GCF_002984395.1	Klebsiella oxytoca		FDAARGOS_335
GCF_003073975.1	Klebsiella oxytoca		AR380
GCF_003812925.1	Klebsiella oxytoca		FDAARGOS_500
GCF_009707385.1	Klebsiella oxytoca		P620
GCF_013750595.1	Klebsiella oxytoca		RHBSTW-00373
GCF_013826985.1	Klebsiella oxytoca		RHB30-C02
GCF_016903415.1	Klebsiella oxytoca		FDAARGOS_1334
GCF_016903715.1	Klebsiella oxytoca		FDAARGOS_1332
GCF_016903975.1	Klebsiella oxytoca		FDAARGOS_1333
GCF_016918825.1	Klebsiella oxytoca		FDAARGOS_1336
GCF_017310465.1	Klebsiella oxytoca		IR5392
GCF_017968865.1	Klebsiella oxytoca		KoPF10
GCF_900636985.1	Klebsiella oxytoca		NCTC13727
GCF_904863345.1	Klebsiella oxytoca		MSB1_10D-sc-2280340
GCF_000714655.1	Klebsiella oxytoca		KONIH1
