assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000832485.1	NZ_CP009335.1	1174020	3726450	0.1631812236442824	-0.159895421538121	-18148.64905028684	23502.26090422341	5232696
GCF_000832825.1	NZ_CP009600.1	2996910	328980	0.16449081626261	-0.1600215827532083	-37525.48004588654	5167.172645435066	5256240
GCF_000832925.1	NZ_CP009720.1	4764660	2255970	0.1615765460133876	-0.1637195515987254	-4109.953573322143	36966.59553308134	5213295
GCF_000833085.1	NZ_CP010088.1	2431100	5109480	0.1625698656360283	-0.1623124894969896	-39636.4542531443	3907.6129782441735	5235838
GCF_001017635.1	NZ_CP011349.1	2786310	7350	0.1153035103964191	-0.1628870348556316	-45335.886068366905	-0.1428571428571428	5675007
GCF_001182785.1	NZ_CP012099.1	1410	2614540	0.1649381079241667	-0.1598687997486084	-1.9214729527427168	43098.55691026215	5292526
GCF_001420855.1	NZ_CP013055.1	5657750	2773080	0.1219883078585403	-0.1591175359995982	-11869.080013900511	34315.87655116914	5674369
GCF_001455345.1	NZ_CP013274.1	9010	2596510	0.1685443598656199	-0.1564919839254196	0.150259067357513	43766.907138325725	5327397
GCF_001595725.1	NZ_CP014282.1	1130	2597430	0.165720106181238	-0.1625011125176294	-1.5542023691693096	43024.37084393	5243635
GCF_001598095.1	NZ_CP014847.1	530	2820450	0.1624606245842967	-0.1534495619588138	-1.5758701777524102	45826.1324218471	5776895
GCF_001685565.1	NZ_CP015350.1	5833380	2706530	0.1563824821155342	-0.1565694881619157	-6094.212265344371	43512.59947403067	5867736
GCF_001692675.1	NZ_CP016588.1	316360	3060750	0.161215658422444	-0.1639820234953192	-5462.5236183956295	38783.4826905794	5344151
GCF_002025105.1	NZ_CP020002.1	90	2894540	0.163560676430052	-0.1609041601387585	0.0050761421319796	47341.85850657975	5790408
GCF_002119445.1	NZ_CP021061.1	5341530	2564290	0.1635187107196991	-0.1591069962809611	-2635.4800592457746	41552.36060733413	5427594
GCF_002173755.1	NZ_CP017577.1	4200070	1437470	0.1676174040407894	-0.1633064964777882	-20148.99544328562	24966.227501385343	5436019
GCF_002184245.1	NZ_CP019230.1	4852620	2087000	0.1600055815058287	-0.16173984963042	-11415.265390174429	33323.037994547834	5420545
GCF_002192515.1	NZ_CP020723.1	5214540	2543650	0.1618122179940979	-0.1646754809399179	-2309.243657689044	42239.68983427371	5246329
GCF_002222555.1	NZ_CP022345.1	4878000	2239900	0.1626523772122809	-0.1664560876391564	-7208.463735104775	36704.33089342068	5334660
GCF_003054785.2	NZ_CP044978.1	787150	3386260	0.1680694443913085	-0.1591467132135418	-11857.592436486848	31848.9686546751	5294964
GCF_003626955.1	NZ_CP032608.1	2259360	4907220	0.1624787480286117	-0.1664468343684447	-37717.56164363803	5304.549945820244	5297164
GCF_003991175.1	NZ_CP021436.1	5600890	2750650	0.1536995061105956	-0.1532597235892965	-849.5673939092236	43485.67250107557	5637049
