assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000817005.1	NZ_CP007593.1	10030	1173550	0.0979981852866616	-0.1022355046467795	-97.0641837531786	11305.22624660286	2287774
GCF_001255215.1	NZ_LN847353.1	7830	1007620	0.1047884869557707	-0.0938345777704657	-55.39662023490155	10421.503429128885	1983415
GCF_001457635.1	NZ_LN831051.1	494810	1544430	0.1006092539246685	-0.10265661025945	-5350.312498218688	5216.993065811721	2110968
GCF_001715565.2	NZ_CP016633.2	2350	1062640	0.1040669983093554	-0.103248849125223	-6.9005621438234765	11027.234073002444	2069285
GCF_001896045.1	NZ_CP018136.1	2350	1099040	0.1033877893693996	-0.0977715555709617	-6.0862676912057525	11332.364076065203	2206644
GCF_001896065.1	NZ_CP018137.1	2071050	966150	0.0997435717076073	-0.0947006751015015	-822.1633763284314	9644.70039851369	2071812
GCF_001896085.1	NZ_CP018138.1	2071230	967900	0.0993776349444057	-0.0949373934990505	-840.2511727945013	9635.058217922982	2073113
GCF_001902455.1	NZ_CP018347.1	411410	1398310	0.0998517816052942	-0.0944925566468849	-3591.1628754240496	6265.138683796682	2092148
GCF_002076835.1	NZ_CP020549.1	40	1125430	0.1040978544668086	-0.098665344860575	-5.019766565994384	11715.06638787284	2148350
GCF_002357995.1	NZ_AP017971.1	2350	1117750	0.1000832114577518	-0.0992537617069849	-6.145445317320106	11157.141816249376	2148476
GCF_002813535.1	NZ_CP025076.1	1291470	267570	0.1023368902761453	-0.1005525870319899	-7665.468107033229	2632.1916527501835	2125517
GCF_002813955.1	NZ_CP018838.1	1630620	580830	0.1024113602043609	-0.0952303705417216	-4528.671228831408	5469.3421803669935	2079194
GCF_002843545.1	NZ_CP025256.1	40	1094090	0.1045046649109486	-0.0955429390812232	-6.16594360452331	11433.299782794347	2168552
GCF_002947575.1	NZ_CP026670.1	2220870	1039520	0.1033051480221926	-0.0988473495303542	-936.9467106018124	10743.846367678409	2221315
GCF_003044325.1	NZ_CP028436.1	2350	1125040	0.1048055632209078	-0.1033826102662199	-6.380137062188787	11760.047357206831	2122840
GCF_003351525.1	NZ_CP031247.1	1484640	365560	0.0988114529326613	-0.1028610192181474	-8146.343127096695	3364.641565130132	2114141
GCF_003351645.1	NZ_CP031245.1	528690	1603020	0.1022846567987086	-0.1028319088011867	-5486.663814721175	5503.9978784235645	2096231
GCF_003351705.1	NZ_CP031248.1	1492180	352130	0.1007108219690882	-0.1037932824590321	-8316.882254855414	3603.2700216836656	2169584
GCF_003351725.1	NZ_CP031246.1	555690	1623740	0.1067248845046264	-0.0991290596323536	-5497.524334546297	5901.238070234929	2109726
GCF_003354825.1	NZ_CP025838.1	13110	1021580	0.1009724889733324	-0.095282898665593	-131.82500680575623	10050.960247298864	2057144
GCF_003367435.1	NZ_CP026549.1	2550	1110320	0.0969883452332127	-0.0933391878763606	-6.196586312851868	10737.887174857038	2209198
GCF_003609935.1	NZ_AP018391.1	2044490	1006150	0.0969266845345584	-0.095704018044868	-182.52211743872115	9758.012681142063	2045062
GCF_003966485.1	NZ_AP018938.1	2350	1072650	0.1026783417230652	-0.1024569887646802	-7.252406667261865	10982.42230715965	2096423
GCF_003966505.1	NZ_AP018937.1	2320	1091870	0.1006254745970351	-0.0949942823765906	-6.004806130890503	10957.657648379569	2058492
