assembly_accession	start	end	orientation
GCF_000817005.1	25936	27481	+
GCF_000817005.1	1946510	1948055	-
GCF_000817005.1	2038201	2039746	-
GCF_000817005.1	2109469	2111014	-
GCF_001255215.1	1954793	1956338	-
GCF_001457635.1	480477	482022	-
GCF_001457635.1	679934	681479	+
GCF_001457635.1	742022	743567	+
GCF_001457635.1	833947	835492	+
GCF_001715565.2	1876489	1878034	-
GCF_001896045.1	15150	16695	+
GCF_001896045.1	1841708	1843253	-
GCF_001896045.1	1943892	1945437	-
GCF_001896045.1	2017112	2018657	-
GCF_001896065.1	15150	16695	+
GCF_001896065.1	1695208	1696753	-
GCF_001896065.1	1824113	1825658	-
GCF_001896065.1	1886170	1887715	-
GCF_001896085.1	15150	16695	+
GCF_001896085.1	1695560	1697105	-
GCF_001896085.1	1824416	1825961	-
GCF_001896085.1	1886473	1888018	-
GCF_001902455.1	35498	37043	-
GCF_001902455.1	166103	167648	-
GCF_001902455.1	228159	229704	-
GCF_001902455.1	428447	429992	+
GCF_002076835.1	14836	16381	+
GCF_002357995.1	15156	16701	+
GCF_002357995.1	1801949	1803494	-
GCF_002357995.1	1904746	1906291	-
GCF_002357995.1	1966762	1968307	-
GCF_002813535.1	931394	932939	-
GCF_002813535.1	1039974	1041519	-
GCF_002813535.1	1101999	1103544	-
GCF_002813535.1	1308502	1310047	+
GCF_002813955.1	1279319	1280865	-
GCF_002813955.1	1369840	1371385	-
GCF_002813955.1	1431843	1433389	-
GCF_002813955.1	1645667	1647212	+
GCF_002843545.1	15348	16893	+
GCF_002843545.1	1813302	1814847	-
GCF_002843545.1	1919878	1921423	-
GCF_002843545.1	1981894	1983439	-
GCF_002947575.1	16761	18312	+
GCF_002947575.1	1871143	1872694	-
GCF_002947575.1	1969771	1971322	-
GCF_002947575.1	2031680	2033231	-
GCF_003044325.1	15149	16694	+
GCF_003044325.1	1781502	1783047	-
GCF_003044325.1	1872927	1874472	-
GCF_003044325.1	1936361	1937906	-
GCF_003351525.1	1470307	1471852	-
GCF_003351525.1	1666476	1668021	+
GCF_003351525.1	1728601	1730146	+
GCF_003351525.1	1820626	1822171	+
GCF_003351645.1	178908	180453	-
GCF_003351645.1	269592	271137	-
GCF_003351645.1	340341	341886	-
GCF_003351645.1	547151	548696	+
GCF_003351705.1	1468067	1469612	-
GCF_003351705.1	1692409	1693954	+
GCF_003351705.1	1765198	1766743	+
GCF_003351705.1	1866619	1868164	+
GCF_003351725.1	197295	198840	-
GCF_003351725.1	299980	301525	-
GCF_003351725.1	363769	365314	-
GCF_003351725.1	568489	570034	+
GCF_003354825.1	29033	30579	+
GCF_003354825.1	1720054	1721600	-
GCF_003354825.1	1810508	1812054	-
GCF_003354825.1	1872369	1873915	-
GCF_003367435.1	15346	16890	+
GCF_003367435.1	1864408	1865953	-
GCF_003367435.1	1955611	1957155	-
GCF_003367435.1	2020901	2022446	-
GCF_003609935.1	15150	16695	+
GCF_003609935.1	1666322	1667867	-
GCF_003609935.1	1791941	1793486	-
GCF_003609935.1	1854218	1855763	-
GCF_003966485.1	16564	18109	+
GCF_003966485.1	1744744	1746289	-
GCF_003966485.1	1835428	1836973	-
GCF_003966485.1	1906177	1907722	-
GCF_003966505.1	15151	16696	+
GCF_003966505.1	1715850	1717395	-
GCF_003966505.1	1815671	1817216	-
GCF_003966505.1	1878834	1880379	-
GCF_003966525.1	15152	16697	+
GCF_003966525.1	1832917	1834462	-
GCF_003966525.1	1931573	1933118	-
GCF_003966525.1	1994836	1996381	-
GCF_003967155.2	15260	16805	+
GCF_003967155.2	1803945	1805490	-
GCF_003967155.2	1896092	1897637	-
GCF_003967155.2	1968257	1969802	-
GCF_003994915.1	15161	16706	+
GCF_003994915.1	1691915	1693460	-
GCF_003994915.1	1786590	1788135	-
GCF_003994915.1	1848521	1850066	-
GCF_004291255.1	15347	16891	+
GCF_004291255.1	1756169	1757715	-
