assembly_accession	start	end	orientation
GCF_000931425.2	501524	503090	+
GCF_000931425.2	1169486	1171052	+
GCF_000931425.2	2042605	2044171	-
GCF_000931425.2	2514497	2516063	-
GCF_000931425.2	2938325	2939891	-
GCF_001278015.1	489407	490982	+
GCF_001278015.1	1106329	1107904	+
GCF_001278015.1	2003312	2004887	-
GCF_001278015.1	2478742	2480317	-
GCF_001278015.1	2919672	2921247	-
GCF_001296095.1	348330	349905	+
GCF_001296095.1	1196915	1198490	-
GCF_001296095.1	1673639	1675214	-
GCF_001296095.1	2118082	2119657	-
GCF_001296095.1	2951734	2953309	+
GCF_001302645.1	695117	696683	-
GCF_001302645.1	1184665	1186231	-
GCF_001302645.1	1579879	1581445	-
GCF_001302645.1	2304881	2306447	+
GCF_001302645.1	2881876	2883442	+
GCF_001331925.2	482016	483582	+
GCF_001331925.2	1059616	1061182	+
GCF_001331925.2	1925705	1927271	-
GCF_001331925.2	2400758	2402324	-
GCF_001331925.2	2854077	2855643	-
GCF_001581895.1	451539	453114	+
GCF_001581895.1	1010671	1012246	+
GCF_001581895.1	1838455	1840030	-
GCF_001581895.1	2325534	2327109	-
GCF_001581895.1	2709131	2710706	-
GCF_001596095.1	492234	493809	+
GCF_001596095.1	1180255	1181830	+
GCF_001596095.1	2041448	2043023	-
GCF_001596095.1	2475075	2476650	-
GCF_001596095.1	2922098	2923673	-
GCF_001617525.2	485441	487016	+
GCF_001617525.2	1170906	1172057	+
GCF_001617525.2	1173589	1174863	+
GCF_001617525.2	1990233	1991808	-
GCF_001617525.2	2470360	2471935	-
GCF_001617525.2	2917564	2919139	-
GCF_001659745.1	51425	53000	+
GCF_001659745.1	513679	515254	+
GCF_001659745.1	1373739	1375314	-
GCF_001659745.1	2042923	2044498	-
GCF_001659745.1	2805828	2807403	+
GCF_001660025.1	7398	8973	+
GCF_001660025.1	487400	488975	+
GCF_001660025.1	1353668	1355243	-
GCF_001660025.1	1944250	1945825	-
GCF_001660025.1	2710291	2711866	+
GCF_001672035.1	85653	87228	-
GCF_001672035.1	686599	688174	-
GCF_001672035.1	1527661	1529236	+
GCF_001672035.1	1964602	1966177	+
GCF_001672035.1	2435568	2437143	+
GCF_001715615.1	13651	15226	+
GCF_001715615.1	882238	883813	-
GCF_001715615.1	1447780	1449355	-
GCF_001715615.1	2210817	2212392	+
GCF_001715615.1	2680591	2682166	+
GCF_001874125.1	115541	117116	+
GCF_001874125.1	582280	583855	+
GCF_001874125.1	1434155	1435730	-
GCF_001874125.1	2030924	2032499	-
GCF_001874125.1	2756793	2758368	+
GCF_001880185.2	495314	496880	+
GCF_001880185.2	1075123	1076689	+
GCF_001880185.2	1946119	1947685	-
GCF_001880185.2	2428138	2429704	-
GCF_001880185.2	2890392	2891958	-
GCF_001990145.1	310485	312060	+
GCF_001990145.1	730171	731746	+
GCF_001990145.1	1553999	1555574	-
GCF_001990145.1	2266451	2268026	-
GCF_001990145.1	3104180	3105755	+
GCF_002005385.2	497202	498777	+
GCF_002005385.2	1161328	1162903	+
GCF_002005385.2	2018285	2019859	-
GCF_002005385.2	2495033	2496608	-
GCF_002005385.2	2949121	2950696	-
GCF_002024845.1	487692	489267	+
GCF_002024845.1	1094962	1096537	+
GCF_002024845.1	1954561	1956136	-
GCF_002024845.1	2439294	2440869	-
GCF_002024845.1	2935437	2937012	-
GCF_002109405.1	479508	481083	+
GCF_002109405.1	1104043	1105618	+
GCF_002109405.1	1978236	1979811	-
GCF_002109405.1	2464191	2465766	-
GCF_002109405.1	2904950	2906525	-
GCF_002109425.1	487839	489414	+
GCF_002109425.1	1132204	1133779	+
GCF_002109425.1	2017205	2018780	-
GCF_002109425.1	2497544	2499119	-
GCF_002109425.1	2947101	2948676	-
GCF_002116955.1	814338	815913	-
GCF_002116955.1	1278055	1279630	-
GCF_002116955.1	1665675	1667250	-
GCF_002116955.1	2492069	2493644	+
GCF_002116955.1	3134099	3135674	+
GCF_002117245.1	501805	503380	+
GCF_002117245.1	1107528	1109103	+
GCF_002117245.1	1943831	1945406	-
GCF_002117245.1	2437381	2438956	-
GCF_002117245.1	2880519	2882094	-
GCF_002117265.1	501807	503382	+
GCF_002117265.1	1107528	1109103	+
GCF_002117265.1	1898381	1899956	-
GCF_002117265.1	2391933	2393508	-
GCF_002117265.1	2835072	2836647	-
GCF_002117285.1	476744	478319	+
GCF_002117285.1	1129180	1130755	+
GCF_002117285.1	1973739	1975314	-
GCF_002117285.1	2423199	2424774	-
GCF_002117285.1	2853060	2854635	-
GCF_002117305.1	481691	483266	+
GCF_002117305.1	1059282	1060857	+
GCF_002117305.1	1925353	1926928	-
