assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000730215.1	NZ_CP007631.1	2219340	1035550	0.1161010994752471	-0.1113556044765578	-1138.0775755568702	12044.158104948823	2221207
GCF_000730255.1	NZ_CP007632.1	2059560	982020	0.1200907246110999	-0.1100180899293463	-40.5103442593878	11814.390566524018	2061426
GCF_000831105.1	NZ_CP007572.1	70	1067010	0.1183228059341726	-0.0996665130283748	-0.1575198472869391	12624.189873032445	2231475
GCF_000831125.1	NZ_CP007571.1	70	1070800	0.1203784127551825	-0.0655566335743543	-0.1575198472869393	12889.13420562748	2214297
GCF_001026925.1	NZ_CP010867.1	2860	1012390	0.1139794255329692	-0.1043481435009443	-1.1070733668111	11505.56301585353	2092071
GCF_001190805.1	NZ_CP011325.1	2860	1003550	0.1148612530165447	-0.1059247145125635	-0.6501427810792219	11493.483479369304	2064722
GCF_001190825.1	NZ_CP011326.1	2860	997840	0.1145348018887667	-0.1057048210964744	-0.6501427810792162	11395.36064612464	2047957
GCF_001190845.1	NZ_CP011327.1	2860	1003440	0.1130985587697493	-0.1059974768420336	-0.650142781079217	11315.789672460129	2064350
GCF_001190885.1	NZ_CP011329.1	2145360	1007020	0.1120610938194311	-0.1134434839567164	-1606.9245379776912	11306.824716755287	2147416
GCF_001275545.2	NZ_CP012419.2	2100240	977210	0.1181564986030657	-0.1051969023455183	-332.6015642323086	11481.356612263464	2116811
GCF_001448985.1	NZ_CP013202.1	2163990	1036020	0.11338652209089	-0.1080803653659878	-421.7235468861638	11769.434907578498	2165968
GCF_001552035.1	NZ_CP012480.1	3210	1017860	0.1175780023927869	-0.1060344764914268	-2.181781166147488	11928.526136791368	2074179
GCF_001592385.1	NZ_CP010874.1	2390	967130	0.1172436562970158	-0.0982223850191127	0.1417624521072797	11339.22253386494	2084511
GCF_001683515.1	NZ_CP016391.1	2870	989150	0.1178400819843953	-0.1017547919567105	-2.4030046298276084	11620.080477830435	2090292
