assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000240325.1	NC_016612.1	1407890	4437610	0.0349244144395275	-0.0342344012561734	-4495.026929732655	6086.10001522927	5974109
GCF_000724525.1	NZ_CP008841.1	1084530	4024630	0.0341514752735696	-0.0354882111020755	-3383.2268555279697	6660.878459371133	5865090
GCF_000963575.1	NZ_CP011077.1	5083210	2340950	0.0366421089117302	-0.0377330426791359	-1810.141411790187	8537.245562045131	5107633
GCF_002216835.1	NZ_CP022348.1	3548420	611100	0.0341811383703572	-0.0349289389054799	-8358.10404270301	1901.6739110779367	6139574
GCF_002290285.1	NZ_CP023185.1	2602350	5539500	0.034922328420949	-0.03413423523257	-9087.436317859523	1169.7895355959097	6138996
GCF_003074075.1	NZ_CP029141.1	3700560	800860	0.0337243366900873	-0.034445511467864	-7196.331998981989	2792.120679109837	5935069
GCF_004102625.1	NZ_CP035214.1	2947720	5912280	0.0354751389471246	-0.0334877512911998	-9878.537386530328	638.2891951704038	5914592
GCF_007106885.1	NZ_CP041515.1	5778990	2791540	0.0330512244116022	-0.0335647149401839	-918.1437378553474	9109.152465493602	6067133
GCF_008693565.1	NZ_CP044109.1	3037640	6900	0.0345229692503381	-0.0351916982106527	-10602.686690206372	63.01007920425183	6114383
GCF_008931605.1	NZ_CP042545.1	325030	3257950	0.0354570610692722	-0.0341034498977174	-1240.9144901456675	9158.363374181468	5876662
GCF_009930855.1	NZ_CP024643.1	4154370	1336450	0.0361571372671079	-0.0346144158336433	-4683.235590957809	5070.845813646494	5699220
GCF_010093005.1	NZ_CP048108.1	4584440	1445380	0.0352841156546544	-0.0358190760137556	-6213.09184499447	5030.771755195289	6150416
GCF_013610655.1	NZ_CP055325.1	5951610	2977870	0.0339121766708095	-0.0357842968712173	-517.1511585426946	10124.175146895528	5993220
GCF_013636415.1	NZ_CP058212.1	820	2964750	0.0361015743622792	-0.0325844185998968	0.0245614035087718	10702.502185579138	6015151
GCF_013732655.1	NZ_CP056136.1	820	2863680	0.0361789640434007	-0.0337783041172724	0.0247349823321555	10359.772783355018	5850397
GCF_013926025.1	NZ_CP055985.1	3337070	365440	0.0343117059337436	-0.0356103126019518	-9573.056005486056	1009.0172120137148	5841500
GCF_014217275.1	NZ_CP060111.1	6149360	3029460	0.0346220637486821	-0.0351093084284071	-464.6290355465753	10489.16707004946	6149586
GCF_015139575.1	NZ_AP022547.1	5893160	2955710	0.0335562040600732	-0.0339373434335547	-79.0867061973319	9889.852847544906	5935402
GCF_015999385.1	NZ_CP065474.1	5799880	2911800	0.034680975665279	-0.0351612260787653	-9.291756085580367	10145.560038250673	5847354
GCF_016616645.1	NZ_CP067093.1	758340	3733070	0.0376988213726306	-0.0361923791830982	-2771.9906468113018	8444.542189014659	5907184
GCF_016618215.1	NZ_CP061930.1	2328260	5378580	0.0323978952646754	-0.0326985673517717	-7530.755650050285	2351.6515607814704	6330740
GCF_017348855.1	NZ_CP071393.1	5880770	2899310	0.0341518358615337	-0.0344129893504889	-380.9999271605668	9879.943133909414	5924548
GCF_017639895.1	NZ_CP072119.1	1000	3205990	0.0347113442286497	-0.0342202937717085	0.0566037735849057	11128.047259554676	6248475
GCF_017798285.1	NZ_CP065338.1	1958740	4815080	0.0349027230342498	-0.034486651511143	-6757.948590709518	3211.467141075821	5791694
GCF_017815775.1	NZ_CP051427.1	2924790	5842700	0.0352200484157791	-0.0346804866589647	-10185.92478156194	123.41770717069949	5845628
GCF_018139045.1	NZ_CP073236.1	3962980	1062020	0.0370028863353162	-0.0371622906303189	-6815.775028340845	3964.937050802328	5830883
GCF_018140945.1	NZ_CP073305.1	6468700	3312490	0.0315009418714089	-0.0352951730897504	-690.6573957112493	10472.296507828109	6473323
GCF_018604105.1	NZ_CP075881.1	1034880	4074330	0.0338323871200391	-0.0344435063604362	-3736.57551490485	6546.613508206208	6039729
GCF_000276705.2	NC_018106.1	3430	3142660	0.0335828933027005	-0.0338956014178097	0.0656934306569343	10562.983350220213	6097032
GCF_000632415.1	NZ_CP004887.1	670530	3584240	0.0345711104979264	-0.0341937149304142	-2122.281560020999	7950.838042960675	5914407
