assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000240325.1	PRJNA224116	SAMN02603580			na		1006551	1134687	Klebsiella michiganensis KCTC 1686	strain=KCTC 1686		latest	Complete Genome	Major	Full	2011/12/29	ASM24032v1	Macrogen Inc.	GCA_000240325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/325/GCF_000240325.1_ASM24032v1	./data/refseq/bacteria/GCF_000240325.1/GCF_000240325.1_ASM24032v1_assembly_stats.txt
GCF_000724525.1	PRJNA224116	SAMN02887315			na		1134687	1134687	Klebsiella michiganensis	strain=M1		latest	Complete Genome	Major	Full	2014/07/09	ASM72452v1	Macrogen Inc.	GCA_000724525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/525/GCF_000724525.1_ASM72452v1	./data/refseq/bacteria/GCF_000724525.1/GCF_000724525.1_ASM72452v1_assembly_stats.txt
GCF_000963575.1	PRJNA224116	SAMN03431443			na		1134687	1134687	Klebsiella michiganensis	strain=RC10		latest	Complete Genome	Major	Full	2015/03/26	ASM96357v1	China National Rice Research Institute	GCA_000963575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/575/GCF_000963575.1_ASM96357v1	./data/refseq/bacteria/GCF_000963575.1/GCF_000963575.1_ASM96357v1_assembly_stats.txt
GCF_002216835.1	PRJNA224116	SAMN07315162			na		1134687	1134687	Klebsiella michiganensis	strain=K516		latest	Complete Genome	Major	Full	2017/07/12	ASM221683v1	State Key Laboratory for Diagnosis and Treatment of Infectious Disease	GCA_002216835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/835/GCF_002216835.1_ASM221683v1	./data/refseq/bacteria/GCF_002216835.1/GCF_002216835.1_ASM221683v1_assembly_stats.txt
GCF_002290285.1	PRJNA224116	SAMN07551913			na		1134687	1134687	Klebsiella michiganensis	strain=K518		latest	Complete Genome	Major	Full	2017/09/12	ASM229028v1	State Key Laboratory for Diagnosis and Treatment of Infectious Disease	GCA_002290285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/285/GCF_002290285.1_ASM229028v1	./data/refseq/bacteria/GCF_002290285.1/GCF_002290285.1_ASM229028v1_assembly_stats.txt
GCF_003074075.1	PRJNA224116	SAMN07291518			na		1134687	1134687	Klebsiella michiganensis	strain=AR375		latest	Complete Genome	Major	Full	2018/04/30	ASM307407v1	FDA/CDC	GCA_003074075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/074/075/GCF_003074075.1_ASM307407v1	./data/refseq/bacteria/GCF_003074075.1/GCF_003074075.1_ASM307407v1_assembly_stats.txt
GCF_004102625.1	PRJNA224116	SAMN10743308			na		1134687	1134687	Klebsiella michiganensis	strain=M82255		latest	Complete Genome	Major	Full	2019/01/22	ASM410262v1	The University of Queensland	GCA_004102625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/625/GCF_004102625.1_ASM410262v1	./data/refseq/bacteria/GCF_004102625.1/GCF_004102625.1_ASM410262v1_assembly_stats.txt
GCF_007106885.1	PRJNA224116	SAMN12233455			na		1134687	1134687	Klebsiella michiganensis	strain=KNU07		latest	Complete Genome	Major	Full	2019/07/18	ASM710688v1	kyungpook national university	GCA_007106885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/106/885/GCF_007106885.1_ASM710688v1	./data/refseq/bacteria/GCF_007106885.1/GCF_007106885.1_ASM710688v1_assembly_stats.txt
GCF_008693565.1	PRJNA224116	SAMN11056362			na		1134687	1134687	Klebsiella michiganensis	strain=FDAARGOS_647		latest	Complete Genome	Major	Full	2019/09/25	ASM869356v1	US Food and Drug Administration	GCA_008693565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/565/GCF_008693565.1_ASM869356v1	./data/refseq/bacteria/GCF_008693565.1/GCF_008693565.1_ASM869356v1_assembly_stats.txt
GCF_008931605.1	PRJNA224116	SAMN12289379			na		1134687	1134687	Klebsiella michiganensis	strain=C52		latest	Complete Genome	Major	Full	2019/10/09	ASM893160v1	University of Oxford	GCA_008931605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/931/605/GCF_008931605.1_ASM893160v1	./data/refseq/bacteria/GCF_008931605.1/GCF_008931605.1_ASM893160v1_assembly_stats.txt
GCF_009930855.1	PRJNA224116	SAMN07411959			na		1134687	1134687	Klebsiella michiganensis	strain=F107		latest	Complete Genome	Major	Full	2020/01/27	ASM993085v1	Peking University People's Hospital	GCA_009930855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/930/855/GCF_009930855.1_ASM993085v1	./data/refseq/bacteria/GCF_009930855.1/GCF_009930855.1_ASM993085v1_assembly_stats.txt
GCF_010093005.1	PRJNA224116	SAMN13911826			na		1134687	1134687	Klebsiella michiganensis	strain=BD177		latest	Complete Genome	Major	Full	2020/02/03	ASM1009300v1	Huazhong agriculture university	GCA_010093005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/005/GCF_010093005.1_ASM1009300v1	./data/refseq/bacteria/GCF_010093005.1/GCF_010093005.1_ASM1009300v1_assembly_stats.txt
GCF_013610655.1	PRJNA224116	SAMN15148604			na		1134687	1134687	Klebsiella michiganensis	strain=RHBSTW-00409		latest	Complete Genome	Major	Full	2020/07/24	ASM1361065v1	The REHAB Consortium	GCA_013610655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/610/655/GCF_013610655.1_ASM1361065v1	./data/refseq/bacteria/GCF_013610655.1/GCF_013610655.1_ASM1361065v1_assembly_stats.txt
GCF_013636415.1	PRJNA224116	SAMN15148174			na		1134687	1134687	Klebsiella michiganensis	strain=RHB20-C02		latest	Complete Genome	Major	Full	2020/07/24	ASM1363641v1	The REHAB Consortium	GCA_013636415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/636/415/GCF_013636415.1_ASM1363641v1	./data/refseq/bacteria/GCF_013636415.1/GCF_013636415.1_ASM1363641v1_assembly_stats.txt
GCF_013732655.1	PRJNA224116	SAMN15148741			na		1134687	1134687	Klebsiella michiganensis	strain=RHBSTW-00909		latest	Complete Genome	Major	Full	2020/07/27	ASM1373265v1	The REHAB Consortium	GCA_013732655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/732/655/GCF_013732655.1_ASM1373265v1	./data/refseq/bacteria/GCF_013732655.1/GCF_013732655.1_ASM1373265v1_assembly_stats.txt
GCF_013926025.1	PRJNA224116	SAMN15148681			na		1134687	1134687	Klebsiella michiganensis	strain=RHBSTW-00676		latest	Chromosome	Major	Full	2020/07/30	ASM1392602v1	The REHAB Consortium	GCA_013926025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/926/025/GCF_013926025.1_ASM1392602v1	./data/refseq/bacteria/GCF_013926025.1/GCF_013926025.1_ASM1392602v1_assembly_stats.txt
GCF_014217275.1	PRJNA224116	SAMN15755083			representative genome		1134687	1134687	Klebsiella michiganensis	strain=AKKL-001		latest	Complete Genome	Major	Full	2020/08/17	ASM1421727v1	South china agriculture university	GCA_014217275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/217/275/GCF_014217275.1_ASM1421727v1	./data/refseq/bacteria/GCF_014217275.1/GCF_014217275.1_ASM1421727v1_assembly_stats.txt
GCF_015139575.1	PRJNA224116	SAMD00196009			na		1134687	1134687	Klebsiella michiganensis	strain=THO-011		latest	Complete Genome	Major	Full	2020/10/08	ASM1513957v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCA_015139575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/139/575/GCF_015139575.1_ASM1513957v1	./data/refseq/bacteria/GCF_015139575.1/GCF_015139575.1_ASM1513957v1_assembly_stats.txt
GCF_015999385.1	PRJNA224116	SAMN16931445			na		1134687	1134687	Klebsiella michiganensis	strain=7525		latest	Complete Genome	Major	Full	2020/12/13	ASM1599938v1	Zhejiang Provincial People's Hospital	GCA_015999385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/999/385/GCF_015999385.1_ASM1599938v1	./data/refseq/bacteria/GCF_015999385.1/GCF_015999385.1_ASM1599938v1_assembly_stats.txt
