assembly_accession	start	end	orientation
GCF_000240325.1	3831	5370	-
GCF_000240325.1	874673	876212	-
GCF_000240325.1	1425161	1426700	+
GCF_000240325.1	1556575	1558114	+
GCF_000240325.1	1658133	1659672	+
GCF_000240325.1	1703137	1704676	+
GCF_000240325.1	2068190	2069729	+
GCF_000240325.1	2500957	2502496	+
GCF_000724525.1	565346	566895	-
GCF_000724525.1	1099969	1101518	+
GCF_000724525.1	1240278	1241827	+
GCF_000724525.1	1343789	1345338	+
GCF_000724525.1	1388892	1390447	+
GCF_000724525.1	1748801	1750350	+
GCF_000724525.1	2182022	2183571	+
GCF_000724525.1	5506676	5508225	-
GCF_000963575.1	121008	122560	+
GCF_000963575.1	846462	848013	+
GCF_000963575.1	3827303	3828851	-
GCF_000963575.1	3915308	3916856	-
GCF_000963575.1	3955765	3957313	-
GCF_000963575.1	4647044	4648592	-
GCF_000963575.1	5100560	5102108	+
GCF_002216835.1	2155252	2156791	-
GCF_002216835.1	3014145	3015684	-
GCF_002216835.1	3565704	3567243	+
GCF_002216835.1	3705384	3706923	+
GCF_002216835.1	3807026	3808565	+
GCF_002216835.1	3852138	3853677	+
GCF_002216835.1	4250062	4251601	+
GCF_002216835.1	4685107	4686646	+
GCF_002290285.1	1466814	1468353	-
GCF_002290285.1	1899180	1900719	-
GCF_002290285.1	2297101	2298640	-
GCF_002290285.1	2342212	2343751	-
GCF_002290285.1	2443856	2445395	-
GCF_002290285.1	2583536	2585075	-
GCF_002290285.1	3135090	3136629	+
GCF_002290285.1	3993990	3995529	+
GCF_003074075.1	2321931	2323469	-
GCF_003074075.1	3170174	3171713	-
GCF_003074075.1	3717817	3719356	+
GCF_003074075.1	3847965	3849504	+
GCF_003074075.1	3950381	3951920	+
GCF_003074075.1	3995380	3996919	+
GCF_003074075.1	4358902	4360441	+
GCF_003074075.1	4779624	4781163	+
GCF_004102625.1	1528381	1529917	-
GCF_004102625.1	2400318	2401858	-
GCF_004102625.1	2965010	2966541	+
GCF_004102625.1	3070383	3071923	+
GCF_004102625.1	3173888	3175428	+
GCF_004102625.1	3218994	3220530	+
GCF_004102625.1	3573888	3575423	+
GCF_004102625.1	4026996	4028535	+
GCF_007106885.1	8699	10248	+
GCF_007106885.1	383117	384666	+
GCF_007106885.1	810091	811640	+
GCF_007106885.1	4348846	4350395	-
GCF_007106885.1	5228236	5229785	-
GCF_007106885.1	5796247	5797796	+
