assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000626595.1	NZ_CP007524.1	250990	1307030	0.059594274304567	-0.0563042242779585	-1797.5335983184634	4495.866487318687	2188020
GCF_000787195.2	NZ_CP016684.1	832980	1928480	0.0633551328467952	-0.0517050953498574	-4490.39547527397	2450.1659571193786	2173191
GCF_000800235.1	NZ_CP009418.1	1103730	1070	0.0508077304215719	-0.0638365890947345	-7035.559224209591	3.453060132408381	2195266
GCF_000800355.1	NZ_CP009421.1	38800	1064210	0.0643489256700902	-0.0436653778649371	0.1838235294117645	6702.115397573173	2199215
GCF_000800415.1	NZ_CP009422.1	882770	1986970	0.0641968034396368	-0.0521271072383675	-4672.3204672786105	2416.302896949452	2183230
GCF_001029815.1	NZ_CP007667.1	443730	1538630	0.0631218253161952	-0.0517269426842583	-2437.1832288839987	4474.0378725332	2187672
GCF_001697125.1	NZ_CP012392.1	2167730	1108420	0.0500521509826461	-0.0616486500032772	-968.1575526448552	5600.454427759943	2170619
GCF_001697165.1	NZ_CP012393.1	13420	1100060	0.0646427409143206	-0.0511908010920763	-127.13062265752524	6897.217118118586	2207932
GCF_001697205.1	NZ_CP012394.1	13570	1097560	0.0642189259373819	-0.0513643938997146	-129.3448444366004	6831.934337835949	2206847
GCF_001697305.1	NZ_CP016627.1	717290	1800790	0.0522749943503336	-0.0624112771535838	-4421.107181383232	1250.112889062857	2173408
GCF_001697325.1	NZ_CP016645.1	213390	1296340	0.0522667585334489	-0.0637181734515888	-1361.5334432088614	4298.701353030982	2173879
GCF_001697345.1	NZ_CP016646.1	568910	1638270	0.0574715827933677	-0.0540112904124322	-3100.486581742917	3045.302949937447	2173686
GCF_001697365.1	NZ_CP016647.1	1734040	619810	0.0572174786521501	-0.0541560378813468	-2285.475623979393	3753.834837771027	2182171
GCF_001697385.1	NZ_CP016648.1	714050	1796510	0.0524597573101048	-0.0633992671628946	-4545.479297955297	1133.090500826759	2161510
GCF_001697405.1	NZ_CP016649.1	1281620	199810	0.0635010648559719	-0.0523410332500303	-4528.439723461962	1264.9623460514797	2172699
GCF_001697425.1	NZ_CP016650.1	1360180	268490	0.0524633307365489	-0.0636356886185914	-5776.375075369339	1170.67369154556	2173513
GCF_001697465.1	NZ_CP016652.1	1844360	764490	0.0524812374415946	-0.0635285663960519	-3066.325702760148	3793.939762997771	2162199
GCF_001697485.1	NZ_CP016653.1	1553620	472440	0.0626248070065142	-0.0523499523140597	-2405.717329778262	3254.262892571277	2157503
GCF_001697505.1	NZ_CP016654.1	166680	1235830	0.0572737547731098	-0.0542406515949671	-1104.2045393240055	5019.229967902119	2185698
GCF_001697525.1	NZ_CP016655.1	1856230	764750	0.0521871562073091	-0.0622859405916255	-3035.363609981088	3763.0350401978862	2173607
GCF_001697545.1	NZ_CP016656.1	1013670	9760	0.0441792366908972	-0.0624686578592574	-6318.337677527856	-0.1960784313725484	2168495
GCF_001697565.1	NZ_CP016657.1	1370320	290340	0.0526217593169762	-0.0635174005028511	-5523.891996258053	1335.8687425112048	2163399
GCF_001697585.1	NZ_CP016658.1	1013000	6490	0.0434826305907214	-0.062685686684767	-6319.172512316259	-0.1161048689138577	2175362
GCF_001697605.1	NZ_CP016659.1	1964310	881810	0.0636270299424401	-0.0524538548522702	-93.93421370457536	5584.208402389755	2172426
GCF_001697625.1	NZ_CP016660.1	1712150	647060	0.0540183748179247	-0.0575137576590171	-2736.423000527316	3389.321579547286	2174791
GCF_001697645.1	NZ_CP016661.1	419200	1501830	0.0525940099246676	-0.0635938618080796	-2290.650192443433	3403.3436232933323	2171975
GCF_001697665.1	NZ_CP016662.1	852350	1935680	0.0524039984863202	-0.0633373637098381	-5385.472739350264	291.6224351524067	2173723
GCF_001697685.1	NZ_CP016663.1	1177520	88150	0.0522253388683384	-0.0637510315477078	-6562.988662784931	389.0819152010939	2172888
GCF_001697705.1	NZ_CP016664.1	972260	2057560	0.0631951310825031	-0.0521966748399739	-5067.911397989501	1790.664697656931	2168001
GCF_001697725.1	NZ_CP016665.1	750520	1822450	0.0639896735546502	-0.0524085459996466	-4185.439044831712	2673.81597899502	2154341
GCF_001697745.1	NZ_CP016666.1	169350	1251700	0.0522173967371748	-0.0632492818028622	-1253.174158570359	4662.625886393803	2174042
GCF_001697765.1	NZ_CP016667.1	717970	1802400	0.0525311230625162	-0.0635833045162741	-4569.096471392133	1127.5470013562704	2173745
GCF_001697785.1	NZ_CP016668.1	1738700	654220	0.0630716684107767	-0.0521260629030376	-1223.4785168702156	4429.493028950396	2170146
GCF_001697805.1	NZ_CP016669.1	4880	1075720	0.0622408518642491	-0.0504219688035069	0.0533807829181495	6690.274368663611	2168308
GCF_001697825.1	NZ_CP016670.1	320010	1402350	0.0522691848740039	-0.0630619646007425	-1717.772059260751	3939.5441629439474	2167991
GCF_001697845.1	NZ_CP016671.1	1798730	682910	0.057168507915568	-0.0542441911573168	-1810.113797006163	4242.569489691267	2180570
