assembly_accession	start	end	orientation
GCF_000626595.1	202062	203602	-
GCF_000626595.1	392996	394536	+
GCF_000626595.1	1848196	1849736	-
GCF_000626595.1	2138410	2139950	-
GCF_000787195.2	253961	255501	-
GCF_000787195.2	550309	551849	-
GCF_000787195.2	684309	685849	-
GCF_000787195.2	880874	882414	+
GCF_000800235.1	1062307	1063847	-
GCF_000800235.1	1250941	1252481	+
GCF_000800235.1	1386285	1387825	+
GCF_000800235.1	1686562	1688102	+
GCF_000800355.1	1	1406	+
GCF_000800355.1	1563937	1565477	-
GCF_000800355.1	1863887	1865427	-
GCF_000800355.1	1998026	1999566	-
GCF_000800355.1	2194517	2196057	+
GCF_000800415.1	299672	301212	-
GCF_000800415.1	599883	601423	-
GCF_000800415.1	734077	735617	-
GCF_000800415.1	922191	923731	+
GCF_001029815.1	148767	150307	-
GCF_001029815.1	285945	287485	-
GCF_001029815.1	477577	479117	+
GCF_001029815.1	2042293	2043833	-
GCF_001697125.1	53864	55404	+
GCF_001697125.1	311397	312937	+
GCF_001697125.1	600287	601827	+
GCF_001697125.1	2030539	2032079	-
GCF_001697165.1	53729	55269	+
GCF_001697165.1	1634704	1636244	-
GCF_001697165.1	1939229	1940769	-
GCF_001697165.1	2072631	2074171	-
GCF_001697205.1	51468	53008	+
GCF_001697205.1	1632906	1634446	-
GCF_001697205.1	1938377	1939917	-
GCF_001697205.1	2071481	2073021	-
GCF_001697305.1	674001	675541	-
GCF_001697305.1	866001	867541	+
GCF_001697305.1	1000244	1001784	+
GCF_001697305.1	1300428	1301968	+
GCF_001697325.1	168544	170084	-
GCF_001697325.1	360545	362085	+
GCF_001697325.1	494789	496329	+
GCF_001697325.1	795012	796552	+
GCF_001697345.1	281729	283269	-
GCF_001697345.1	530836	532376	-
GCF_001697345.1	720227	721767	+
GCF_001697345.1	2160774	2162314	-
GCF_001697365.1	1145673	1147213	-
GCF_001697365.1	1440344	1441884	-
GCF_001697365.1	1689445	1690985	-
GCF_001697365.1	1886327	1887867	+
GCF_001697385.1	677244	678784	-
GCF_001697385.1	861271	862811	+
GCF_001697385.1	995625	997165	+
GCF_001697385.1	1296389	1297929	+
GCF_001697405.1	698529	700069	-
