assembly_accession	start	end	orientation
GCF_000954195.1	36952	38464	+
GCF_000954195.1	430099	431611	+
GCF_000954195.1	702769	704281	+
GCF_001417615.1	106938	108453	+
GCF_001417615.1	1093033	1094548	-
GCF_001417615.1	1371934	1373449	-
GCF_001417635.1	894480	895992	-
GCF_001417635.1	1173638	1175150	-
GCF_001417635.1	1570903	1572415	+
GCF_001417655.1	106962	108477	+
GCF_001417655.1	1107333	1108848	-
GCF_001417655.1	1423836	1425351	-
GCF_001639125.1	36593	38105	+
GCF_001639125.1	38789	40301	+
GCF_001639125.1	1037570	1039082	-
GCF_001639125.1	1309133	1310645	-
GCF_001717605.1	36593	38105	+
GCF_001717605.1	1125832	1127344	-
GCF_001717605.1	1435237	1436749	-
GCF_001865455.1	135867	137379	+
GCF_001865455.1	1113121	1114633	-
GCF_001865475.1	135202	136714	+
GCF_001865495.1	129876	131388	+
GCF_001865495.1	1167481	1168993	-
GCF_001865555.1	135900	137412	+
GCF_001865555.1	1113913	1115425	-
GCF_001936355.1	36567	38079	+
GCF_001936355.1	387315	388827	+
GCF_001936355.1	659144	660656	+
GCF_002407145.1	36594	38106	+
GCF_002407145.1	1036398	1037910	-
GCF_002407145.1	1308760	1310272	-
GCF_002843985.1	36883	38395	+
GCF_002843985.1	382610	384122	+
GCF_002843985.1	647921	649433	+
GCF_003030205.1	288831	290343	-
GCF_003030205.1	690401	691913	-
GCF_003030205.1	1785165	1786677	-
GCF_004307315.1	36592	38104	+
GCF_004307315.1	443225	444737	+
GCF_004307315.1	714601	716113	+
GCF_005517455.1	36531	38046	+
GCF_005517455.1	479986	481501	+
GCF_005517455.1	742442	743957	+
GCF_008727315.1	511795	513307	-
GCF_008727315.1	784249	785761	-
GCF_008727315.1	1181020	1182532	+
GCF_008727495.1	751767	753279	-
GCF_008727495.1	1034608	1036120	-
GCF_008727495.1	1431600	1433112	-
GCF_009498195.1	36592	38104	+
GCF_009498195.1	1091587	1093099	-
GCF_009498195.1	1361617	1363129	-
GCF_009498315.1	37018	38530	+
GCF_009498315.1	1077034	1078546	-
GCF_009498315.1	1348545	1350057	-
GCF_009649055.1	500418	501930	-
GCF_009649055.1	898257	899769	+
GCF_009649055.1	1170620	1172132	+
GCF_009730395.1	786959	788471	-
GCF_009730395.1	1058438	1059950	-
GCF_009730395.1	1462263	1463775	+
GCF_010232325.1	183139	184651	-
GCF_010232325.1	439346	440858	-
GCF_010232325.1	845265	846777	-
GCF_013391125.1	36724	38239	+
GCF_013391125.1	1034418	1035933	-
GCF_013391125.1	1296685	1298200	-
GCF_013416175.1	37110	38622	+
GCF_013416175.1	395436	396948	+
GCF_013416175.1	665665	667177	+
GCF_014705905.1	36592	38104	+
GCF_014705905.1	1040333	1041845	-
GCF_014705905.1	1311964	1313476	-
GCF_014906165.1	36952	38464	+
GCF_014906165.1	1028118	1029630	-
GCF_014906165.1	1300581	1302093	-
GCF_014906185.1	36938	38450	+
GCF_014906185.1	387461	388973	+
GCF_014906185.1	661229	662741	+
GCF_016127675.1	21956	23468	-
GCF_016127675.1	1028067	1029579	-
GCF_016127675.1	1299443	1300955	-
GCF_018176875.1	36599	38111	+
GCF_018176875.1	438563	440075	+
GCF_018176875.1	694857	696369	+
GCF_018176975.1	36599	38111	+
GCF_018176975.1	438563	440075	+
GCF_018176975.1	694857	696369	+
GCF_000583755.1	36613	38125	+
GCF_000583755.1	1085189	1086701	-
GCF_000583755.1	1449351	1450863	-
GCF_000583775.1	36457	37969	+
GCF_000583775.1	371636	373148	+
GCF_000583775.1	661727	663239	+
GCF_000583795.1	36726	38238	+
GCF_000583795.1	1046609	1048121	-
GCF_000583795.1	1325593	1327105	-
GCF_000465235.1	36591	38103	+
GCF_000465235.1	1041157	1042669	-
GCF_000465235.1	1313855	1315367	-
GCF_000494775.2	36958	38470	+
GCF_000494775.2	1039107	1040619	-
GCF_000494775.2	1301351	1302863	-
GCF_000470055.1	377655	379167	+
GCF_000470055.1	1315831	1317343	-
GCF_000470055.1	1583346	1584486	-
