assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000954195.1	NZ_CP011015.1	400	874170	0.0957315201093374	-0.0991294358094959	0.0059880239520958	8365.755804488523	1658607
GCF_001417615.1	NZ_CP013032.1	70630	919340	0.0917203084197296	-0.0939579161901564	-936.6577060820294	6848.107556902835	1683224
GCF_001417635.1	NZ_CP013034.1	1534570	720780	0.0936850280970869	-0.0986735258322222	-736.4202709899346	7293.853936610792	1663782
GCF_001417655.1	NZ_CP013036.1	70640	933710	0.0951676347738295	-0.0978806408621145	-936.115668644764	7277.854951608737	1711393
GCF_001639125.1	NZ_CP015528.1	1660160	867560	0.0901686987487723	-0.10739456146673	-613.946112351779	7981.298794749358	1668523
GCF_001717605.1	NZ_CP017025.1	1788270	943500	0.0826100400513158	-0.1042031934554328	-934.3320787268916	7947.407977226677	1797243
GCF_001865455.1	NZ_CP017865.1	99690	943670	0.0929129641487189	-0.0976516919366347	-1222.5128980926484	6619.182606533299	1687232
GCF_001865475.1	NZ_CP017868.1	98480	930760	0.0884989830881615	-0.0993802783337263	-1236.550176762448	6129.053219046945	1665146
GCF_001865495.1	NZ_CP017871.1	93170	980690	0.0855051826904099	-0.1070569558299078	-1185.3515122572994	6403.425101716713	1695360
GCF_001865555.1	NZ_CP017878.1	99690	944450	0.0927664912084735	-0.0953708222854664	-1222.2276177521003	6614.331878411941	1695638
GCF_001936355.1	NZ_CP018900.1	350	832080	0.0966459145508483	-0.0882318352926737	0.0059880239520959	8039.364218434717	1718974
GCF_002407145.1	NZ_CP023545.1	1669730	864870	0.0934241296033644	-0.1079826616474566	-608.5039327221534	8083.040802646938	1670005
GCF_002843985.1	NZ_CP025281.1	390	824840	0.0967074265063815	-0.0860563964010507	0.0181818181818182	7974.456372826657	1705805
GCF_003030205.1	NZ_CP028187.1	728030	1617520	0.0939835620430045	-0.089647831986338	-6353.7214827229855	2013.244388354239	1894971
GCF_004307315.1	NZ_CP035927.1	400	884810	0.0948311166565284	-0.0972709739699224	0.0061349693251537	8394.822451540495	1684122
GCF_005517455.1	NZ_CP040239.1	400	913860	0.0915566679578132	-0.0973934145063929	0.0060606060606058	8364.371185526034	1713481
GCF_008727315.1	NZ_CP044161.1	1144890	342940	0.0866557314207522	-0.1021954517194262	-4485.743317450089	3717.2801367104735	1715182
GCF_008727495.1	NZ_CP044175.1	1471740	580010	0.0990700184360973	-0.0937727973040449	-2603.5533798694523	5758.468996056859	1754049
GCF_009498195.1	NZ_CP042462.1	1721340	917540	0.0856086182033585	-0.1017503516173531	-323.160848044555	7855.570426766826	1721406
GCF_009498315.1	NZ_CP042463.1	1699300	903010	0.0816433567782033	-0.1021107240086225	-684.2026269858691	7525.191726416156	1708396
GCF_009649055.1	NZ_CP045791.1	538110	1343650	0.1078954679876405	-0.0934694897908973	-3940.892612951703	4750.620193429726	1670008
GCF_009730395.1	NZ_CP046317.1	1425740	608500	0.0916343217166661	-0.0999824571326307	-1516.7085630899105	6654.267802772101	1678432
GCF_010232325.1	NZ_CP038868.1	883360	1726850	0.0964472182340737	-0.0891216976026107	-7926.986403943787	248.0452946924553	1728473
GCF_013391125.1	NZ_CP058340.1	1645220	861400	0.0916003759001718	-0.1065854689434487	-381.8519098780008	8047.2549458166495	1654173
GCF_013416175.1	NZ_CP058336.1	1729630	839790	0.0963658095161901	-0.0928106483357948	-149.38349491542186	8125.642237866391	1731350
GCF_014705905.1	NZ_CP061537.1	1664200	868750	0.0907870311575934	-0.1083086222088795	-646.9408418723481	8053.1117410570305	1673158
GCF_014906165.1	NZ_CP027638.1	1660930	858230	0.0936978718873892	-0.1017725689272322	-126.0713892317282	8043.741712320752	1661120
GCF_014906185.1	NZ_CP027639.1	400	832670	0.0973207585143424	-0.0802548351362468	0.0060606060606062	8108.406787491601	1723814
GCF_016127675.1	NZ_CP066027.1	1653160	855240	0.082856804990293	-0.0996094143399823	-736.9521563761169	7211.092363928205	1684121
GCF_018176875.1	NZ_CP068581.1	490	864010	0.093156191303541	-0.0699925977068361	0.0121951219512195	8053.164477102458	1781472
GCF_018176975.1	NZ_CP068586.1	350	863460	0.0931912423711917	-0.0700019731924488	0.0121951219512193	8053.562232258486	1781471
GCF_000583755.1	NZ_CP007183.1	1812530	917690	0.0832106668559689	-0.1014584297636641	-1428.3509969001916	7668.498280005955	1814252
GCF_000583775.1	NZ_CP007181.1	880	889850	0.0918904081120613	-0.085238396048224	-4.025591863241268	8165.294149788545	1824273
GCF_000583795.1	NZ_CP007179.1	390	877520	0.0932214208294049	-0.0998469441812754	0.0184049079754601	8185.92289776632	1684743
GCF_000465235.1	NC_022347.1	1672940	871190	0.0959645342272352	-0.1080960538022514	-303.4838847603628	8363.66264833817	1673221
GCF_000494775.2	NC_022660.2	1649740	869040	0.0892083413067809	-0.1057126350248648	-419.9577996079132	7911.109784013205	1658752
GCF_000470055.1	NC_022132.1	339530	1142290	0.0953093015422037	-0.0937381016839235	-2491.7821035252564	5159.284386036825	1584486
