assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_001483885.1	PRJNA224116	SAMN04244584			na		1390	1390	Bacillus amyloliquefaciens	strain=MBE1283		latest	Complete Genome	Major	Full	2016/01/04	ASM148388v1	Macrogen Inc	GCA_001483885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/885/GCF_001483885.1_ASM148388v1	./data/refseq/bacteria/GCF_001483885.1/GCF_001483885.1_ASM148388v1_assembly_stats.txt
GCF_001596755.1	PRJNA224116	SAMN04555582			na		1390	1390	Bacillus amyloliquefaciens	strain=B15		latest	Complete Genome	Major	Full	2016/03/23	ASM159675v1	China national research institute of food&fermentation industries	GCA_001596755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/755/GCF_001596755.1_ASM159675v1	./data/refseq/bacteria/GCF_001596755.1/GCF_001596755.1_ASM159675v1_assembly_stats.txt
GCF_001705195.1	PRJNA224116	SAMN05520945			na		1390	1390	Bacillus amyloliquefaciens	strain=RD7-7		latest	Complete Genome	Major	Full	2016/08/16	ASM170519v1	National Academy of Agrigultural Science	GCA_001705195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/195/GCF_001705195.1_ASM170519v1	./data/refseq/bacteria/GCF_001705195.1/GCF_001705195.1_ASM170519v1_assembly_stats.txt
GCF_001874385.1	PRJNA224116	SAMN05969227			na		1390	1390	Bacillus amyloliquefaciens	strain=Y14		latest	Complete Genome	Major	Full	2016/11/10	ASM187438v1	Shandong Agricultural University	GCA_001874385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/874/385/GCF_001874385.1_ASM187438v1	./data/refseq/bacteria/GCF_001874385.1/GCF_001874385.1_ASM187438v1_assembly_stats.txt
GCF_001889285.1	PRJNA224116	SAMN06043296			na		1390	1390	Bacillus amyloliquefaciens	strain=LM2303		latest	Complete Genome	Major	Full	2016/12/06	ASM188928v1	HeNan University of Technology	GCA_001889285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/285/GCF_001889285.1_ASM188928v1	./data/refseq/bacteria/GCF_001889285.1/GCF_001889285.1_ASM188928v1_assembly_stats.txt
GCF_001922005.1	PRJNA224116	SAMN06051297			na		1390	1390	Bacillus amyloliquefaciens	strain=WS-8		latest	Complete Genome	Major	Full	2016/12/27	ASM192200v1	Hebei Academy of Science	GCA_001922005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/005/GCF_001922005.1_ASM192200v1	./data/refseq/bacteria/GCF_001922005.1/GCF_001922005.1_ASM192200v1_assembly_stats.txt
GCF_002173635.1	PRJNA224116	SAMN07125918			na		1390	1390	Bacillus amyloliquefaciens	strain=SRCM101267		latest	Complete Genome	Major	Full	2017/06/06	ASM217363v1	Microbial Institiue for Fermentation Industry	GCA_002173635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/635/GCF_002173635.1_ASM217363v1	./data/refseq/bacteria/GCF_002173635.1/GCF_002173635.1_ASM217363v1_assembly_stats.txt
GCF_002209305.1	PRJNA224116	SAMN03459122			na		1390	1390	Bacillus amyloliquefaciens	strain=MT45		latest	Complete Genome	Major	Full	2017/06/27	ASM220930v1	Jiangnan University	GCA_002209305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/305/GCF_002209305.1_ASM220930v1	./data/refseq/bacteria/GCF_002209305.1/GCF_002209305.1_ASM220930v1_assembly_stats.txt
GCF_003149695.1	PRJNA224116	SAMN08984034			na		1390	1390	Bacillus amyloliquefaciens	strain=ALB69		latest	Complete Genome	Major	Full	2018/05/23	ASM314969v1	United States Department of Agriculture, Agricultural Research Service	GCA_003149695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/149/695/GCF_003149695.1_ASM314969v1	./data/refseq/bacteria/GCF_003149695.1/GCF_003149695.1_ASM314969v1_assembly_stats.txt
GCF_003149715.1	PRJNA224116	SAMN08978284			na		1390	1390	Bacillus amyloliquefaciens	strain=ALB65		latest	Complete Genome	Major	Full	2018/05/23	ASM314971v1	United States Department of Agriculture, Agricultural Research Service	GCA_003149715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/149/715/GCF_003149715.1_ASM314971v1	./data/refseq/bacteria/GCF_003149715.1/GCF_003149715.1_ASM314971v1_assembly_stats.txt
